application_id,customer_id,loan_id,application_date,requested_amount,approval_status,created_at,updated_at,source_system
APP00000119,CUST00001759,LN00000709,2020-04-27,605239.19,Approved,2026-08-03 11:22:39.878419,,Loan Management System
APP00000120,CUST00004796,LN00001168,2021-10-10,1220617.37,Approved,2026-08-03 11:22:39.878419,,Loan Management System
APP00000121,CUST00002777,,2012-02-12,632850.87,Pending,2026-08-03 11:22:39.878419,,Loan Management System
APP00000122,CUST00004825,LN00000100,2023-05-24,7486595.09,Approved,2026-08-03 11:22:39.878419,,Loan Management System
APP00000123,CUST00004928,,2026-01-09,664028.22,Rejected,2026-08-03 11:22:39.879413,,Loan Management System
APP00000124,CUST00003468,LN00000004,2024-03-12,1843111.41,Approved,2026-08-03 11:22:39.879413,,Loan Management System
APP00000125,CUST00002574,LN00001801,2013-09-29,18518885.66,Approved,2026-08-03 11:22:39.879413,,Loan Management System
APP00000126,CUST00000140,LN00001196,2014-02-07,5218334.15,Approved,2026-08-03 11:22:39.879413,,Loan Management System
APP00000127,CUST00002854,LN00001465,2019-03-24,3966245.49,Approved,2026-08-03 11:22:39.879413,,Loan Management System
APP00000128,CUST00004279,LN00000940,2023-08-28,1510161.04,Approved,2026-08-03 11:22:39.879413,,Loan Management System
APP00000129,CUST00003897,LN00000408,2012-11-03,1882921.23,Approved,2026-08-03 11:22:39.879413,,Loan Management System
APP00000130,CUST00000448,,2024-10-30,8603787.72,Cancelled,2026-08-03 11:22:39.879413,,Loan Management System
APP00000131,CUST00000437,,2022-07-24,145674.3,Pending,2026-08-03 11:22:39.879413,,Loan Management System
APP00000132,CUST00004634,,2017-10-26,2902402.29,Rejected,2026-08-03 11:22:39.880417,,Loan Management System
APP00000133,CUST00001297,LN00000374,2016-01-09,9397063.52,Approved,2026-08-03 11:22:39.880417,,Loan Management System
APP00000134,CUST00004697,LN00001905,2016-11-02,1369064.22,Approved,2026-08-03 11:22:39.880417,,Loan Management System
APP00000135,CUST00001005,,2021-03-27,2092040.43,Rejected,2026-08-03 11:22:39.880417,,Loan Management System
APP00000136,CUST00003893,LN00002412,2020-02-29,553526.48,Approved,2026-08-03 11:22:39.880417,,Loan Management System
APP00000137,CUST00000753,,2021-11-17,2409200.08,Rejected,2026-08-03 11:22:39.880417,,Loan Management System
APP00000138,CUST00004906,LN00000205,2014-07-01,1495404.51,Approved,2026-08-03 11:22:39.880417,,Loan Management System
APP00000139,CUST00003955,LN00001961,2013-06-28,2510046.05,Approved,2026-08-03 11:22:39.880417,,Loan Management System
APP00000140,CUST00000781,LN00001030,2019-12-05,8804176.22,Approved,2026-08-03 11:22:39.880417,,Loan Management System
APP00000141,CUST00003028,LN00000239,2023-12-20,13186508.42,Approved,2026-08-03 11:22:39.880417,,Loan Management System
APP00000142,CUST00000774,,2019-02-20,2041775.25,Rejected,2026-08-03 11:22:39.881413,,Loan Management System
APP00000143,CUST00002797,LN00001550,2015-10-05,2206365.01,Approved,2026-08-03 11:22:39.881413,,Loan Management System
APP00000144,CUST00000164,LN00001108,2021-09-20,1384993.77,Approved,2026-08-03 11:22:39.881413,,Loan Management System
APP00000145,CUST00002469,,2013-12-05,894671.89,Cancelled,2026-08-03 11:22:39.881413,,Loan Management System
APP00000146,CUST00000376,LN00000889,2018-01-03,1455681.13,Approved,2026-08-03 11:22:39.881413,,Loan Management System
APP00000147,CUST00001181,,2017-10-30,8169112.86,Rejected,2026-08-03 11:22:39.881413,,Loan Management System
APP00000148,CUST00000584,,2018-05-11,928203.93,Rejected,2026-08-03 11:22:39.881413,,Loan Management System
APP00000149,CUST00002363,LN00000203,2020-01-06,19954010.4,Approved,2026-08-03 11:22:39.881413,,Loan Management System
APP00000150,CUST00000916,,2022-08-21,1750952.86,Rejected,2026-08-03 11:22:39.882412,,Loan Management System
APP00000151,CUST00004470,,2016-04-29,586209.22,Cancelled,2026-08-03 11:22:39.882412,,Loan Management System
APP00000152,CUST00001009,LN00001956,2013-04-29,2698204.83,Approved,2026-08-03 11:22:39.882412,,Loan Management System
APP00000153,CUST00001980,LN00002430,2017-10-29,2567582.4,Approved,2026-08-03 11:22:39.882924,,Loan Management System
APP00000154,CUST00001208,LN00001833,2020-02-28,1531672.62,Approved,2026-08-03 11:22:39.882924,,Loan Management System
APP00000155,CUST00003401,LN00000672,2014-09-25,11949054.05,Approved,2026-08-03 11:22:39.882924,,Loan Management System
APP00000156,CUST00003917,LN00002228,2013-04-24,279177.96,Approved,2026-08-03 11:22:39.882924,,Loan Management System
APP00000157,CUST00003384,LN00000747,2024-05-01,8595022.59,Approved,2026-08-03 11:22:39.882924,,Loan Management System
APP00000158,CUST00002058,,2018-03-03,863345.9,Rejected,2026-08-03 11:22:39.882924,,Loan Management System
APP00000159,CUST00000437,,2021-02-21,9711045.43,Rejected,2026-08-03 11:22:39.882924,,Loan Management System
APP00000160,CUST00004384,,2013-08-03,1773756.38,Rejected,2026-08-03 11:22:39.882924,,Loan Management System
APP00000161,CUST00002326,LN00001789,2025-04-27,2558109.7,Approved,2026-08-03 11:22:39.882924,,Loan Management System
APP00000162,CUST00003363,,2024-10-08,3147520.89,Rejected,2026-08-03 11:22:39.883945,,Loan Management System
APP00000163,CUST00002769,LN00001768,2022-10-06,2905715.97,Approved,2026-08-03 11:22:39.883945,,Loan Management System
APP00000164,CUST00002067,LN00002080,2025-09-18,6061768.54,Approved,2026-08-03 11:22:39.883945,,Loan Management System
APP00000165,CUST00001714,LN00002094,2016-10-19,607449.38,Approved,2026-08-03 11:22:39.883945,,Loan Management System
APP00000166,CUST00000328,,2021-12-30,888905.21,Rejected,2026-08-03 11:22:39.883945,,Loan Management System
APP00000167,CUST00000655,LN00002112,2023-03-26,126582.74,Approved,2026-08-03 11:22:39.883945,,Loan Management System
APP00000168,CUST00004086,,2023-05-24,1021673.56,Pending,2026-08-03 11:22:39.883945,,Loan Management System
APP00000169,CUST00000396,LN00001404,2020-03-09,801847.06,Approved,2026-08-03 11:22:39.883945,,Loan Management System
APP00000170,CUST00000814,LN00002276,2021-05-21,576783.87,Approved,2026-08-03 11:22:39.883945,,Loan Management System
APP00000171,CUST00004678,LN00001442,2019-06-30,2031927.95,Approved,2026-08-03 11:22:39.884950,,Loan Management System
APP00000172,CUST00001638,LN00001525,2017-10-31,661072.19,Approved,2026-08-03 11:22:39.884950,,Loan Management System
APP00000173,CUST00001371,,2026-02-04,7593812.13,Pending,2026-08-03 11:22:39.884950,,Loan Management System
APP00000174,CUST00000900,LN00000280,2015-05-09,1185963.24,Approved,2026-08-03 11:22:39.884950,,Loan Management System
APP00000175,CUST00003654,LN00001303,2013-04-25,1109467.48,Approved,2026-08-03 11:22:39.884950,,Loan Management System
APP00000176,CUST00003224,LN00001349,2016-05-12,84834.62,Approved,2026-08-03 11:22:39.884950,,Loan Management System
APP00000177,CUST00002443,LN00001832,2017-09-10,16003693.96,Approved,2026-08-03 11:22:39.884950,,Loan Management System
APP00000178,CUST00001351,LN00000054,2017-07-18,2457723.75,Approved,2026-08-03 11:22:39.884950,,Loan Management System
APP00000179,CUST00000798,LN00000992,2022-04-26,8114093.19,Approved,2026-08-03 11:22:39.884950,,Loan Management System
APP00000180,CUST00001532,,2022-12-12,1091272.84,Cancelled,2026-08-03 11:22:39.885934,,Loan Management System
APP00000181,CUST00004222,LN00000972,2021-02-21,1664164.8,Approved,2026-08-03 11:22:39.885934,,Loan Management System
APP00000182,CUST00001916,LN00002169,2019-01-29,1142718.54,Approved,2026-08-03 11:22:39.885934,,Loan Management System
APP00000183,CUST00001749,,2020-12-10,2556108.14,Pending,2026-08-03 11:22:39.885934,,Loan Management System
APP00000184,CUST00000153,LN00000212,2022-06-07,1505261.29,Approved,2026-08-03 11:22:39.885934,,Loan Management System
APP00000185,CUST00001179,,2016-07-11,1383617.84,Rejected,2026-08-03 11:22:39.885934,,Loan Management System
APP00000186,CUST00003371,LN00001993,2026-04-19,9464658.15,Approved,2026-08-03 11:22:39.885934,,Loan Management System
APP00000187,CUST00002174,LN00001453,2012-02-04,613950.28,Approved,2026-08-03 11:22:39.885934,,Loan Management System
APP00000188,CUST00003385,LN00000092,2025-08-26,9619092.89,Approved,2026-08-03 11:22:39.885934,,Loan Management System
APP00000189,CUST00001005,,2025-02-01,3462975.86,Rejected,2026-08-03 11:22:39.886934,,Loan Management System
APP00000190,CUST00002479,,2017-09-26,6750026.37,Rejected,2026-08-03 11:22:39.886934,,Loan Management System
APP00000191,CUST00003722,LN00001129,2022-05-28,1781197.19,Approved,2026-08-03 11:22:39.886934,,Loan Management System
APP00000192,CUST00003752,,2015-05-27,578184.25,Pending,2026-08-03 11:22:39.886934,,Loan Management System
APP00000193,CUST00004558,,2013-08-26,4957619.62,Rejected,2026-08-03 11:22:39.886934,,Loan Management System
APP00000194,CUST00001931,LN00001597,2012-04-21,1167575.23,Approved,2026-08-03 11:22:39.886934,,Loan Management System
APP00000195,CUST00003010,LN00001350,2018-11-28,1026333.06,Approved,2026-08-03 11:22:39.886934,,Loan Management System
APP00000196,CUST00000184,LN00001948,2021-04-24,607305.59,Approved,2026-08-03 11:22:39.886934,,Loan Management System
APP00000197,CUST00002080,LN00001391,2021-09-29,2041661.91,Approved,2026-08-03 11:22:39.886934,,Loan Management System
APP00000198,CUST00002759,LN00000059,2025-02-28,3310911.59,Approved,2026-08-03 11:22:39.886934,,Loan Management System
APP00000199,CUST00003651,,2017-09-22,2035314.33,Rejected,2026-08-03 11:22:39.887933,,Loan Management System
APP00000200,CUST00002313,LN00001662,2019-07-14,2994706.23,Approved,2026-08-03 11:22:39.887933,,Loan Management System
APP00000201,CUST00003615,LN00000677,2024-04-19,1199908.94,Approved,2026-08-03 11:22:39.887933,,Loan Management System
APP00000202,CUST00000555,,2017-11-11,1286469.02,Rejected,2026-08-03 11:22:39.887933,,Loan Management System
APP00000203,CUST00004610,,2019-07-16,6973406.43,Cancelled,2026-08-03 11:22:39.887933,,Loan Management System
APP00000204,CUST00002940,,2025-04-04,15995889.76,Rejected,2026-08-03 11:22:39.887933,,Loan Management System
APP00000205,CUST00004110,,2020-12-20,764346.57,Rejected,2026-08-03 11:22:39.888934,,Loan Management System
APP00000206,CUST00003899,LN00000302,2023-10-04,2543837.51,Approved,2026-08-03 11:22:39.888934,,Loan Management System
APP00000207,CUST00003466,LN00001774,2012-06-10,5510447.57,Approved,2026-08-03 11:22:39.888934,,Loan Management System
APP00000208,CUST00001908,,2013-01-19,1163950.03,Rejected,2026-08-03 11:22:39.888934,,Loan Management System
APP00000209,CUST00001992,LN00000407,2020-01-29,9687461.85,Approved,2026-08-03 11:22:39.888934,,Loan Management System
APP00000210,CUST00003164,,2016-11-05,954208.67,Rejected,2026-08-03 11:22:39.888934,,Loan Management System
APP00000211,CUST00003457,LN00000906,2024-04-07,1966000.35,Approved,2026-08-03 11:22:39.888934,,Loan Management System
APP00000212,CUST00003428,LN00000810,2012-11-30,1659301.67,Approved,2026-08-03 11:22:39.888934,,Loan Management System
APP00000213,CUST00001755,LN00000038,2011-09-01,3793223.99,Approved,2026-08-03 11:22:39.888934,,Loan Management System
APP00000214,CUST00004414,LN00001082,2017-07-06,5795820.08,Approved,2026-08-03 11:22:39.888934,,Loan Management System
APP00000215,CUST00002232,,2024-09-02,342272.81,Rejected,2026-08-03 11:22:39.889934,,Loan Management System
APP00000216,CUST00003545,LN00000685,2011-07-14,3135230.77,Approved,2026-08-03 11:22:39.889934,,Loan Management System
APP00000217,CUST00002719,LN00000621,2012-03-22,2469914.62,Approved,2026-08-03 11:22:39.889934,,Loan Management System
APP00000218,CUST00001010,LN00000497,2025-12-11,3225295.28,Approved,2026-08-03 11:22:39.889934,,Loan Management System
APP00000219,CUST00002500,,2013-09-19,140246.42,Cancelled,2026-08-03 11:22:39.889934,,Loan Management System
APP00000220,CUST00004959,,2016-12-23,618552.07,Pending,2026-08-03 11:22:39.889934,,Loan Management System
APP00000221,CUST00001553,LN00001923,2017-10-11,1017645.15,Approved,2026-08-03 11:22:39.889934,,Loan Management System
APP00000222,CUST00003895,LN00000292,2017-03-01,1331515.42,Approved,2026-08-03 11:22:39.889934,,Loan Management System
APP00000223,CUST00002191,LN00001307,2018-07-18,337405.77,Approved,2026-08-03 11:22:39.889934,,Loan Management System
APP00000224,CUST00004800,,2023-02-27,3742891.37,Pending,2026-08-03 11:22:39.890933,,Loan Management System
APP00000225,CUST00001842,LN00000267,2022-08-12,6218320.1,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000226,CUST00004183,LN00002118,2015-08-24,1099890.88,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000227,CUST00001604,LN00000319,2019-05-25,1650961.53,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000228,CUST00002659,LN00001076,2020-08-06,4267347.52,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000229,CUST00002110,LN00001152,2012-11-01,138585.79,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000230,CUST00002211,,2014-09-06,349833.12,Rejected,2026-08-03 11:22:39.890933,,Loan Management System
APP00000231,CUST00004615,LN00001055,2015-07-16,1730080.55,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000232,CUST00004788,,2018-12-12,625852.06,Rejected,2026-08-03 11:22:39.890933,,Loan Management System
APP00000233,CUST00000080,LN00001479,2023-05-03,6652660.05,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000234,CUST00003283,,2026-05-10,4616287.21,Pending,2026-08-03 11:22:39.890933,,Loan Management System
APP00000235,CUST00003323,LN00000935,2017-09-16,941570.29,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000236,CUST00004141,,2025-09-24,1160400.35,Rejected,2026-08-03 11:22:39.890933,,Loan Management System
APP00000237,CUST00004067,LN00000154,2021-05-18,108698.97,Approved,2026-08-03 11:22:39.890933,,Loan Management System
APP00000238,CUST00004074,,2020-05-26,460996.95,Rejected,2026-08-03 11:22:39.892565,,Loan Management System
