merchant_id,merchant_name,merchant_category,merchant_type,merchant_city,merchant_state,merchant_country,merchant_status,accepts_upi,accepts_cards,average_ticket_size,onboarding_date,created_at,updated_at,source_system
MER00000015,Prime Ahuja Traders,Retail,Local,JALAUN,UTTAR PRADESH,India,Inactive,Yes,Yes,12764.36,2024-06-30,2026-08-03 11:19:40.473334,,Enterprise System
MER00000016,Sri Dutta Stores,Grocery,Regional,UNA,HIMACHAL PRADESH,India,Active,Yes,Yes,933.51,2023-06-19,2026-08-03 11:19:40.473334,,Enterprise System
MER00000017,Om Sami Communications,Telecom,Local,JAMNAGAR,GUJARAT,India,Active,Yes,Yes,4929.54,2017-05-17,2026-08-03 11:19:40.474339,,Enterprise System
MER00000018,Royal Mall Online,E-Commerce,Local,ALAPPUZHA,KERALA,India,Active,Yes,Yes,40856.36,2014-03-26,2026-08-03 11:19:40.474339,,Enterprise System
MER00000019,Om Kale Communications,Telecom,Local,GHAZIABAD,UTTAR PRADESH,India,Active,Yes,Yes,4387.68,2024-07-29,2026-08-03 11:19:40.475343,,Enterprise System
MER00000020,Royal Nayar Cafe,Restaurant,Regional,PALAKKAD,KERALA,India,Active,Yes,Yes,4523.17,2013-04-29,2026-08-03 11:19:40.475343,,Enterprise System
MER00000021,Royal Chanda Cafe,Restaurant,Local,DIBRUGARH,ASSAM,India,Active,Yes,Yes,284.16,2018-01-18,2026-08-03 11:19:40.476342,,Enterprise System
MER00000022,Shree Chatterjee Electricity,Utilities,Local,HAVERI,KARNATAKA,India,Active,Yes,Yes,4393.62,2017-09-10,2026-08-03 11:19:40.477343,,Enterprise System
MER00000023,Om Padmanabhan Cafe,Restaurant,Regional,MAHABUBABAD,TELANGANA,India,Active,Yes,Yes,2496.62,2021-11-09,2026-08-03 11:19:40.477343,,Enterprise System
MER00000024,Sri Lalla Restaurant,Restaurant,Local,KARUR,TAMIL NADU,India,Active,Yes,No,507.31,2025-04-26,2026-08-03 11:19:40.478342,,Enterprise System
MER00000025,Sri Bassi Cinema,Entertainment,Local,WEST JAINTIA HILLS,MEGHALAYA,India,Active,Yes,Yes,1764.61,2024-01-01,2026-08-03 11:19:40.478342,,Enterprise System
MER00000026,Prime Sharaf Cafe,Restaurant,Local,AURANGABAD,BIHAR,India,Active,Yes,Yes,4341.41,2020-09-16,2026-08-03 11:19:40.479342,,Enterprise System
MER00000027,Shree Dash Transport,Travel,National,EAST,DELHI,India,Active,No,No,63803.48,2018-01-10,2026-08-03 11:19:40.479342,,Enterprise System
MER00000028,Sai Brar Mart,Grocery,Local,PURBI CHAMPARAN,BIHAR,India,Active,Yes,Yes,4928.75,2020-12-23,2026-08-03 11:19:40.480342,,Enterprise System
MER00000029,Sai Memon Stores,Grocery,Local,BALESHWAR,ODISHA,India,Inactive,No,Yes,3634.28,2025-09-11,2026-08-03 11:19:40.480342,,Enterprise System
MER00000030,National Pathak Fresh,Grocery,National,PASCHIM BARDHAMAN,WEST BENGAL,India,Active,Yes,Yes,427.25,2021-05-29,2026-08-03 11:19:40.481343,,Enterprise System
MER00000031,Om Handa Transport,Travel,Local,LUDHIANA,PUNJAB,India,Inactive,Yes,Yes,45032.6,2023-07-29,2026-08-03 11:19:40.481343,,Enterprise System
MER00000032,Royal Boase Institute,Education,Local,GONDIA,MAHARASHTRA,India,Active,Yes,Yes,156748.47,2012-05-13,2026-08-03 11:19:40.482344,,Enterprise System
MER00000033,Om Kari Kitchen,Restaurant,National,ANAND,GUJARAT,India,Active,Yes,Yes,2129.98,2024-09-26,2026-08-03 11:19:40.482847,,Enterprise System
MER00000034,National Mann Institute,Education,Local,NAVSARI,GUJARAT,India,Active,Yes,Yes,249621.34,2012-12-10,2026-08-03 11:19:40.482847,,Enterprise System
MER00000035,Sri Kaul Enterprise,Other,Local,PANCH MAHALS,GUJARAT,India,Active,Yes,Yes,6484.97,2026-04-30,2026-08-03 11:19:40.483851,,Enterprise System
MER00000036,Sai Chaudhuri Energy,Fuel,Regional,SONIPAT,HARYANA,India,Active,No,Yes,543.03,2018-01-20,2026-08-03 11:19:40.484856,,Enterprise System
MER00000037,National Mall Digital,E-Commerce,Local,PURNIA,BIHAR,India,Active,Yes,No,37198.11,2019-04-20,2026-08-03 11:19:40.485855,,Enterprise System
MER00000038,National Patla Provision Store,Grocery,Local,DHANBAD,JHARKHAND,India,Active,Yes,No,2601.23,2014-05-09,2026-08-03 11:19:40.486855,,Enterprise System
MER00000039,Shree Prabhakar Supermarket,Grocery,Local,CHITTOOR,ANDHRA PRADESH,India,Active,Yes,Yes,784.48,2017-08-18,2026-08-03 11:19:40.486855,,Enterprise System
MER00000040,New Kadakia Networks,Telecom,Local,CHIKKABALLAPURA,KARNATAKA,India,Active,Yes,Yes,4736.24,2022-12-27,2026-08-03 11:19:40.487855,,Enterprise System
MER00000041,New Loke Learning Centre,Education,Local,UTTARA KANNADA,KARNATAKA,India,Active,Yes,Yes,15248.07,2023-07-11,2026-08-03 11:19:40.488855,,Enterprise System
MER00000042,Shree Bora Medical Centre,Healthcare,Local,BHAVNAGAR,GUJARAT,India,Active,Yes,Yes,88529.34,2021-12-13,2026-08-03 11:19:40.489855,,Enterprise System
MER00000043,New Garg Cafe,Restaurant,Regional,JHANSI,UTTAR PRADESH,India,Suspended,Yes,No,367.74,2020-09-03,2026-08-03 11:19:40.490855,,Enterprise System
MER00000044,Modern Konda Water Supply,Utilities,Regional,HYDERABAD,TELANGANA,India,Active,Yes,Yes,11874.41,2014-05-14,2026-08-03 11:19:40.490855,,Enterprise System
MER00000045,Shree Shere Outlet,Retail,Local,TIRUCHIRAPPALLI,TAMIL NADU,India,Active,Yes,Yes,19985.96,2018-01-15,2026-08-03 11:19:40.492475,,Enterprise System
MER00000046,Shree Madan Fresh,Grocery,Local,MADURAI,TAMIL NADU,India,Active,Yes,Yes,1853.06,2022-06-22,2026-08-03 11:19:40.492475,,Enterprise System
MER00000047,Om Kanda Kitchen,Restaurant,National,MALAPPURAM,KERALA,India,Active,No,Yes,4822.04,2023-03-27,2026-08-03 11:19:40.493365,,Enterprise System
MER00000048,Sri Nair Provision Store,Grocery,Local,MANCHERIAL,TELANGANA,India,Active,Yes,Yes,2630.4,2025-12-04,2026-08-03 11:19:40.494368,,Enterprise System
MER00000049,Royal Bhalla Medical Centre,Healthcare,Local,PASCHIM BARDHAMAN,WEST BENGAL,India,Active,Yes,Yes,68998.86,2015-06-26,2026-08-03 11:19:40.495381,,Enterprise System
MER00000050,Royal Balay Municipality,Government,Local,JAIPUR,RAJASTHAN,India,Inactive,Yes,Yes,33505.99,2025-04-13,2026-08-03 11:19:40.496381,,Enterprise System
MER00000051,National Mutti Mart,Retail,Local,SONBHADRA,UTTAR PRADESH,India,Active,Yes,Yes,3618.55,2018-05-30,2026-08-03 11:19:40.496381,,Enterprise System
MER00000052,Prime Loyal Cafe,Restaurant,Local,CHENNAI,TAMIL NADU,India,Active,Yes,Yes,1612.84,2012-09-17,2026-08-03 11:19:40.497381,,Enterprise System
MER00000053,Modern Kakar Dhaba,Restaurant,Local,BUXAR,BIHAR,India,Active,Yes,Yes,4809.2,2021-03-27,2026-08-03 11:19:40.498381,,Enterprise System
MER00000054,Sri Murty Water Supply,Utilities,Local,RANGA REDDY,TELANGANA,India,Active,Yes,Yes,11341.73,2015-03-16,2026-08-03 11:19:40.499381,,Enterprise System
MER00000055,Royal Tata Academy,Education,Local,DHANBAD,JHARKHAND,India,Active,No,Yes,193279.89,2018-04-26,2026-08-03 11:19:40.501498,,Enterprise System
MER00000056,Royal Shanker Dhaba,Restaurant,Local,RAIGAD,MAHARASHTRA,India,Active,Yes,Yes,3817.08,2014-01-06,2026-08-03 11:19:40.502387,,Enterprise System
MER00000057,Sri Lanka Water Supply,Utilities,Local,HOSHIARPUR,PUNJAB,India,Active,Yes,Yes,8493.87,2013-12-17,2026-08-03 11:19:40.502921,,Enterprise System
MER00000058,Sri Koshy Municipality,Government,Local,CHIKKABALLAPURA,KARNATAKA,India,Active,Yes,Yes,16547.6,2024-04-05,2026-08-03 11:19:40.502921,,Enterprise System
MER00000059,Sai Yohannan Gas Services,Utilities,Regional,GUNTUR,ANDHRA PRADESH,India,Active,Yes,No,6854.93,2016-01-21,2026-08-03 11:19:40.503945,,Enterprise System
MER00000060,Sai Sangha Mart,Grocery,Local,LUDHIANA,PUNJAB,India,Active,Yes,Yes,2678.3,2021-07-06,2026-08-03 11:19:40.504927,,Enterprise System
MER00000061,National Rastogi Multiplex,Entertainment,Local,JAMNAGAR,GUJARAT,India,Active,Yes,Yes,4459.17,2017-09-29,2026-08-03 11:19:40.504927,,Enterprise System
MER00000062,Royal Kanda Outlet,Retail,Local,OSMANABAD,MAHARASHTRA,India,Active,Yes,Yes,13793.97,2013-12-09,2026-08-03 11:19:40.505926,,Enterprise System
MER00000063,Royal Upadhyay Dhaba,Restaurant,Local,SATNA,MADHYA PRADESH,India,Active,Yes,Yes,4433.12,2019-12-25,2026-08-03 11:19:40.506924,,Enterprise System
MER00000064,Sai Chand Travels,Travel,National,CHURU,RAJASTHAN,India,Active,Yes,No,62843.92,2024-06-11,2026-08-03 11:19:40.506924,,Enterprise System
MER00000065,Om Batta Cafe,Restaurant,Local,PALGHAR,MAHARASHTRA,India,Active,Yes,Yes,3427.15,2026-03-27,2026-08-03 11:19:40.507929,,Enterprise System
MER00000066,New Choudhary Marketplace,E-Commerce,National,HAMIRPUR,UTTAR PRADESH,India,Suspended,Yes,No,29717.07,2014-03-09,2026-08-03 11:19:40.507929,,Enterprise System
MER00000067,Sri Dutta Learning Centre,Education,Local,BENGALURU RURAL,KARNATAKA,India,Active,Yes,Yes,85201.4,2025-01-22,2026-08-03 11:19:40.508925,,Enterprise System
MER00000068,Modern Sami Dhaba,Restaurant,Local,24 PARAGANAS NORTH,WEST BENGAL,India,Inactive,Yes,No,2483.96,2021-09-24,2026-08-03 11:19:40.508925,,Enterprise System
MER00000069,Shree Bhatt Water Supply,Utilities,Local,KURNOOL,ANDHRA PRADESH,India,Active,No,Yes,756.14,2018-02-17,2026-08-03 11:19:40.509926,,Enterprise System
MER00000070,Shree Raj Provision Store,Grocery,Local,NANDED,MAHARASHTRA,India,Active,Yes,Yes,1207.13,2021-09-21,2026-08-03 11:19:40.510926,,Enterprise System
MER00000071,Modern Sidhu Academy,Education,Local,VILLUPURAM,TAMIL NADU,India,Inactive,Yes,Yes,45122.62,2020-08-02,2026-08-03 11:19:40.510926,,Enterprise System
MER00000072,Shree Krishnamurthy Petrol Pump,Fuel,Local,AHMEDNAGAR,MAHARASHTRA,India,Active,Yes,No,1590.81,2020-12-30,2026-08-03 11:19:40.510926,,Enterprise System
MER00000073,Royal Apte Travels,Travel,Local,RUDRA PRAYAG,UTTARAKHAND,India,Active,Yes,Yes,59920.81,2023-02-28,2026-08-03 11:19:40.512498,,Enterprise System
MER00000074,Shree Contractor Tours,Travel,Local,HATHRAS,UTTAR PRADESH,India,Active,Yes,Yes,1936.26,2023-03-09,2026-08-03 11:19:40.512498,,Enterprise System
MER00000075,Sai Yadav Restaurant,Restaurant,Local,AMROHA,UTTAR PRADESH,India,Active,Yes,Yes,976.71,2024-05-11,2026-08-03 11:19:40.513443,,Enterprise System
MER00000076,Om Loke Stores,Grocery,Local,PERAMBALUR,TAMIL NADU,India,Active,Yes,Yes,4154.81,2024-08-29,2026-08-03 11:19:40.513443,,Enterprise System
MER00000077,Modern Oak Travels,Travel,Regional,ALAPPUZHA,KERALA,India,Active,Yes,Yes,35388.43,2013-06-26,2026-08-03 11:19:40.514443,,Enterprise System
MER00000078,Prime Memon Multiplex,Entertainment,Local,CUTTACK,ODISHA,India,Active,Yes,Yes,6443.31,2018-12-25,2026-08-03 11:19:40.515449,,Enterprise System
MER00000079,National Dugar Clinic,Healthcare,Local,BALLARI,KARNATAKA,India,Inactive,Yes,Yes,49369.21,2019-04-22,2026-08-03 11:19:40.516453,,Enterprise System
MER00000080,Sai Aggarwal Gas Services,Utilities,Regional,SOLAPUR,MAHARASHTRA,India,Active,Yes,Yes,6244.7,2023-11-14,2026-08-03 11:19:40.516453,,Enterprise System
MER00000081,Modern Lall Mart,Grocery,Local,CHITTOOR,ANDHRA PRADESH,India,Active,No,Yes,1856.28,2020-02-07,2026-08-03 11:19:40.517451,,Enterprise System
MER00000082,National Gokhale Kitchen,Restaurant,Local,SPSR NELLORE,ANDHRA PRADESH,India,Active,Yes,Yes,4766.67,2020-03-22,2026-08-03 11:19:40.517451,,Enterprise System
MER00000083,Royal Cherian Academy,Education,Regional,CHAMPAWAT,UTTARAKHAND,India,Active,Yes,Yes,151213.73,2026-05-25,2026-08-03 11:19:40.518449,,Enterprise System
MER00000084,Royal Misra Services,Other,Local,THANJAVUR,TAMIL NADU,India,Active,Yes,Yes,7220.63,2025-11-26,2026-08-03 11:19:40.519448,,Enterprise System
MER00000085,Om Tripathi Telecom,Telecom,Local,NAMAKKAL,TAMIL NADU,India,Active,Yes,Yes,4389.05,2021-12-12,2026-08-03 11:19:40.519448,,Enterprise System
MER00000086,Sai Issac Tours,Travel,Local,KACHCHH,GUJARAT,India,Active,Yes,No,36351.96,2014-03-09,2026-08-03 11:19:40.520447,,Enterprise System
MER00000087,Prime Prakash Marketplace,E-Commerce,Local,KOLAR,KARNATAKA,India,Active,Yes,Yes,28273.13,2024-07-23,2026-08-03 11:19:40.520447,,Enterprise System
MER00000088,Royal Edwin Fuel Station,Fuel,Local,JALANDHAR,PUNJAB,India,Active,Yes,Yes,4766.31,2020-10-05,2026-08-03 11:19:40.521448,,Enterprise System
MER00000089,Sai Wali Medical Centre,Healthcare,Regional,BATHINDA,PUNJAB,India,Closed,Yes,Yes,61353.46,2011-08-06,2026-08-03 11:19:40.521448,,Enterprise System
MER00000090,Royal Naik Gas Services,Utilities,Local,RAJOURI,JAMMU AND KASHMIR,India,Active,Yes,Yes,1403.45,2019-11-25,2026-08-03 11:19:40.522447,,Enterprise System
MER00000091,Sai Bahl Mart,Retail,Local,BALAGHAT,MADHYA PRADESH,India,Active,Yes,Yes,21560.36,2013-06-28,2026-08-03 11:19:40.522447,,Enterprise System
MER00000092,Royal Patil Fashion,Retail,Regional,ADILABAD,TELANGANA,India,Active,Yes,No,10915.9,2025-09-25,2026-08-03 11:19:40.523658,,Enterprise System
MER00000093,New Mohanty Kitchen,Restaurant,Regional,WARDHA,MAHARASHTRA,India,Active,Yes,Yes,3807.55,2015-08-29,2026-08-03 11:19:40.524631,,Enterprise System
MER00000094,National Bhardwaj Tours,Travel,Local,AHMADABAD,GUJARAT,India,Active,Yes,No,38034.94,2015-09-07,2026-08-03 11:19:40.524631,,Enterprise System
MER00000095,Sri Brar Restaurant,Restaurant,Regional,RAJGARH,MADHYA PRADESH,India,Active,Yes,Yes,1337.39,2013-01-16,2026-08-03 11:19:40.525629,,Enterprise System
MER00000096,Shree Sunder Learning Centre,Education,Regional,DUMKA,JHARKHAND,India,Active,Yes,Yes,132146.14,2025-06-20,2026-08-03 11:19:40.525629,,Enterprise System
MER00000097,National Biswas Cafe,Restaurant,National,PAURI GARHWAL,UTTARAKHAND,India,Active,Yes,No,2482.55,2024-07-11,2026-08-03 11:19:40.526631,,Enterprise System
MER00000098,Modern Walia Restaurant,Restaurant,Regional,TIRUNELVELI,TAMIL NADU,India,Active,Yes,Yes,4739.67,2024-08-12,2026-08-03 11:19:40.526631,,Enterprise System
MER00000099,Om Dass Online,E-Commerce,Local,KANCHIPURAM,TAMIL NADU,India,Active,Yes,No,20387.5,2013-10-08,2026-08-03 11:19:40.527632,,Enterprise System
MER00000100,Shree Soman Dhaba,Restaurant,Local,VIZIANAGARAM,ANDHRA PRADESH,India,Active,Yes,Yes,3220.69,2020-12-09,2026-08-03 11:19:40.527632,,Enterprise System
MER00000101,Royal Gandhi Water Supply,Utilities,Local,AMROHA,UTTAR PRADESH,India,Active,Yes,Yes,2084.96,2016-02-05,2026-08-03 11:19:40.528632,,Enterprise System
MER00000102,Royal Wable Networks,Telecom,Local,BALRAMPUR,CHHATTISGARH,India,Active,Yes,Yes,4962.83,2026-06-06,2026-08-03 11:19:40.528632,,Enterprise System
MER00000103,Sai Sampath Corporation,Government,Local,BALLARI,KARNATAKA,India,Active,Yes,Yes,35565.17,2015-03-11,2026-08-03 11:19:40.529631,,Enterprise System
MER00000104,Sai Zacharia Dhaba,Restaurant,Local,JALNA,MAHARASHTRA,India,Active,Yes,No,2664.14,2024-06-08,2026-08-03 11:19:40.530635,,Enterprise System
MER00000105,Sri Iyer Marketplace,E-Commerce,Regional,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,Active,Yes,Yes,13578.48,2023-09-19,2026-08-03 11:19:40.530635,,Enterprise System
MER00000106,National Muni Mart,Retail,Local,JALNA,MAHARASHTRA,India,Active,Yes,Yes,12366.36,2018-05-17,2026-08-03 11:19:40.531631,,Enterprise System
MER00000107,Om Prakash Medical Centre,Healthcare,Local,CHENGALPATTU,TAMIL NADU,India,Active,Yes,Yes,57607.97,2019-01-15,2026-08-03 11:19:40.531631,,Enterprise System
MER00000108,Prime Varughese Supermarket,Grocery,Local,PURI,ODISHA,India,Active,Yes,Yes,4943.81,2019-04-08,2026-08-03 11:19:40.533139,,Enterprise System
MER00000109,New Dara Marketplace,E-Commerce,National,SRIKAKULAM,ANDHRA PRADESH,India,Active,No,Yes,5288.12,2015-10-21,2026-08-03 11:19:40.534147,,Enterprise System
MER00000110,Sri Kar Digital,E-Commerce,National,24 PARAGANAS SOUTH,WEST BENGAL,India,Active,Yes,No,48506.85,2012-09-03,2026-08-03 11:19:40.535147,,Enterprise System
MER00000111,National Nigam Fashion,Retail,Local,WARANGAL URBAN,TELANGANA,India,Active,Yes,Yes,17021.76,2011-12-11,2026-08-03 11:19:40.535147,,Enterprise System
MER00000112,Modern Karpe Dhaba,Restaurant,Regional,SOUTH GOA,GOA,India,Active,Yes,Yes,4624.41,2021-08-06,2026-08-03 11:19:40.536171,,Enterprise System
MER00000113,Sri Kannan Services,Other,National,PURBI CHAMPARAN,BIHAR,India,Active,Yes,Yes,4575.94,2011-09-16,2026-08-03 11:19:40.536171,,Enterprise System
MER00000114,Shree Bobal Fuel Station,Fuel,Local,MUMBAI SUBURBAN,MAHARASHTRA,India,Active,Yes,Yes,1843.09,2023-08-18,2026-08-03 11:19:40.537164,,Enterprise System
MER00000115,New Bhargava Cafe,Restaurant,Local,KOLHAPUR,MAHARASHTRA,India,Active,Yes,Yes,2613.92,2015-06-25,2026-08-03 11:19:40.537164,,Enterprise System
MER00000116,Royal Bir Tours,Travel,Local,PUNE,MAHARASHTRA,India,Active,Yes,No,35428.74,2012-02-14,2026-08-03 11:19:40.538162,,Enterprise System
MER00000117,Om Narayanan Fuel Station,Fuel,Local,ALWAR,RAJASTHAN,India,Inactive,No,Yes,5791.16,2012-10-16,2026-08-03 11:19:40.539162,,Enterprise System
MER00000118,Sai Varkey Institute,Education,Local,RUDRA PRAYAG,UTTARAKHAND,India,Active,Yes,Yes,145121.06,2015-08-20,2026-08-03 11:19:40.539162,,Enterprise System
MER00000119,National Mallick Travels,Travel,National,RAE BARELI,UTTAR PRADESH,India,Active,Yes,Yes,51749.16,2022-12-19,2026-08-03 11:19:40.540162,,Enterprise System
MER00000120,Shree Sunder Gas Services,Utilities,Regional,SIROHI,RAJASTHAN,India,Active,Yes,Yes,3682.74,2015-03-26,2026-08-03 11:19:40.540162,,Enterprise System
MER00000121,Royal Zacharia Digital,E-Commerce,Local,MALKANGIRI,ODISHA,India,Active,Yes,Yes,34138.5,2013-11-02,2026-08-03 11:19:40.541162,,Enterprise System
MER00000122,Sri Solanki Store,Retail,Local,JORHAT,ASSAM,India,Active,Yes,Yes,2708.27,2015-09-20,2026-08-03 11:19:40.541162,,Enterprise System
MER00000123,Prime Solanki Fuel Station,Fuel,Local,DHAMTARI,CHHATTISGARH,India,Active,Yes,Yes,3259.87,2025-04-28,2026-08-03 11:19:40.541162,,Enterprise System
MER00000124,New Ray Petrol Pump,Fuel,National,AMRELI,GUJARAT,India,Inactive,No,Yes,5287.18,2014-10-29,2026-08-03 11:19:40.542686,,Enterprise System
MER00000125,Sai Chandra Online,E-Commerce,Local,SONBHADRA,UTTAR PRADESH,India,Inactive,Yes,Yes,49003.13,2013-03-27,2026-08-03 11:19:40.542686,,Enterprise System
MER00000126,Om Sankar Telecom,Telecom,Local,SANGLI,MAHARASHTRA,India,Active,Yes,Yes,1969.21,2017-08-12,2026-08-03 11:19:40.543720,,Enterprise System
MER00000127,National Sampath Gas Services,Utilities,Local,ROHTAS,BIHAR,India,Active,Yes,Yes,7230.71,2018-07-31,2026-08-03 11:19:40.544699,,Enterprise System
MER00000128,Om Sibal Multiplex,Entertainment,National,KURUKSHETRA,HARYANA,India,Active,Yes,No,7302.28,2026-04-13,2026-08-03 11:19:40.544699,,Enterprise System
MER00000129,Prime Bhagat Fuel Station,Fuel,Local,BALAGHAT,MADHYA PRADESH,India,Inactive,Yes,Yes,1034.56,2023-01-16,2026-08-03 11:19:40.545699,,Enterprise System
MER00000130,New Chaudhari Marketplace,E-Commerce,Local,KULGAM,JAMMU AND KASHMIR,India,Active,Yes,No,21130.6,2012-08-13,2026-08-03 11:19:40.545699,,Enterprise System
MER00000131,New Rau Water Supply,Utilities,Local,BENGALURU URBAN,KARNATAKA,India,Active,Yes,No,4412.18,2023-12-22,2026-08-03 11:19:40.546701,,Enterprise System
MER00000132,Royal Nori Institute,Education,Local,BARABANKI,UTTAR PRADESH,India,Active,Yes,No,94997.06,2025-03-16,2026-08-03 11:19:40.547699,,Enterprise System
MER00000133,Modern Chopra Corporation,Government,Local,JAGATSINGHAPUR,ODISHA,India,Active,Yes,No,23281.15,2015-10-26,2026-08-03 11:19:40.547699,,Enterprise System
MER00000134,Shree Handa Academy,Education,Regional,TIRUVANNAMALAI,TAMIL NADU,India,Active,Yes,Yes,21809.49,2014-10-27,2026-08-03 11:19:40.548697,,Enterprise System
MER00000135,Royal Yadav Gas Services,Utilities,Local,WEST GODAVARI,ANDHRA PRADESH,India,Active,Yes,Yes,13537.81,2019-03-21,2026-08-03 11:19:40.548697,,Enterprise System
MER00000136,New Dey Traders,Retail,Local,SALEM,TAMIL NADU,India,Active,Yes,No,3729.18,2018-10-06,2026-08-03 11:19:40.549698,,Enterprise System
MER00000137,Royal Goswami Clinic,Healthcare,Local,RANGA REDDY,TELANGANA,India,Active,Yes,Yes,53082.47,2016-04-28,2026-08-03 11:19:40.549698,,Enterprise System
MER00000138,Sai Shere Water Supply,Utilities,Regional,BHILWARA,RAJASTHAN,India,Active,Yes,Yes,14197.61,2015-11-02,2026-08-03 11:19:40.550702,,Enterprise System
MER00000139,Om Borra Fashion,Retail,Local,MANCHERIAL,TELANGANA,India,Inactive,Yes,Yes,10339.62,2019-02-15,2026-08-03 11:19:40.550702,,Enterprise System
MER00000140,Sai Chaudhari Learning Centre,Education,National,CACHAR,ASSAM,India,Active,Yes,Yes,21092.15,2012-06-12,2026-08-03 11:19:40.551700,,Enterprise System
MER00000141,Om Zachariah Energy,Fuel,Local,KANGRA,HIMACHAL PRADESH,India,Closed,Yes,Yes,3829.85,2025-10-22,2026-08-03 11:19:40.552701,,Enterprise System
MER00000142,Sri Aurora Mart,Retail,Regional,NORTH GOA,GOA,India,Active,Yes,Yes,8803.82,2013-03-04,2026-08-03 11:19:40.553206,,Enterprise System
MER00000143,Prime Khalsa Restaurant,Restaurant,Local,CUDDALORE,TAMIL NADU,India,Active,Yes,No,3512.4,2014-06-01,2026-08-03 11:19:40.553206,,Enterprise System
MER00000144,Sri Ray Restaurant,Restaurant,Local,UJJAIN,MADHYA PRADESH,India,Active,Yes,Yes,2892.76,2019-11-06,2026-08-03 11:19:40.554214,,Enterprise System
MER00000145,Om Srivastava Transport,Travel,Local,DHENKANAL,ODISHA,India,Active,Yes,Yes,56521.03,2015-03-23,2026-08-03 11:19:40.554214,,Enterprise System
MER00000146,Shree Rattan Marketplace,E-Commerce,Local,NAGAPATTINAM,TAMIL NADU,India,Active,Yes,Yes,32939.79,2012-08-01,2026-08-03 11:19:40.555211,,Enterprise System
MER00000147,Sri Gala Stores,Grocery,Regional,WEST GODAVARI,ANDHRA PRADESH,India,Active,Yes,Yes,4065.02,2018-01-12,2026-08-03 11:19:40.555211,,Enterprise System
MER00000148,Om Agate Online,E-Commerce,Local,SURENDRANAGAR,GUJARAT,India,Active,Yes,Yes,13881.54,2018-03-24,2026-08-03 11:19:40.556214,,Enterprise System
MER00000149,Modern Lanka Water Supply,Utilities,Local,NORTH EAST,DELHI,India,Active,Yes,Yes,2385.56,2024-12-04,2026-08-03 11:19:40.556214,,Enterprise System
MER00000150,Shree Sha Cinema,Entertainment,Regional,SANT KABEER NAGAR,UTTAR PRADESH,India,Active,Yes,Yes,3149.41,2016-06-09,2026-08-03 11:19:40.557210,,Enterprise System
