rate_date,currency,currency_symbol,rate_to_inr,source
2026-04-16,US Dollar,$,92.3955,Exchange Rate API
2026-04-15,US Dollar,$,92.8987,Exchange Rate API
2026-04-14,US Dollar,$,93.3177,Exchange Rate API
2026-04-13,US Dollar,$,93.0527,Exchange Rate API
2026-04-12,US Dollar,$,93.0534,Exchange Rate API
2026-04-11,US Dollar,$,92.6946,Exchange Rate API
2026-04-10,US Dollar,$,93.1536,Exchange Rate API
2026-04-09,US Dollar,$,93.5678,Exchange Rate API
2026-04-08,US Dollar,$,93.3415,Exchange Rate API
2026-04-07,US Dollar,$,93.4971,Exchange Rate API
2026-04-06,US Dollar,$,93.6194,Exchange Rate API
2026-04-05,US Dollar,$,93.2294,Exchange Rate API
2026-04-04,US Dollar,$,93.5231,Exchange Rate API
2026-04-03,US Dollar,$,93.5673,Exchange Rate API
2026-04-02,US Dollar,$,93.8801,Exchange Rate API
2026-04-01,US Dollar,$,93.9143,Exchange Rate API
2026-03-31,US Dollar,$,93.3515,Exchange Rate API
2026-03-30,US Dollar,$,93.1545,Exchange Rate API
2026-03-29,US Dollar,$,92.6173,Exchange Rate API
2026-03-28,US Dollar,$,93.0942,Exchange Rate API
2026-03-27,US Dollar,$,93.5173,Exchange Rate API
2026-03-26,US Dollar,$,93.8895,Exchange Rate API
2026-03-25,US Dollar,$,93.6726,Exchange Rate API
2026-03-24,US Dollar,$,93.1757,Exchange Rate API
2026-03-23,US Dollar,$,93.5984,Exchange Rate API
2026-03-22,US Dollar,$,94.1004,Exchange Rate API
2026-03-21,US Dollar,$,93.6325,Exchange Rate API
2026-03-20,US Dollar,$,93.6168,Exchange Rate API
2026-03-19,US Dollar,$,93.1329,Exchange Rate API
2026-03-18,US Dollar,$,93.4241,Exchange Rate API
2026-03-17,US Dollar,$,93.7221,Exchange Rate API
2026-03-16,US Dollar,$,93.3042,Exchange Rate API
2026-03-15,US Dollar,$,93.2765,Exchange Rate API
2026-03-14,US Dollar,$,93.3322,Exchange Rate API
2026-03-13,US Dollar,$,93.0691,Exchange Rate API
2026-03-12,US Dollar,$,93.485,Exchange Rate API
2026-03-11,US Dollar,$,93.3988,Exchange Rate API
2026-03-10,US Dollar,$,93.0758,Exchange Rate API
2026-03-09,US Dollar,$,93.1197,Exchange Rate API
2026-03-08,US Dollar,$,93.3766,Exchange Rate API
2026-03-07,US Dollar,$,93.0417,Exchange Rate API
2026-03-06,US Dollar,$,92.8315,Exchange Rate API
2026-03-05,US Dollar,$,93.3831,Exchange Rate API
2026-03-04,US Dollar,$,93.5511,Exchange Rate API
2026-03-03,US Dollar,$,93.4816,Exchange Rate API
2026-03-02,US Dollar,$,93.5013,Exchange Rate API
2026-03-01,US Dollar,$,93.0761,Exchange Rate API
2026-02-28,US Dollar,$,92.7686,Exchange Rate API
2026-02-27,US Dollar,$,92.5884,Exchange Rate API
2026-02-26,US Dollar,$,92.6865,Exchange Rate API
2026-02-25,US Dollar,$,92.3863,Exchange Rate API
2026-02-24,US Dollar,$,92.0761,Exchange Rate API
2026-02-23,US Dollar,$,91.6021,Exchange Rate API
2026-02-22,US Dollar,$,91.7462,Exchange Rate API
2026-02-21,US Dollar,$,91.4478,Exchange Rate API
2026-02-20,US Dollar,$,91.8927,Exchange Rate API
2026-02-19,US Dollar,$,92.2893,Exchange Rate API
2026-02-18,US Dollar,$,91.814,Exchange Rate API
2026-02-17,US Dollar,$,91.5253,Exchange Rate API
2026-02-16,US Dollar,$,91.7109,Exchange Rate API
2026-02-15,US Dollar,$,91.3964,Exchange Rate API
2026-02-14,US Dollar,$,90.9931,Exchange Rate API
2026-02-13,US Dollar,$,91.4686,Exchange Rate API
2026-02-12,US Dollar,$,91.5466,Exchange Rate API
2026-02-11,US Dollar,$,91.5166,Exchange Rate API
2026-02-10,US Dollar,$,91.8292,Exchange Rate API
2026-02-09,US Dollar,$,92.168,Exchange Rate API
2026-02-08,US Dollar,$,91.8256,Exchange Rate API
2026-02-07,US Dollar,$,91.3815,Exchange Rate API
2026-02-06,US Dollar,$,91.3059,Exchange Rate API
2026-02-05,US Dollar,$,91.2222,Exchange Rate API
2026-02-04,US Dollar,$,91.1861,Exchange Rate API
2026-02-03,US Dollar,$,91.4368,Exchange Rate API
2026-02-02,US Dollar,$,91.627,Exchange Rate API
2026-02-01,US Dollar,$,92.1594,Exchange Rate API
2026-01-31,US Dollar,$,91.7153,Exchange Rate API
2026-01-30,US Dollar,$,91.6081,Exchange Rate API
2026-01-29,US Dollar,$,91.4314,Exchange Rate API
2026-01-28,US Dollar,$,91.8282,Exchange Rate API
2026-01-27,US Dollar,$,91.5512,Exchange Rate API
2026-01-26,US Dollar,$,91.2109,Exchange Rate API
2026-01-25,US Dollar,$,91.1547,Exchange Rate API
2026-01-24,US Dollar,$,91.0692,Exchange Rate API
2026-01-23,US Dollar,$,90.8272,Exchange Rate API
2026-01-22,US Dollar,$,90.5545,Exchange Rate API
2026-01-21,US Dollar,$,91.0144,Exchange Rate API
2026-01-20,US Dollar,$,90.9523,Exchange Rate API
2026-01-19,US Dollar,$,91.3467,Exchange Rate API
2026-01-18,US Dollar,$,91.4019,Exchange Rate API
2026-01-17,US Dollar,$,90.909,Exchange Rate API
2026-01-16,US Dollar,$,91.4537,Exchange Rate API
2026-01-15,US Dollar,$,91.8225,Exchange Rate API
2026-01-14,US Dollar,$,92.3393,Exchange Rate API
2026-01-13,US Dollar,$,92.8117,Exchange Rate API
2026-01-12,US Dollar,$,93.2001,Exchange Rate API
2026-01-11,US Dollar,$,92.8269,Exchange Rate API
2026-01-10,US Dollar,$,92.8109,Exchange Rate API
2026-01-09,US Dollar,$,92.4921,Exchange Rate API
2026-01-08,US Dollar,$,92.3823,Exchange Rate API
2026-01-07,US Dollar,$,91.893,Exchange Rate API
2026-01-06,US Dollar,$,91.7595,Exchange Rate API
2026-01-05,US Dollar,$,92.2939,Exchange Rate API
2026-01-04,US Dollar,$,92.0339,Exchange Rate API
2026-01-03,US Dollar,$,92.3476,Exchange Rate API
2026-01-02,US Dollar,$,92.2977,Exchange Rate API
2026-01-01,US Dollar,$,92.2124,Exchange Rate API
2025-12-31,US Dollar,$,92.7184,Exchange Rate API
2025-12-30,US Dollar,$,93.2696,Exchange Rate API
2025-12-29,US Dollar,$,93.332,Exchange Rate API
2025-12-28,US Dollar,$,93.5766,Exchange Rate API
2025-12-27,US Dollar,$,93.189,Exchange Rate API
2025-12-26,US Dollar,$,92.9617,Exchange Rate API
2025-12-25,US Dollar,$,93.4846,Exchange Rate API
2025-12-24,US Dollar,$,93.5734,Exchange Rate API
2025-12-23,US Dollar,$,93.6208,Exchange Rate API
2025-12-22,US Dollar,$,93.8994,Exchange Rate API
2025-12-21,US Dollar,$,93.4004,Exchange Rate API
2025-12-20,US Dollar,$,93.4947,Exchange Rate API
2025-12-19,US Dollar,$,93.4979,Exchange Rate API
2025-12-18,US Dollar,$,93.8936,Exchange Rate API
2025-12-17,US Dollar,$,93.5076,Exchange Rate API
2025-12-16,US Dollar,$,94.0246,Exchange Rate API
2025-12-15,US Dollar,$,93.5508,Exchange Rate API
2025-12-14,US Dollar,$,93.1981,Exchange Rate API
2025-12-13,US Dollar,$,93.3044,Exchange Rate API
2025-12-12,US Dollar,$,93.5006,Exchange Rate API
2025-12-11,US Dollar,$,93.2035,Exchange Rate API
2025-12-10,US Dollar,$,92.7784,Exchange Rate API
2025-12-09,US Dollar,$,93.2129,Exchange Rate API
2025-12-08,US Dollar,$,92.929,Exchange Rate API
2025-12-07,US Dollar,$,93.0344,Exchange Rate API
2025-12-06,US Dollar,$,93.1677,Exchange Rate API
2025-12-05,US Dollar,$,93.0774,Exchange Rate API
2025-12-04,US Dollar,$,93.1709,Exchange Rate API
2025-12-03,US Dollar,$,93.1964,Exchange Rate API
2025-12-02,US Dollar,$,93.6826,Exchange Rate API
2025-12-01,US Dollar,$,93.3501,Exchange Rate API
2025-11-30,US Dollar,$,93.5923,Exchange Rate API
2025-11-29,US Dollar,$,93.2988,Exchange Rate API
2025-11-28,US Dollar,$,93.1821,Exchange Rate API
2025-11-27,US Dollar,$,93.3741,Exchange Rate API
2025-11-26,US Dollar,$,93.15,Exchange Rate API
2025-11-25,US Dollar,$,92.9445,Exchange Rate API
2025-11-24,US Dollar,$,93.2254,Exchange Rate API
2025-11-23,US Dollar,$,92.7472,Exchange Rate API
2025-11-22,US Dollar,$,92.7008,Exchange Rate API
2025-11-21,US Dollar,$,93.2553,Exchange Rate API
2025-11-20,US Dollar,$,93.8105,Exchange Rate API
2025-11-19,US Dollar,$,93.3301,Exchange Rate API
2025-11-18,US Dollar,$,93.0088,Exchange Rate API
2025-11-17,US Dollar,$,92.7467,Exchange Rate API
2025-11-16,US Dollar,$,93.2289,Exchange Rate API
2025-11-15,US Dollar,$,93.655,Exchange Rate API
2025-11-14,US Dollar,$,94.0812,Exchange Rate API
2025-11-13,US Dollar,$,93.9339,Exchange Rate API
2025-11-12,US Dollar,$,93.5481,Exchange Rate API
2025-11-11,US Dollar,$,93.9228,Exchange Rate API
2025-11-10,US Dollar,$,94.1522,Exchange Rate API
2025-11-09,US Dollar,$,94.2784,Exchange Rate API
2025-11-08,US Dollar,$,94.8296,Exchange Rate API
2025-11-07,US Dollar,$,95.0048,Exchange Rate API
2025-11-06,US Dollar,$,94.4437,Exchange Rate API
2025-11-05,US Dollar,$,94.8031,Exchange Rate API
2025-11-04,US Dollar,$,94.5749,Exchange Rate API
2025-11-03,US Dollar,$,94.7603,Exchange Rate API
2025-11-02,US Dollar,$,95.2594,Exchange Rate API
2025-11-01,US Dollar,$,94.8414,Exchange Rate API
2025-10-31,US Dollar,$,94.4037,Exchange Rate API
2025-10-30,US Dollar,$,93.9585,Exchange Rate API
2025-10-29,US Dollar,$,94.0185,Exchange Rate API
2025-10-28,US Dollar,$,93.7617,Exchange Rate API
2025-10-27,US Dollar,$,93.8796,Exchange Rate API
2025-10-26,US Dollar,$,94.1248,Exchange Rate API
2025-10-25,US Dollar,$,93.79,Exchange Rate API
2025-10-24,US Dollar,$,93.9411,Exchange Rate API
2025-10-23,US Dollar,$,93.675,Exchange Rate API
2025-10-22,US Dollar,$,93.6621,Exchange Rate API
2025-10-21,US Dollar,$,94.1177,Exchange Rate API
2025-10-20,US Dollar,$,94.5086,Exchange Rate API
2025-10-19,US Dollar,$,94.0462,Exchange Rate API
2025-10-18,US Dollar,$,93.96,Exchange Rate API
2025-10-17,US Dollar,$,93.7082,Exchange Rate API
2025-10-16,US Dollar,$,93.1499,Exchange Rate API
2025-10-15,US Dollar,$,93.453,Exchange Rate API
2025-10-14,US Dollar,$,93.6068,Exchange Rate API
2025-10-13,US Dollar,$,93.3394,Exchange Rate API
2025-10-12,US Dollar,$,93.6096,Exchange Rate API
2025-10-11,US Dollar,$,93.6677,Exchange Rate API
2025-10-10,US Dollar,$,93.5864,Exchange Rate API
2025-10-09,US Dollar,$,93.0357,Exchange Rate API
2025-10-08,US Dollar,$,92.5615,Exchange Rate API
2025-10-07,US Dollar,$,92.987,Exchange Rate API
2025-10-06,US Dollar,$,93.4377,Exchange Rate API
2025-10-05,US Dollar,$,93.4888,Exchange Rate API
2025-10-04,US Dollar,$,93.8642,Exchange Rate API
2025-10-03,US Dollar,$,93.9571,Exchange Rate API
2025-10-02,US Dollar,$,93.5603,Exchange Rate API
2025-10-01,US Dollar,$,93.142,Exchange Rate API
2025-09-30,US Dollar,$,92.9277,Exchange Rate API
2025-09-29,US Dollar,$,93.3726,Exchange Rate API
2025-09-28,US Dollar,$,93.7044,Exchange Rate API
2025-09-27,US Dollar,$,94.11,Exchange Rate API
2025-09-26,US Dollar,$,94.5605,Exchange Rate API
2025-09-25,US Dollar,$,94.2315,Exchange Rate API
2025-09-24,US Dollar,$,93.9483,Exchange Rate API
2025-09-23,US Dollar,$,93.5005,Exchange Rate API
2025-09-22,US Dollar,$,93.8148,Exchange Rate API
2025-09-21,US Dollar,$,94.2473,Exchange Rate API
2025-09-20,US Dollar,$,94.1414,Exchange Rate API
2025-09-19,US Dollar,$,94.2777,Exchange Rate API
2025-09-18,US Dollar,$,93.8869,Exchange Rate API
2025-09-17,US Dollar,$,94.3712,Exchange Rate API
2025-09-16,US Dollar,$,94.7841,Exchange Rate API
2025-09-15,US Dollar,$,95.3257,Exchange Rate API
2025-09-14,US Dollar,$,95.6812,Exchange Rate API
2025-09-13,US Dollar,$,96.1191,Exchange Rate API
2025-09-12,US Dollar,$,95.571,Exchange Rate API
2025-09-11,US Dollar,$,95.8423,Exchange Rate API
2025-09-10,US Dollar,$,95.6493,Exchange Rate API
2025-09-09,US Dollar,$,96.1438,Exchange Rate API
2025-09-08,US Dollar,$,96.4925,Exchange Rate API
2025-09-07,US Dollar,$,96.9141,Exchange Rate API
2025-09-06,US Dollar,$,97.2755,Exchange Rate API
2025-09-05,US Dollar,$,97.0033,Exchange Rate API
2025-09-04,US Dollar,$,97.3378,Exchange Rate API
2025-09-03,US Dollar,$,96.88,Exchange Rate API
2025-09-02,US Dollar,$,97.3127,Exchange Rate API
2025-09-01,US Dollar,$,97.7314,Exchange Rate API
2025-08-31,US Dollar,$,97.4059,Exchange Rate API
2025-08-30,US Dollar,$,97.7759,Exchange Rate API
2025-08-29,US Dollar,$,97.7293,Exchange Rate API
2025-08-28,US Dollar,$,97.5008,Exchange Rate API
2025-08-27,US Dollar,$,97.8464,Exchange Rate API
2025-08-26,US Dollar,$,97.5266,Exchange Rate API
2025-08-25,US Dollar,$,96.9691,Exchange Rate API
2025-08-24,US Dollar,$,96.612,Exchange Rate API
2025-08-23,US Dollar,$,96.4129,Exchange Rate API
2025-08-22,US Dollar,$,96.8344,Exchange Rate API
2025-08-21,US Dollar,$,97.3769,Exchange Rate API
2025-08-20,US Dollar,$,97.1188,Exchange Rate API
2025-08-19,US Dollar,$,97.2837,Exchange Rate API
2025-08-18,US Dollar,$,97.1666,Exchange Rate API
2025-08-17,US Dollar,$,97.7276,Exchange Rate API
2025-08-16,US Dollar,$,97.7701,Exchange Rate API
2025-08-15,US Dollar,$,98.2854,Exchange Rate API
2025-08-14,US Dollar,$,97.8317,Exchange Rate API
2025-08-13,US Dollar,$,98.3839,Exchange Rate API
2025-08-12,US Dollar,$,98.0044,Exchange Rate API
2025-08-11,US Dollar,$,98.5484,Exchange Rate API
2025-08-10,US Dollar,$,98.271,Exchange Rate API
2025-08-09,US Dollar,$,97.8092,Exchange Rate API
2025-08-08,US Dollar,$,97.7324,Exchange Rate API
2025-08-07,US Dollar,$,98.0004,Exchange Rate API
2025-08-06,US Dollar,$,97.7813,Exchange Rate API
2025-08-05,US Dollar,$,97.9059,Exchange Rate API
2025-08-04,US Dollar,$,97.9193,Exchange Rate API
2026-08-03,Euro,€,109.9384,Exchange Rate API
2026-08-02,Euro,€,110.0395,Exchange Rate API
2026-08-01,Euro,€,109.7156,Exchange Rate API
2026-07-31,Euro,€,109.9905,Exchange Rate API
2026-07-30,Euro,€,109.3328,Exchange Rate API
2026-07-29,Euro,€,109.8912,Exchange Rate API
2026-07-28,Euro,€,109.9419,Exchange Rate API
2026-07-27,Euro,€,110.2314,Exchange Rate API
2026-07-26,Euro,€,110.5514,Exchange Rate API
2026-07-25,Euro,€,110.7778,Exchange Rate API
2026-07-24,Euro,€,110.5973,Exchange Rate API
2026-07-23,Euro,€,110.0266,Exchange Rate API
2026-07-22,Euro,€,110.2434,Exchange Rate API
2026-07-21,Euro,€,110.0188,Exchange Rate API
2026-07-20,Euro,€,109.7731,Exchange Rate API
2026-07-19,Euro,€,110.2315,Exchange Rate API
2026-07-18,Euro,€,110.5222,Exchange Rate API
2026-07-17,Euro,€,110.2574,Exchange Rate API
2026-07-16,Euro,€,110.0051,Exchange Rate API
2026-07-15,Euro,€,109.8842,Exchange Rate API
2026-07-14,Euro,€,109.7555,Exchange Rate API
2026-07-13,Euro,€,109.4864,Exchange Rate API
2026-07-12,Euro,€,108.9967,Exchange Rate API
2026-07-11,Euro,€,108.8926,Exchange Rate API
2026-07-10,Euro,€,109.468,Exchange Rate API
2026-07-09,Euro,€,109.7009,Exchange Rate API
2026-07-08,Euro,€,110.2312,Exchange Rate API
2026-07-07,Euro,€,110.384,Exchange Rate API
2026-07-06,Euro,€,110.1203,Exchange Rate API
2026-07-05,Euro,€,110.1836,Exchange Rate API
2026-07-04,Euro,€,109.523,Exchange Rate API
2026-07-03,Euro,€,109.2429,Exchange Rate API
2026-07-02,Euro,€,109.151,Exchange Rate API
2026-07-01,Euro,€,109.2558,Exchange Rate API
2026-06-30,Euro,€,109.4586,Exchange Rate API
2026-06-29,Euro,€,109.4126,Exchange Rate API
2026-06-28,Euro,€,109.3367,Exchange Rate API
2026-06-27,Euro,€,108.9611,Exchange Rate API
2026-06-26,Euro,€,108.926,Exchange Rate API
2026-06-25,Euro,€,109.4504,Exchange Rate API
2026-06-24,Euro,€,109.8392,Exchange Rate API
2026-06-23,Euro,€,109.4038,Exchange Rate API
2026-06-22,Euro,€,108.8587,Exchange Rate API
2026-06-21,Euro,€,108.8789,Exchange Rate API
2026-06-20,Euro,€,109.0526,Exchange Rate API
2026-06-19,Euro,€,108.8369,Exchange Rate API
2026-06-18,Euro,€,109.2528,Exchange Rate API
2026-06-17,Euro,€,109.5821,Exchange Rate API
2026-06-16,Euro,€,109.8093,Exchange Rate API
2026-06-15,Euro,€,109.4465,Exchange Rate API
2026-06-14,Euro,€,109.0513,Exchange Rate API
2026-06-13,Euro,€,108.429,Exchange Rate API
2026-06-12,Euro,€,108.097,Exchange Rate API
2026-06-11,Euro,€,108.0647,Exchange Rate API
2026-06-10,Euro,€,108.5182,Exchange Rate API
2026-06-09,Euro,€,107.9619,Exchange Rate API
2026-06-08,Euro,€,107.8511,Exchange Rate API
2026-06-07,Euro,€,108.019,Exchange Rate API
2026-06-06,Euro,€,107.6229,Exchange Rate API
2026-06-05,Euro,€,107.8765,Exchange Rate API
2026-06-04,Euro,€,107.8692,Exchange Rate API
2026-06-03,Euro,€,107.5378,Exchange Rate API
2026-06-02,Euro,€,107.7392,Exchange Rate API
2026-06-01,Euro,€,107.0999,Exchange Rate API
2026-05-31,Euro,€,107.4224,Exchange Rate API
2026-05-30,Euro,€,107.7705,Exchange Rate API
2026-05-29,Euro,€,107.2617,Exchange Rate API
2026-05-28,Euro,€,107.1654,Exchange Rate API
2026-05-27,Euro,€,106.7486,Exchange Rate API
2026-05-26,Euro,€,107.3352,Exchange Rate API
2026-05-25,Euro,€,107.3583,Exchange Rate API
2026-05-24,Euro,€,106.7788,Exchange Rate API
2026-05-23,Euro,€,106.4574,Exchange Rate API
2026-05-22,Euro,€,106.9024,Exchange Rate API
2026-05-21,Euro,€,106.8465,Exchange Rate API
2026-05-20,Euro,€,107.233,Exchange Rate API
2026-05-19,Euro,€,107.4486,Exchange Rate API
2026-05-18,Euro,€,108.0777,Exchange Rate API
2026-05-17,Euro,€,108.2015,Exchange Rate API
2026-05-16,Euro,€,108.7858,Exchange Rate API
2026-05-15,Euro,€,109.2968,Exchange Rate API
2026-05-14,Euro,€,109.4446,Exchange Rate API
2026-05-13,Euro,€,109.7326,Exchange Rate API
2026-05-12,Euro,€,109.7389,Exchange Rate API
2026-05-11,Euro,€,110.1742,Exchange Rate API
2026-05-10,Euro,€,110.2375,Exchange Rate API
2026-05-09,Euro,€,110.7629,Exchange Rate API
2026-05-08,Euro,€,111.0868,Exchange Rate API
2026-05-07,Euro,€,111.053,Exchange Rate API
2026-05-06,Euro,€,110.7321,Exchange Rate API
2026-05-05,Euro,€,110.3962,Exchange Rate API
2026-05-04,Euro,€,110.5786,Exchange Rate API
2026-05-03,Euro,€,110.9313,Exchange Rate API
2026-05-02,Euro,€,110.9597,Exchange Rate API
2026-05-01,Euro,€,111.1285,Exchange Rate API
2026-04-30,Euro,€,110.8279,Exchange Rate API
2026-04-29,Euro,€,110.266,Exchange Rate API
2026-04-28,Euro,€,109.9825,Exchange Rate API
2026-04-27,Euro,€,109.6812,Exchange Rate API
2026-04-26,Euro,€,109.4439,Exchange Rate API
2026-04-25,Euro,€,109.4966,Exchange Rate API
2026-04-24,Euro,€,109.0214,Exchange Rate API
2026-04-23,Euro,€,108.6698,Exchange Rate API
2026-04-22,Euro,€,108.9227,Exchange Rate API
2026-04-21,Euro,€,109.1925,Exchange Rate API
2026-04-20,Euro,€,108.6215,Exchange Rate API
2026-04-19,Euro,€,108.5011,Exchange Rate API
2026-04-18,Euro,€,108.5566,Exchange Rate API
2026-04-17,Euro,€,108.4469,Exchange Rate API
2026-04-16,Euro,€,108.0654,Exchange Rate API
2026-04-15,Euro,€,107.9618,Exchange Rate API
2026-04-14,Euro,€,108.4863,Exchange Rate API
2026-04-13,Euro,€,108.5958,Exchange Rate API
2026-04-12,Euro,€,108.8506,Exchange Rate API
2026-04-11,Euro,€,109.3166,Exchange Rate API
2026-04-10,Euro,€,109.665,Exchange Rate API
2026-04-09,Euro,€,109.5076,Exchange Rate API
2026-04-08,Euro,€,108.8583,Exchange Rate API
2026-04-07,Euro,€,108.6647,Exchange Rate API
2026-04-06,Euro,€,108.9952,Exchange Rate API
2026-04-05,Euro,€,109.4575,Exchange Rate API
2026-04-04,Euro,€,110.0531,Exchange Rate API
2026-04-03,Euro,€,109.9462,Exchange Rate API
2026-04-02,Euro,€,110.2728,Exchange Rate API
2026-04-01,Euro,€,110.3338,Exchange Rate API
2026-03-31,Euro,€,110.4705,Exchange Rate API
2026-03-30,Euro,€,110.1,Exchange Rate API
2026-03-29,Euro,€,109.7293,Exchange Rate API
