loan_id,customer_id,loan_type,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,disbursement_date,created_at,updated_at,source_system
LN00002571,CUST00005933,Gold Loan,1635507.16,16.99,12,149158.26,Active,2020-11-23,2026-08-03 12:15:32.549829,,Loan Management System
LN00002572,CUST00005469,Business Loan,517327.93,13.84,81,9862.11,Active,2011-09-29,2026-08-03 12:15:32.549829,,Loan Management System
LN00002573,CUST00005716,Home Loan,6377224.31,9.88,159,72075.29,Active,2014-09-09,2026-08-03 12:15:32.549829,,Loan Management System
LN00002574,CUST00005170,Home Loan,8390531.96,9.52,277,74964.19,Written Off,2025-07-02,2026-08-03 12:15:32.550419,,Loan Management System
LN00002575,CUST00005396,Business Loan,15181684.05,10.04,97,229139.08,Active,2025-04-11,2026-08-03 12:15:32.550419,,Loan Management System
LN00002576,CUST00005307,Car Loan,2140769.23,7.33,58,43944.79,Active,2014-05-04,2026-08-03 12:15:32.550419,,Loan Management System
LN00002577,CUST00005242,Car Loan,224516.62,14.65,37,7577.68,Closed,2021-05-02,2026-08-03 12:15:32.550419,,Loan Management System
LN00002578,CUST00005216,Personal Loan,1180925.33,14.71,13,98825.14,Active,2025-05-25,2026-08-03 12:15:32.550419,,Loan Management System
LN00002579,CUST00005068,Personal Loan,784536.0,12.39,26,34560.21,Active,2020-09-27,2026-08-03 12:15:32.550419,,Loan Management System
LN00002580,CUST00005519,Business Loan,14207543.56,16.57,92,273684.12,Closed,2018-12-12,2026-08-03 12:15:32.551512,,Loan Management System
LN00002581,CUST00005350,Home Loan,760250.13,12.35,143,10178.09,Closed,2018-11-26,2026-08-03 12:15:32.551512,,Loan Management System
LN00002582,CUST00005990,Home Loan,8619519.93,13.06,188,107910.76,Active,2013-10-29,2026-08-03 12:15:32.551512,,Loan Management System
LN00002583,CUST00005270,Personal Loan,531048.3,15.86,28,22814.96,Written Off,2020-05-12,2026-08-03 12:15:32.551512,,Loan Management System
LN00002584,CUST00005483,Car Loan,2564293.6,12.62,34,90097.89,Pending,2024-07-25,2026-08-03 12:15:32.551512,,Loan Management System
LN00002585,CUST00005595,Home Loan,9752468.22,8.03,232,82904.16,Closed,2018-09-18,2026-08-03 12:15:32.551512,,Loan Management System
LN00002586,CUST00005980,Car Loan,1691900.61,14.24,13,141211.98,Active,2024-03-10,2026-08-03 12:15:32.552518,,Loan Management System
LN00002587,CUST00005447,Personal Loan,803922.72,16.27,20,46162.3,Active,2024-03-05,2026-08-03 12:15:32.552518,,Loan Management System
LN00002588,CUST00005962,Personal Loan,359102.58,13.02,37,11835.47,Defaulted,2017-01-26,2026-08-03 12:15:32.552518,,Loan Management System
LN00002589,CUST00005009,Personal Loan,970466.5,9.21,21,50213.59,Pending,2015-05-24,2026-08-03 12:15:32.552518,,Loan Management System
LN00002590,CUST00005735,Home Loan,6978831.24,9.22,169,73888.58,Active,2015-08-19,2026-08-03 12:15:32.552518,,Loan Management System
LN00002591,CUST00005877,Gold Loan,1440046.53,8.74,13,116502.33,Active,2016-08-24,2026-08-03 12:15:32.552518,,Loan Management System
LN00002592,CUST00005182,Business Loan,6293409.14,14.98,112,104639.41,Active,2021-01-12,2026-08-03 12:15:32.553514,,Loan Management System
LN00002593,CUST00005425,Education Loan,908170.29,8.61,112,11826.01,Pending,2017-08-18,2026-08-03 12:15:32.553514,,Loan Management System
LN00002594,CUST00005195,Personal Loan,1304899.96,17.22,42,41582.36,Active,2014-11-24,2026-08-03 12:15:32.553514,,Loan Management System
LN00002595,CUST00005879,Education Loan,718505.93,17.24,72,16080.35,Closed,2017-11-23,2026-08-03 12:15:32.553514,,Loan Management System
LN00002596,CUST00005266,Education Loan,3351604.32,7.43,168,32149.7,Written Off,2021-05-27,2026-08-03 12:15:32.553514,,Loan Management System
LN00002597,CUST00005853,Car Loan,2086324.16,17.62,27,94156.42,Closed,2021-10-25,2026-08-03 12:15:32.553514,,Loan Management System
LN00002598,CUST00005710,Car Loan,2102486.27,16.21,31,83461.38,Active,2023-08-14,2026-08-03 12:15:32.554527,,Loan Management System
LN00002599,CUST00005798,Personal Loan,1364744.94,14.55,30,54538.0,Defaulted,2026-06-03,2026-08-03 12:15:32.554527,,Loan Management System
LN00002600,CUST00005733,Personal Loan,1132805.91,9.12,48,28254.51,Closed,2022-06-30,2026-08-03 12:15:32.554527,,Loan Management System
LN00002601,CUST00005866,Car Loan,2504353.46,8.67,24,114031.93,Active,2024-12-08,2026-08-03 12:15:32.554527,,Loan Management System
LN00002602,CUST00005282,Car Loan,418100.31,17.81,68,9806.29,Active,2011-09-08,2026-08-03 12:15:32.554527,,Loan Management System
LN00002603,CUST00005404,Home Loan,9665306.79,17.18,83,199768.26,Active,2016-10-07,2026-08-03 12:15:32.555519,,Loan Management System
LN00002604,CUST00005484,Home Loan,4779075.49,7.78,204,42304.15,Closed,2022-12-13,2026-08-03 12:15:32.555519,,Loan Management System
LN00002605,CUST00005933,Home Loan,9591396.93,17.91,184,153183.05,Written Off,2012-09-12,2026-08-03 12:15:32.555519,,Loan Management System
LN00002606,CUST00005885,Business Loan,3454349.54,14.13,42,104727.03,Closed,2016-02-23,2026-08-03 12:15:32.555519,,Loan Management System
LN00002607,CUST00005144,Gold Loan,237155.11,17.21,5,49491.11,Active,2016-07-03,2026-08-03 12:15:32.555519,,Loan Management System
LN00002608,CUST00005921,Education Loan,2857991.91,16.82,42,90493.56,Written Off,2019-04-19,2026-08-03 12:15:32.555519,,Loan Management System
LN00002609,CUST00005943,Car Loan,2923529.6,17.79,47,86811.8,Active,2024-12-24,2026-08-03 12:15:32.556516,,Loan Management System
LN00002610,CUST00005781,Business Loan,6859279.8,13.18,42,204750.58,Written Off,2026-03-08,2026-08-03 12:15:32.556516,,Loan Management System
LN00002611,CUST00005598,Gold Loan,2423642.67,13.9,17,157886.01,Closed,2014-05-03,2026-08-03 12:15:32.556516,,Loan Management System
LN00002612,CUST00005945,Home Loan,5542846.8,17.01,101,103561.54,Active,2026-05-01,2026-08-03 12:15:32.556516,,Loan Management System
LN00002613,CUST00005369,Home Loan,5550759.43,16.08,135,89163.24,Defaulted,2025-11-29,2026-08-03 12:15:32.556516,,Loan Management System
LN00002614,CUST00005868,Car Loan,2778501.03,12.22,57,64494.8,Closed,2013-10-30,2026-08-03 12:15:32.556516,,Loan Management System
LN00002615,CUST00005224,Personal Loan,547395.53,7.15,16,35970.66,Pending,2013-11-05,2026-08-03 12:15:32.557515,,Loan Management System
LN00002616,CUST00005591,Business Loan,11759172.42,9.94,30,444302.92,Closed,2013-02-21,2026-08-03 12:15:32.557515,,Loan Management System
LN00002617,CUST00005519,Business Loan,5693425.39,13.1,54,140104.34,Pending,2016-04-18,2026-08-03 12:15:32.557515,,Loan Management System
LN00002618,CUST00005779,Education Loan,685628.69,17.42,59,17378.41,Active,2024-05-27,2026-08-03 12:15:32.557515,,Loan Management System
LN00002619,CUST00005083,Gold Loan,1939995.02,16.96,31,77721.94,Active,2023-09-09,2026-08-03 12:15:32.557515,,Loan Management System
LN00002620,CUST00005683,Home Loan,4155519.21,13.64,236,50758.7,Closed,2018-12-04,2026-08-03 12:15:32.557515,,Loan Management System
LN00002621,CUST00005688,Home Loan,5877196.84,15.84,355,78323.91,Active,2021-09-05,2026-08-03 12:15:32.558514,,Loan Management System
LN00002622,CUST00005588,Car Loan,691458.48,15.42,64,15914.36,Active,2023-08-16,2026-08-03 12:15:32.558514,,Loan Management System
LN00002623,CUST00005687,Gold Loan,523955.47,17.14,15,39053.72,Closed,2018-05-02,2026-08-03 12:15:32.558514,,Loan Management System
LN00002624,CUST00005532,Car Loan,2196319.13,11.22,56,50558.71,Active,2022-08-03,2026-08-03 12:15:32.558514,,Loan Management System
LN00002625,CUST00005241,Education Loan,3206507.92,11.98,133,43661.07,Active,2017-12-10,2026-08-03 12:15:32.558514,,Loan Management System
LN00002626,CUST00005459,Education Loan,712209.83,7.78,142,7688.8,Active,2020-11-15,2026-08-03 12:15:32.559525,,Loan Management System
LN00002627,CUST00005720,Personal Loan,772197.01,12.26,59,17491.41,Active,2026-03-22,2026-08-03 12:15:32.559525,,Loan Management System
LN00002628,CUST00005951,Car Loan,1791443.37,17.46,53,48725.82,Active,2012-12-16,2026-08-03 12:15:32.559525,,Loan Management System
LN00002629,CUST00005069,Education Loan,2142732.75,6.68,107,26632.13,Active,2024-12-15,2026-08-03 12:15:32.559525,,Loan Management System
LN00002630,CUST00005658,Car Loan,509274.66,17.2,28,22209.98,Closed,2022-09-01,2026-08-03 12:15:32.560120,,Loan Management System
LN00002631,CUST00005176,Personal Loan,316148.91,13.55,40,9866.35,Active,2021-04-07,2026-08-03 12:15:32.560120,,Loan Management System
LN00002632,CUST00005488,Car Loan,1424788.42,15.96,42,44495.3,Active,2022-10-25,2026-08-03 12:15:32.560120,,Loan Management System
LN00002633,CUST00005132,Home Loan,3949677.6,9.9,337,34765.86,Defaulted,2018-07-06,2026-08-03 12:15:32.560120,,Loan Management System
LN00002634,CUST00005978,Home Loan,9305921.5,8.54,63,183809.09,Active,2014-03-02,2026-08-03 12:15:32.560120,,Loan Management System
LN00002635,CUST00005945,Home Loan,8956651.03,9.39,247,82052.2,Closed,2014-05-09,2026-08-03 12:15:32.560120,,Loan Management System
LN00002636,CUST00005784,Personal Loan,448765.68,16.44,43,13879.86,Active,2025-11-15,2026-08-03 12:15:32.561213,,Loan Management System
LN00002637,CUST00005839,Car Loan,1016732.26,7.65,21,51882.88,Written Off,2026-06-01,2026-08-03 12:15:32.561213,,Loan Management System
LN00002638,CUST00005849,Car Loan,375764.16,13.15,39,11891.97,Closed,2019-12-15,2026-08-03 12:15:32.561213,,Loan Management System
LN00002639,CUST00005292,Personal Loan,1176106.53,12.87,26,52075.06,Defaulted,2026-05-23,2026-08-03 12:15:32.561213,,Loan Management System
LN00002640,CUST00005069,Home Loan,827805.51,15.36,323,10773.0,Active,2019-11-06,2026-08-03 12:15:32.561213,,Loan Management System
LN00002641,CUST00005754,Personal Loan,1101336.04,11.01,16,74324.18,Active,2022-04-02,2026-08-03 12:15:32.562227,,Loan Management System
LN00002642,CUST00005780,Home Loan,1138340.2,7.93,162,11467.79,Active,2016-07-28,2026-08-03 12:15:32.562227,,Loan Management System
LN00002643,CUST00005098,Personal Loan,413450.54,14.06,18,25610.49,Active,2019-09-16,2026-08-03 12:15:32.562227,,Loan Management System
LN00002644,CUST00005617,Personal Loan,1403271.6,7.64,54,30790.88,Active,2017-03-17,2026-08-03 12:15:32.562227,,Loan Management System
LN00002645,CUST00005142,Education Loan,2558785.3,15.91,89,49143.72,Active,2025-09-23,2026-08-03 12:15:32.562227,,Loan Management System
LN00002646,CUST00005374,Education Loan,2594186.43,13.39,90,45828.16,Active,2020-03-03,2026-08-03 12:15:32.563126,,Loan Management System
LN00002647,CUST00005561,Home Loan,1829897.16,13.37,109,29079.18,Closed,2025-11-19,2026-08-03 12:15:32.563126,,Loan Management System
LN00002648,CUST00005716,Business Loan,11108218.34,7.64,108,142550.37,Closed,2022-07-11,2026-08-03 12:15:32.563126,,Loan Management System
LN00002649,CUST00005413,Gold Loan,401866.33,14.64,5,83338.71,Active,2026-04-16,2026-08-03 12:15:32.563126,,Loan Management System
LN00002650,CUST00005533,Home Loan,9413285.28,9.79,70,177042.14,Active,2016-11-09,2026-08-03 12:15:32.563126,,Loan Management System
LN00002651,CUST00005320,Business Loan,7278293.2,6.65,81,111770.73,Closed,2014-02-16,2026-08-03 12:15:32.564219,,Loan Management System
LN00002652,CUST00005440,Home Loan,1553432.37,9.09,276,13441.81,Closed,2025-11-30,2026-08-03 12:15:32.564219,,Loan Management System
LN00002653,CUST00005722,Education Loan,2974463.12,10.23,130,37942.45,Closed,2021-09-16,2026-08-03 12:15:32.564219,,Loan Management System
LN00002654,CUST00005012,Personal Loan,585677.51,9.97,27,24305.26,Defaulted,2019-09-02,2026-08-03 12:15:32.564219,,Loan Management System
LN00002655,CUST00005882,Education Loan,728931.4,7.34,52,16407.68,Closed,2023-07-23,2026-08-03 12:15:32.564219,,Loan Management System
LN00002656,CUST00005629,Business Loan,7405541.29,14.88,15,544085.57,Closed,2021-02-17,2026-08-03 12:15:32.565176,,Loan Management System
LN00002657,CUST00005489,Home Loan,9019004.04,13.02,132,128865.33,Closed,2011-12-04,2026-08-03 12:15:32.565176,,Loan Management System
LN00002658,CUST00005515,Business Loan,1480366.54,12.77,52,37215.58,Closed,2013-02-21,2026-08-03 12:15:32.565176,,Loan Management System
LN00002659,CUST00005463,Home Loan,3931448.8,10.15,326,35534.67,Closed,2014-08-29,2026-08-03 12:15:32.565176,,Loan Management System
LN00002660,CUST00005805,Education Loan,3801889.17,16.61,168,58427.21,Active,2020-06-03,2026-08-03 12:15:32.565176,,Loan Management System
LN00002661,CUST00005798,Home Loan,4087476.98,12.67,193,49703.96,Active,2025-02-19,2026-08-03 12:15:32.565176,,Loan Management System
LN00002662,CUST00005952,Car Loan,885885.57,15.89,14,69740.8,Active,2017-06-16,2026-08-03 12:15:32.566228,,Loan Management System
LN00002663,CUST00005682,Car Loan,2354157.88,14.88,53,60866.39,Defaulted,2020-09-26,2026-08-03 12:15:32.566228,,Loan Management System
LN00002664,CUST00005437,Education Loan,2969508.79,14.6,130,45594.66,Closed,2023-04-26,2026-08-03 12:15:32.566228,,Loan Management System
LN00002665,CUST00005193,Home Loan,9094354.22,13.81,254,110713.67,Active,2012-02-15,2026-08-03 12:15:32.566228,,Loan Management System
LN00002666,CUST00005395,Car Loan,243300.07,12.63,57,5697.81,Written Off,2014-07-23,2026-08-03 12:15:32.566228,,Loan Management System
LN00002667,CUST00005849,Business Loan,12636779.07,12.11,16,859246.9,Active,2016-02-05,2026-08-03 12:15:32.567221,,Loan Management System
LN00002668,CUST00005923,Home Loan,6361143.61,12.99,216,76317.2,Closed,2023-11-06,2026-08-03 12:15:32.567221,,Loan Management System
LN00002669,CUST00005363,Home Loan,4779178.32,6.58,314,31942.46,Closed,2022-11-17,2026-08-03 12:15:32.567221,,Loan Management System
LN00002670,CUST00005484,Personal Loan,1338266.66,6.55,35,42108.71,Active,2025-07-05,2026-08-03 12:15:32.567221,,Loan Management System
LN00002671,CUST00005250,Personal Loan,345955.48,7.08,37,10435.27,Active,2015-03-18,2026-08-03 12:15:32.567221,,Loan Management System
LN00002672,CUST00005589,Car Loan,942236.89,17.75,71,21526.92,Active,2013-10-30,2026-08-03 12:15:32.567221,,Loan Management System
LN00002673,CUST00005807,Home Loan,7636036.55,15.47,267,101770.13,Active,2016-02-07,2026-08-03 12:15:32.568222,,Loan Management System
LN00002674,CUST00005565,Car Loan,2427108.79,7.07,46,60389.99,Active,2023-03-18,2026-08-03 12:15:32.568222,,Loan Management System
LN00002675,CUST00005550,Personal Loan,1321654.07,9.2,18,78888.72,Closed,2025-01-30,2026-08-03 12:15:32.568222,,Loan Management System
LN00002676,CUST00005906,Business Loan,4595924.67,14.21,97,79942.0,Active,2016-07-27,2026-08-03 12:15:32.568222,,Loan Management System
LN00002677,CUST00005536,Business Loan,19309323.19,13.38,12,1728100.55,Active,2015-09-04,2026-08-03 12:15:32.568222,,Loan Management System
LN00002678,CUST00005055,Education Loan,1708677.28,15.49,83,33667.79,Closed,2016-11-24,2026-08-03 12:15:32.568222,,Loan Management System
LN00002679,CUST00005671,Personal Loan,584193.79,7.04,23,27226.21,Closed,2025-09-08,2026-08-03 12:15:32.568222,,Loan Management System
LN00002680,CUST00005734,Personal Loan,963740.22,14.41,31,37417.2,Closed,2018-04-22,2026-08-03 12:15:32.568222,,Loan Management System
LN00002681,CUST00005057,Personal Loan,130746.68,16.97,54,3478.54,Closed,2014-03-23,2026-08-03 12:15:32.568222,,Loan Management System
LN00002682,CUST00005539,Gold Loan,119830.57,8.19,34,3961.11,Active,2018-09-09,2026-08-03 12:15:32.569824,,Loan Management System
LN00002683,CUST00005501,Personal Loan,1497330.26,7.22,16,98440.9,Active,2013-12-08,2026-08-03 12:15:32.569995,,Loan Management System
LN00002684,CUST00005300,Home Loan,9013122.04,12.23,285,97264.76,Closed,2022-02-04,2026-08-03 12:15:32.569995,,Loan Management System
LN00002685,CUST00005836,Home Loan,1873235.97,13.18,247,22059.74,Active,2025-02-19,2026-08-03 12:15:32.569995,,Loan Management System
LN00002686,CUST00005799,Gold Loan,1687040.53,6.91,30,61393.09,Closed,2023-03-28,2026-08-03 12:15:32.569995,,Loan Management System
LN00002687,CUST00005660,Gold Loan,1944837.56,14.94,15,142942.17,Active,2023-06-27,2026-08-03 12:15:32.569995,,Loan Management System
LN00002688,CUST00005480,Home Loan,3966369.89,8.47,247,33975.59,Active,2020-02-14,2026-08-03 12:15:32.570829,,Loan Management System
LN00002689,CUST00005559,Car Loan,234960.68,7.41,14,17570.53,Active,2016-05-06,2026-08-03 12:15:32.570829,,Loan Management System
LN00002690,CUST00005830,Business Loan,8737066.89,11.72,118,125052.01,Active,2022-09-30,2026-08-03 12:15:32.570829,,Loan Management System
LN00002691,CUST00005661,Home Loan,8221744.47,12.52,129,116253.29,Active,2013-02-26,2026-08-03 12:15:32.570829,,Loan Management System
LN00002692,CUST00005347,Home Loan,1155901.64,14.16,145,16684.65,Active,2021-03-05,2026-08-03 12:15:32.570829,,Loan Management System
LN00002693,CUST00005600,Personal Loan,802703.24,15.96,17,53068.78,Active,2021-11-28,2026-08-03 12:15:32.570829,,Loan Management System
LN00002694,CUST00005092,Home Loan,9380352.13,6.93,266,69110.54,Active,2023-08-07,2026-08-03 12:15:32.571920,,Loan Management System
LN00002695,CUST00005179,Home Loan,5198730.32,13.09,342,58131.77,Closed,2020-08-29,2026-08-03 12:15:32.571920,,Loan Management System
LN00002696,CUST00005786,Home Loan,8082342.38,15.28,111,136400.97,Closed,2019-08-28,2026-08-03 12:15:32.571920,,Loan Management System
