application_id,customer_id,loan_id,application_date,requested_amount,approval_status,created_at,updated_at,source_system
APP00004035,CUST00005484,LN00002670,2025-05-16,1291645.11,Approved,2026-08-03 12:15:32.586359,,Loan Management System
APP00004036,CUST00005853,LN00002597,2021-08-30,2117686.58,Approved,2026-08-03 12:15:32.586359,,Loan Management System
APP00004037,CUST00005839,LN00002637,2026-04-20,1105194.5,Approved,2026-08-03 12:15:32.586359,,Loan Management System
APP00004038,CUST00005242,LN00002577,2021-03-27,204658.1,Approved,2026-08-03 12:15:32.586359,,Loan Management System
APP00004039,CUST00005575,,2021-03-13,216340.36,Rejected,2026-08-03 12:15:32.586359,,Loan Management System
APP00004040,CUST00005280,LN00002536,2025-07-06,3053198.28,Approved,2026-08-03 12:15:32.586359,,Loan Management System
APP00004041,CUST00005768,,2012-07-25,440033.27,Rejected,2026-08-03 12:15:32.586359,,Loan Management System
APP00004042,CUST00005193,LN00002665,2011-12-30,9211352.11,Approved,2026-08-03 12:15:32.586359,,Loan Management System
APP00004043,CUST00005926,,2022-07-19,9059795.85,Pending,2026-08-03 12:15:32.586359,,Loan Management System
APP00004044,CUST00005179,LN00002695,2020-07-06,5148528.83,Approved,2026-08-03 12:15:32.586359,,Loan Management System
APP00004045,CUST00005128,,2021-04-15,3645157.44,Pending,2026-08-03 12:15:32.587367,,Loan Management System
APP00004046,CUST00005881,,2012-04-28,742814.3,Rejected,2026-08-03 12:15:32.587367,,Loan Management System
APP00004047,CUST00005846,LN00002699,2015-03-12,2350523.51,Approved,2026-08-03 12:15:32.587367,,Loan Management System
APP00004048,CUST00005732,,2025-12-01,3436799.36,Pending,2026-08-03 12:15:32.587367,,Loan Management System
APP00004049,CUST00005757,LN00002552,2019-07-11,1030545.6,Approved,2026-08-03 12:15:32.587367,,Loan Management System
APP00004050,CUST00005951,LN00002628,2012-10-20,1630662.79,Approved,2026-08-03 12:15:32.587367,,Loan Management System
APP00004051,CUST00005962,LN00002588,2016-12-02,367415.19,Approved,2026-08-03 12:15:32.587367,,Loan Management System
APP00004052,CUST00005683,LN00002620,2018-11-05,4605044.61,Approved,2026-08-03 12:15:32.587367,,Loan Management System
APP00004053,CUST00005046,,2018-07-25,456739.3,Cancelled,2026-08-03 12:15:32.587367,,Loan Management System
APP00004054,CUST00005113,LN00002540,2017-06-17,2636373.12,Approved,2026-08-03 12:15:32.587367,,Loan Management System
APP00004055,CUST00005236,LN00002534,2025-01-08,1508005.89,Approved,2026-08-03 12:15:32.587367,,Loan Management System
APP00004056,CUST00005061,LN00002703,2024-07-07,2878600.89,Approved,2026-08-03 12:15:32.587367,,Loan Management System
APP00004057,CUST00005714,,2023-09-08,1634419.14,Rejected,2026-08-03 12:15:32.588359,,Loan Management System
APP00004058,CUST00005415,,2012-01-05,300126.3,Rejected,2026-08-03 12:15:32.588359,,Loan Management System
APP00004059,CUST00005658,LN00002630,2022-07-15,479536.55,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004060,CUST00005433,,2019-03-23,9835659.33,Pending,2026-08-03 12:15:32.588359,,Loan Management System
APP00004061,CUST00005765,,2015-03-08,1464342.99,Rejected,2026-08-03 12:15:32.588359,,Loan Management System
APP00004062,CUST00005780,LN00002642,2016-07-18,1289898.8,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004063,CUST00005687,LN00002623,2018-03-17,502509.4,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004064,CUST00005146,,2020-11-06,351585.28,Rejected,2026-08-03 12:15:32.588359,,Loan Management System
APP00004065,CUST00005067,,2022-02-06,4607869.43,Rejected,2026-08-03 12:15:32.588359,,Loan Management System
APP00004066,CUST00005985,LN00002537,2013-09-03,1607057.74,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004067,CUST00005921,LN00002608,2019-03-13,2681039.66,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004068,CUST00005589,LN00002672,2013-09-10,1049701.17,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004069,CUST00005780,LN00002535,2023-03-15,1254835.6,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004070,CUST00005853,,2024-03-25,2385122.66,Rejected,2026-08-03 12:15:32.588359,,Loan Management System
APP00004071,CUST00005202,LN00002744,2015-01-10,1428525.56,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004072,CUST00005409,LN00002505,2025-12-12,3503418.2,Approved,2026-08-03 12:15:32.588359,,Loan Management System
APP00004073,CUST00005244,,2019-08-04,2702932.95,Rejected,2026-08-03 12:15:32.588359,,Loan Management System
APP00004074,CUST00005901,,2016-01-05,14796908.18,Rejected,2026-08-03 12:15:32.589959,,Loan Management System
APP00004075,CUST00005629,LN00002656,2020-12-26,8413729.71,Approved,2026-08-03 12:15:32.590122,,Loan Management System
APP00004076,CUST00005382,,2013-05-08,2754802.13,Rejected,2026-08-03 12:15:32.590122,,Loan Management System
APP00004077,CUST00005182,LN00002592,2020-11-22,5812096.31,Approved,2026-08-03 12:15:32.590122,,Loan Management System
APP00004078,CUST00005539,LN00002682,2018-08-04,117527.07,Approved,2026-08-03 12:15:32.590122,,Loan Management System
APP00004079,CUST00005661,LN00002517,2012-10-18,18027473.38,Approved,2026-08-03 12:15:32.590122,,Loan Management System
APP00004080,CUST00005357,,2024-09-06,480462.89,Cancelled,2026-08-03 12:15:32.590122,,Loan Management System
APP00004081,CUST00005352,LN00002731,2025-07-28,2574356.05,Approved,2026-08-03 12:15:32.590122,,Loan Management System
APP00004082,CUST00005840,,2013-07-24,18081070.48,Cancelled,2026-08-03 12:15:32.590122,,Loan Management System
APP00004083,CUST00005781,LN00002610,2026-01-14,7564531.03,Approved,2026-08-03 12:15:32.590122,,Loan Management System
APP00004084,CUST00005786,,2016-03-06,3925664.75,Pending,2026-08-03 12:15:32.591059,,Loan Management System
APP00004085,CUST00005465,LN00002556,2024-06-14,674710.68,Approved,2026-08-03 12:15:32.591059,,Loan Management System
APP00004086,CUST00005374,LN00002646,2020-01-30,2453418.7,Approved,2026-08-03 12:15:32.591059,,Loan Management System
APP00004087,CUST00005280,,2023-08-02,2054350.54,Rejected,2026-08-03 12:15:32.591059,,Loan Management System
APP00004088,CUST00005722,LN00002653,2021-07-18,2870800.17,Approved,2026-08-03 12:15:32.591059,,Loan Management System
APP00004089,CUST00005538,,2016-09-24,804351.46,Cancelled,2026-08-03 12:15:32.591059,,Loan Management System
APP00004090,CUST00005868,LN00002614,2013-10-06,2746956.41,Approved,2026-08-03 12:15:32.591059,,Loan Management System
APP00004091,CUST00005536,LN00002677,2015-08-22,17738014.86,Approved,2026-08-03 12:15:32.591059,,Loan Management System
APP00004092,CUST00005937,,2021-02-13,1730591.89,Rejected,2026-08-03 12:15:32.591059,,Loan Management System
APP00004093,CUST00005447,LN00002587,2024-02-02,744216.5,Approved,2026-08-03 12:15:32.591059,,Loan Management System
APP00004094,CUST00005092,LN00002694,2023-07-28,10470865.09,Approved,2026-08-03 12:15:32.591059,,Loan Management System
APP00004095,CUST00005155,,2025-06-18,17059737.17,Rejected,2026-08-03 12:15:32.591059,,Loan Management System
APP00004096,CUST00005142,LN00002645,2025-07-23,2717873.34,Approved,2026-08-03 12:15:32.592055,,Loan Management System
APP00004097,CUST00005612,,2013-09-11,214724.35,Rejected,2026-08-03 12:15:32.592055,,Loan Management System
APP00004098,CUST00005352,,2017-08-04,1351919.25,Rejected,2026-08-03 12:15:32.592055,,Loan Management System
APP00004099,CUST00005513,,2021-02-02,6032695.3,Cancelled,2026-08-03 12:15:32.592055,,Loan Management System
APP00004100,CUST00005953,LN00002511,2020-12-13,973936.05,Approved,2026-08-03 12:15:32.592055,,Loan Management System
APP00004101,CUST00005588,LN00002622,2023-06-27,628381.83,Approved,2026-08-03 12:15:32.592055,,Loan Management System
APP00004102,CUST00005327,,2019-07-18,1583953.24,Rejected,2026-08-03 12:15:32.592968,,Loan Management System
APP00004103,CUST00005952,LN00002662,2017-04-23,947827.64,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004104,CUST00005521,,2024-08-20,15929602.89,Rejected,2026-08-03 12:15:32.592968,,Loan Management System
APP00004105,CUST00005537,,2022-07-02,244337.02,Rejected,2026-08-03 12:15:32.592968,,Loan Management System
APP00004106,CUST00005740,LN00002564,2016-02-21,259656.88,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004107,CUST00005502,LN00002565,2011-08-11,5310390.35,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004108,CUST00005191,,2021-01-19,13439591.12,Rejected,2026-08-03 12:15:32.592968,,Loan Management System
APP00004109,CUST00005661,LN00002691,2013-02-17,7925285.64,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004110,CUST00005746,LN00002738,2011-08-08,9904687.74,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004111,CUST00005288,LN00002713,2011-08-29,2235150.12,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004112,CUST00005945,LN00002707,2016-01-22,1564594.92,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004113,CUST00005519,LN00002580,2018-11-05,12815433.79,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004114,CUST00005504,,2019-12-01,16817074.75,Pending,2026-08-03 12:15:32.592968,,Loan Management System
APP00004115,CUST00005266,LN00002596,2021-04-24,3204956.04,Approved,2026-08-03 12:15:32.592968,,Loan Management System
APP00004116,CUST00005262,LN00002526,2012-04-24,3947295.24,Approved,2026-08-03 12:15:32.593966,,Loan Management System
APP00004117,CUST00005842,LN00002542,2021-04-01,822509.23,Approved,2026-08-03 12:15:32.593966,,Loan Management System
APP00004118,CUST00005069,LN00002629,2024-11-18,2317273.1,Approved,2026-08-03 12:15:32.593966,,Loan Management System
APP00004119,CUST00005357,,2012-01-10,9871588.54,Rejected,2026-08-03 12:15:32.593966,,Loan Management System
APP00004120,CUST00005325,,2020-08-12,245743.49,Cancelled,2026-08-03 12:15:32.593966,,Loan Management System
APP00004121,CUST00005489,LN00002657,2011-10-09,8165194.63,Approved,2026-08-03 12:15:32.593966,,Loan Management System
APP00004122,CUST00005846,LN00002702,2022-03-10,248042.91,Approved,2026-08-03 12:15:32.593966,,Loan Management System
APP00004123,CUST00005218,,2024-02-19,1606834.88,Rejected,2026-08-03 12:15:32.593966,,Loan Management System
APP00004124,CUST00005909,,2014-06-25,16228957.39,Pending,2026-08-03 12:15:32.593966,,Loan Management System
APP00004125,CUST00005261,,2023-11-18,1814669.98,Rejected,2026-08-03 12:15:32.593966,,Loan Management System
APP00004126,CUST00005139,LN00002531,2023-12-27,3012599.49,Approved,2026-08-03 12:15:32.594966,,Loan Management System
APP00004127,CUST00005292,LN00002510,2018-12-21,1459465.69,Approved,2026-08-03 12:15:32.594966,,Loan Management System
APP00004128,CUST00005501,LN00002683,2013-10-28,1567888.6,Approved,2026-08-03 12:15:32.594966,,Loan Management System
APP00004129,CUST00005530,,2014-12-11,2165543.87,Pending,2026-08-03 12:15:32.594966,,Loan Management System
APP00004130,CUST00005964,,2018-04-04,1377897.33,Cancelled,2026-08-03 12:15:32.594966,,Loan Management System
APP00004131,CUST00005815,,2015-09-01,2220225.24,Rejected,2026-08-03 12:15:32.594966,,Loan Management System
APP00004132,CUST00005483,LN00002584,2024-06-15,2347093.65,Approved,2026-08-03 12:15:32.594966,,Loan Management System
APP00004133,CUST00005135,LN00002528,2013-07-02,6582452.03,Approved,2026-08-03 12:15:32.594966,,Loan Management System
APP00004134,CUST00005009,LN00002589,2015-04-08,1008500.88,Approved,2026-08-03 12:15:32.594966,,Loan Management System
APP00004135,CUST00005345,LN00002737,2018-08-11,20756763.95,Approved,2026-08-03 12:15:32.594966,,Loan Management System
APP00004136,CUST00005214,,2021-07-22,7224166.05,Pending,2026-08-03 12:15:32.594966,,Loan Management System
APP00004137,CUST00005943,,2016-01-03,2888323.74,Rejected,2026-08-03 12:15:32.595967,,Loan Management System
APP00004138,CUST00005734,LN00002680,2018-02-25,912580.28,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004139,CUST00005855,,2023-01-04,1376543.07,Cancelled,2026-08-03 12:15:32.595967,,Loan Management System
APP00004140,CUST00005764,,2019-01-11,2390087.18,Pending,2026-08-03 12:15:32.595967,,Loan Management System
APP00004141,CUST00005830,LN00002550,2018-04-13,10710623.35,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004142,CUST00005457,LN00002549,2015-05-30,1839542.3,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004143,CUST00005447,LN00002506,2015-03-26,2901740.74,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004144,CUST00005595,LN00002585,2018-08-05,9919018.07,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004145,CUST00005844,LN00002523,2019-07-24,2896854.83,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004146,CUST00005459,LN00002530,2020-07-10,2879120.84,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004147,CUST00005404,LN00002603,2016-08-24,9362048.81,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004148,CUST00005482,LN00002712,2017-04-20,635590.93,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004149,CUST00005103,LN00002504,2020-03-29,1590347.97,Approved,2026-08-03 12:15:32.595967,,Loan Management System
APP00004150,CUST00005606,,2023-09-27,2559415.07,Cancelled,2026-08-03 12:15:32.596966,,Loan Management System
APP00004151,CUST00005561,LN00002647,2025-09-29,1846965.92,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004152,CUST00005484,LN00002514,2022-04-27,1527492.98,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004153,CUST00005830,LN00002690,2022-09-01,9408013.01,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004154,CUST00005885,LN00002606,2016-01-31,3928109.64,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004155,CUST00005879,LN00002595,2017-11-05,799063.04,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004156,CUST00005545,LN00002512,2017-04-17,2248631.27,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004157,CUST00005836,LN00002685,2025-01-27,1745949.17,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004158,CUST00005248,LN00002520,2015-12-02,2300362.11,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004159,CUST00005967,LN00002745,2025-12-18,1099199.45,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004160,CUST00005777,LN00002503,2016-06-14,5460129.56,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004161,CUST00005083,LN00002619,2023-08-11,1928757.43,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004162,CUST00005565,LN00002674,2023-01-19,2740725.92,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004163,CUST00005791,LN00002723,2023-02-12,1937079.38,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004164,CUST00005888,,2018-07-07,7349544.23,Rejected,2026-08-03 12:15:32.596966,,Loan Management System
APP00004165,CUST00005716,LN00002573,2014-07-25,7275800.93,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004166,CUST00005784,,2017-12-05,2241269.52,Rejected,2026-08-03 12:15:32.596966,,Loan Management System
APP00004167,CUST00005933,LN00002571,2020-09-23,1852920.83,Approved,2026-08-03 12:15:32.596966,,Loan Management System
APP00004168,CUST00005959,,2016-06-10,2923796.71,Rejected,2026-08-03 12:15:32.597968,,Loan Management System
APP00004169,CUST00005977,LN00002739,2021-06-20,3391310.65,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004170,CUST00005416,LN00002749,2012-03-03,2681367.5,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004171,CUST00005070,,2022-06-10,1404914.39,Cancelled,2026-08-03 12:15:32.597968,,Loan Management System
APP00004172,CUST00005101,LN00002541,2017-09-23,4107539.14,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004173,CUST00005646,LN00002539,2023-04-16,2439498.28,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004174,CUST00005288,,2021-10-16,482628.27,Rejected,2026-08-03 12:15:32.597968,,Loan Management System
APP00004175,CUST00005069,LN00002640,2019-09-08,863952.42,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004176,CUST00005448,LN00002704,2025-12-08,625924.14,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004177,CUST00005352,,2020-02-14,467673.9,Rejected,2026-08-03 12:15:32.597968,,Loan Management System
APP00004178,CUST00005698,LN00002513,2025-07-27,3247326.46,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004179,CUST00005754,LN00002546,2015-07-01,2486248.37,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004180,CUST00005484,LN00002604,2022-10-25,4328503.89,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004181,CUST00005175,LN00002561,2015-10-03,4950396.1,Approved,2026-08-03 12:15:32.597968,,Loan Management System
APP00004182,CUST00005536,,2014-06-10,257758.46,Cancelled,2026-08-03 12:15:32.597968,,Loan Management System
APP00004183,CUST00005915,,2013-09-30,1084897.01,Rejected,2026-08-03 12:15:32.597968,,Loan Management System
APP00004184,CUST00005877,LN00002591,2016-08-22,1644571.66,Approved,2026-08-03 12:15:32.599476,,Loan Management System
APP00004185,CUST00005372,LN00002563,2024-06-19,762087.23,Approved,2026-08-03 12:15:32.599476,,Loan Management System
APP00004186,CUST00005990,LN00002698,2015-03-16,1654849.18,Approved,2026-08-03 12:15:32.599476,,Loan Management System
APP00004187,CUST00005602,LN00002728,2012-11-11,18853578.72,Approved,2026-08-03 12:15:32.599609,,Loan Management System
APP00004188,CUST00005711,LN00002722,2023-11-20,955262.98,Approved,2026-08-03 12:15:32.599609,,Loan Management System
APP00004189,CUST00005513,LN00002521,2014-10-15,860826.92,Approved,2026-08-03 12:15:32.599609,,Loan Management System
APP00004190,CUST00005986,,2015-10-18,574977.63,Pending,2026-08-03 12:15:32.599609,,Loan Management System
APP00004191,CUST00005903,,2012-02-05,3362550.94,Pending,2026-08-03 12:15:32.599609,,Loan Management System
APP00004192,CUST00005155,,2013-06-08,7830668.7,Rejected,2026-08-03 12:15:32.599609,,Loan Management System
APP00004193,CUST00005882,LN00002545,2022-01-27,491685.21,Approved,2026-08-03 12:15:32.599609,,Loan Management System
APP00004194,CUST00005779,LN00002618,2024-04-07,669745.54,Approved,2026-08-03 12:15:32.599609,,Loan Management System
APP00004195,CUST00005671,LN00002516,2015-04-17,10996225.19,Approved,2026-08-03 12:15:32.599609,,Loan Management System
APP00004196,CUST00005676,,2018-01-27,2402579.38,Rejected,2026-08-03 12:15:32.600483,,Loan Management System
APP00004197,CUST00005710,LN00002598,2023-07-17,2273474.78,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004198,CUST00005119,LN00002529,2014-04-15,1546740.45,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004199,CUST00005065,LN00002747,2016-02-08,12417339.4,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004200,CUST00005682,LN00002663,2020-08-29,2221877.47,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004201,CUST00005480,LN00002716,2016-05-01,180199.88,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004202,CUST00005969,,2024-04-26,1732491.88,Rejected,2026-08-03 12:15:32.600483,,Loan Management System
APP00004203,CUST00005917,,2019-05-07,658587.75,Pending,2026-08-03 12:15:32.600483,,Loan Management System
APP00004204,CUST00005216,LN00002578,2025-03-28,1318351.48,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004205,CUST00005488,LN00002632,2022-10-10,1496326.89,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004206,CUST00005395,LN00002666,2014-07-22,230881.53,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004207,CUST00005802,LN00002548,2022-03-27,1302813.61,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004208,CUST00005399,LN00002718,2018-02-01,1283583.77,Approved,2026-08-03 12:15:32.600483,,Loan Management System
APP00004209,CUST00005934,,2022-07-14,1823210.01,Rejected,2026-08-03 12:15:32.601574,,Loan Management System
APP00004210,CUST00005980,LN00002586,2024-01-26,1576770.25,Approved,2026-08-03 12:15:32.601574,,Loan Management System
APP00004211,CUST00005946,LN00002720,2018-04-20,5475827.89,Approved,2026-08-03 12:15:32.601574,,Loan Management System
APP00004212,CUST00005464,,2025-12-06,247703.37,Rejected,2026-08-03 12:15:32.601825,,Loan Management System
APP00004213,CUST00005066,,2019-08-13,1856224.07,Pending,2026-08-03 12:15:32.601825,,Loan Management System
APP00004214,CUST00005911,,2015-01-14,348305.42,Rejected,2026-08-03 12:15:32.601825,,Loan Management System
APP00004215,CUST00005532,LN00002624,2022-07-28,2238414.72,Approved,2026-08-03 12:15:32.601825,,Loan Management System
APP00004216,CUST00005768,,2019-05-10,474199.29,Pending,2026-08-03 12:15:32.601825,,Loan Management System
APP00004217,CUST00005190,,2018-02-15,2041966.19,Pending,2026-08-03 12:15:32.601825,,Loan Management System
APP00004218,CUST00005146,,2012-09-23,3826497.77,Pending,2026-08-03 12:15:32.601825,,Loan Management System
APP00004219,CUST00005688,LN00002621,2021-08-06,6431521.79,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004220,CUST00005020,LN00002544,2017-10-13,2393766.29,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004221,CUST00005617,LN00002644,2017-02-01,1391949.92,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004222,CUST00005347,LN00002692,2021-02-23,1064112.79,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004223,CUST00005396,LN00002575,2025-03-18,17079556.54,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004224,CUST00005447,LN00002538,2013-11-26,978449.45,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004225,CUST00005283,LN00002746,2012-06-18,4709458.32,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004226,CUST00005663,,2023-10-08,487806.03,Pending,2026-08-03 12:15:32.602932,,Loan Management System
APP00004227,CUST00005282,LN00002602,2011-07-10,379405.43,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004228,CUST00005437,LN00002664,2023-03-04,3294197.49,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004229,CUST00005712,LN00002709,2014-04-17,3220805.42,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004230,CUST00005798,LN00002661,2025-02-01,4633913.24,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004231,CUST00005606,,2012-03-24,705879.6,Pending,2026-08-03 12:15:32.602932,,Loan Management System
APP00004232,CUST00005727,,2016-10-31,2281882.88,Pending,2026-08-03 12:15:32.602932,,Loan Management System
APP00004233,CUST00005463,LN00002659,2014-08-20,3557163.7,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004234,CUST00005098,LN00002643,2019-09-01,473917.58,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004235,CUST00005866,LN00002601,2024-12-06,2705752.41,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004236,CUST00005280,LN00002724,2020-07-20,7177919.5,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004237,CUST00005943,LN00002609,2024-12-06,2747092.67,Approved,2026-08-03 12:15:32.602932,,Loan Management System
APP00004238,CUST00005491,,2012-10-16,5430680.71,Cancelled,2026-08-03 12:15:32.603933,,Loan Management System
