collateral_id,loan_id,asset_type,asset_value,valuation_date,created_at,updated_at,source_system
COL00001690,LN00002743,Property,8208339.1,2021-07-19,2026-08-03 12:15:32.649690,,Loan Management System
COL00001691,LN00002542,Vehicle,1089644.51,2021-05-01,2026-08-03 12:15:32.649690,,Loan Management System
COL00001692,LN00002568,Property,11807598.23,2018-11-07,2026-08-03 12:15:32.649690,,Loan Management System
COL00001693,LN00002601,Vehicle,3485363.32,2024-11-21,2026-08-03 12:15:32.649690,,Loan Management System
COL00001694,LN00002696,Property,10678477.78,2019-08-02,2026-08-03 12:15:32.649690,,Loan Management System
COL00001695,LN00002694,Property,10476692.77,2023-07-11,2026-08-03 12:15:32.649690,,Loan Management System
COL00001696,LN00002546,Vehicle,2523693.1,2015-07-01,2026-08-03 12:15:32.649690,,Loan Management System
COL00001697,LN00002537,Property,2218150.46,2013-08-26,2026-08-03 12:15:32.649690,,Loan Management System
COL00001698,LN00002565,Property,6319675.29,2011-09-02,2026-08-03 12:15:32.649690,,Loan Management System
COL00001699,LN00002528,Property,9226974.42,2013-06-08,2026-08-03 12:15:32.649690,,Loan Management System
COL00001700,LN00002610,Property,8595272.45,2026-02-15,2026-08-03 12:15:32.649690,,Loan Management System
COL00001701,LN00002649,Gold,465552.68,2026-03-27,2026-08-03 12:15:32.649690,,Loan Management System
COL00001702,LN00002698,Property,1520936.91,2015-04-13,2026-08-03 12:15:32.649690,,Loan Management System
COL00001703,LN00002592,Property,9436489.29,2020-12-16,2026-08-03 12:15:32.649690,,Loan Management System
COL00001704,LN00002690,Property,10287853.43,2022-09-16,2026-08-03 12:15:32.649690,,Loan Management System
COL00001705,LN00002737,Property,22604489.69,2018-09-05,2026-08-03 12:15:32.649690,,Loan Management System
COL00001706,LN00002611,Gold,2868312.22,2014-04-04,2026-08-03 12:15:32.650584,,Loan Management System
COL00001707,LN00002709,Vehicle,4172898.39,2014-03-31,2026-08-03 12:15:32.650584,,Loan Management System
COL00001708,LN00002621,Property,7441280.68,2021-08-24,2026-08-03 12:15:32.650584,,Loan Management System
COL00001709,LN00002617,Property,7777803.18,2016-03-26,2026-08-03 12:15:32.650584,,Loan Management System
COL00001710,LN00002640,Property,1207990.62,2019-10-26,2026-08-03 12:15:32.650584,,Loan Management System
COL00001711,LN00002570,Gold,1328463.66,2016-01-07,2026-08-03 12:15:32.650584,,Loan Management System
COL00001712,LN00002561,Property,7546853.95,2015-11-01,2026-08-03 12:15:32.650584,,Loan Management System
COL00001713,LN00002522,Property,4599680.03,2022-08-29,2026-08-03 12:15:32.650584,,Loan Management System
COL00001714,LN00002536,Vehicle,3058000.17,2025-08-03,2026-08-03 12:15:32.650584,,Loan Management System
COL00001715,LN00002590,Property,7896463.61,2015-07-27,2026-08-03 12:15:32.650584,,Loan Management System
COL00001716,LN00002571,Gold,2317311.97,2020-11-19,2026-08-03 12:15:32.650584,,Loan Management System
COL00001717,LN00002602,Vehicle,538989.02,2011-08-21,2026-08-03 12:15:32.650584,,Loan Management System
COL00001718,LN00002637,Vehicle,1060380.79,2026-05-03,2026-08-03 12:15:32.650584,,Loan Management System
COL00001719,LN00002603,Property,9747583.29,2016-09-22,2026-08-03 12:15:32.650584,,Loan Management System
COL00001720,LN00002724,Property,8856740.76,2020-08-05,2026-08-03 12:15:32.650584,,Loan Management System
COL00001721,LN00002591,Gold,2048763.15,2016-08-21,2026-08-03 12:15:32.650584,,Loan Management System
COL00001722,LN00002715,Property,12489397.98,2017-08-31,2026-08-03 12:15:32.650584,,Loan Management System
COL00001723,LN00002736,Gold,1052532.25,2013-11-12,2026-08-03 12:15:32.650584,,Loan Management System
COL00001724,LN00002663,Vehicle,2513386.76,2020-08-30,2026-08-03 12:15:32.650584,,Loan Management System
COL00001725,LN00002720,Property,7132534.76,2018-04-18,2026-08-03 12:15:32.650584,,Loan Management System
COL00001726,LN00002656,Property,9654603.1,2021-01-23,2026-08-03 12:15:32.650584,,Loan Management System
COL00001727,LN00002731,Vehicle,4132929.38,2025-07-05,2026-08-03 12:15:32.650584,,Loan Management System
COL00001728,LN00002525,Property,9460709.9,2023-05-25,2026-08-03 12:15:32.650584,,Loan Management System
COL00001729,LN00002628,Vehicle,1930045.95,2012-11-19,2026-08-03 12:15:32.650584,,Loan Management System
COL00001730,LN00002576,Vehicle,2890745.98,2014-04-05,2026-08-03 12:15:32.650584,,Loan Management System
COL00001731,LN00002634,Property,12566717.53,2014-02-05,2026-08-03 12:15:32.650584,,Loan Management System
COL00001732,LN00002635,Property,12756026.03,2014-04-14,2026-08-03 12:15:32.650584,,Loan Management System
COL00001733,LN00002606,Property,3884609.51,2016-02-17,2026-08-03 12:15:32.650584,,Loan Management System
COL00001734,LN00002540,Gold,2891181.37,2017-06-27,2026-08-03 12:15:32.650584,,Loan Management System
COL00001735,LN00002557,Property,9576222.83,2011-11-29,2026-08-03 12:15:32.650584,,Loan Management System
COL00001736,LN00002518,Vehicle,2630509.07,2021-02-15,2026-08-03 12:15:32.650584,,Loan Management System
COL00001737,LN00002613,Property,5822432.8,2025-11-11,2026-08-03 12:15:32.650584,,Loan Management System
COL00001738,LN00002700,Property,798479.01,2015-06-07,2026-08-03 12:15:32.650584,,Loan Management System
COL00001739,LN00002547,Vehicle,2235063.85,2026-05-27,2026-08-03 12:15:32.650584,,Loan Management System
COL00001740,LN00002695,Property,5609055.15,2020-08-15,2026-08-03 12:15:32.650584,,Loan Management System
COL00001741,LN00002551,Property,3016953.98,2019-03-24,2026-08-03 12:15:32.650584,,Loan Management System
COL00001742,LN00002623,Gold,666445.24,2018-04-18,2026-08-03 12:15:32.650584,,Loan Management System
COL00001743,LN00002575,Property,22482157.8,2025-03-31,2026-08-03 12:15:32.650584,,Loan Management System
COL00001744,LN00002748,Property,2248168.97,2015-12-24,2026-08-03 12:15:32.650584,,Loan Management System
COL00001745,LN00002648,Property,14036417.79,2022-06-13,2026-08-03 12:15:32.650584,,Loan Management System
COL00001746,LN00002598,Vehicle,2494103.3,2023-07-17,2026-08-03 12:15:32.650584,,Loan Management System
COL00001747,LN00002647,Property,2529979.2,2025-11-01,2026-08-03 12:15:32.650584,,Loan Management System
COL00001748,LN00002713,Vehicle,2223888.11,2011-09-22,2026-08-03 12:15:32.650584,,Loan Management System
COL00001749,LN00002514,Property,1820804.47,2022-06-02,2026-08-03 12:15:32.651583,,Loan Management System
COL00001750,LN00002503,Property,8541429.92,2016-06-23,2026-08-03 12:15:32.651583,,Loan Management System
COL00001751,LN00002662,Vehicle,1286142.8,2017-05-23,2026-08-03 12:15:32.651583,,Loan Management System
COL00001752,LN00002609,Vehicle,3780960.14,2024-11-27,2026-08-03 12:15:32.651583,,Loan Management System
COL00001753,LN00002687,Gold,2757172.13,2023-06-12,2026-08-03 12:15:32.651583,,Loan Management System
COL00001754,LN00002651,Property,9656697.75,2014-01-28,2026-08-03 12:15:32.651583,,Loan Management System
COL00001755,LN00002580,Property,17550333.71,2018-11-29,2026-08-03 12:15:32.651583,,Loan Management System
COL00001756,LN00002585,Property,11087422.23,2018-09-14,2026-08-03 12:15:32.651583,,Loan Management System
COL00001757,LN00002516,Property,16665415.78,2015-05-20,2026-08-03 12:15:32.651583,,Loan Management System
COL00001758,LN00002504,Property,1845294.67,2020-04-07,2026-08-03 12:15:32.651583,,Loan Management System
COL00001759,LN00002586,Vehicle,1948539.53,2024-02-17,2026-08-03 12:15:32.651583,,Loan Management System
COL00001760,LN00002584,Vehicle,2740703.39,2024-07-20,2026-08-03 12:15:32.651583,,Loan Management System
COL00001761,LN00002562,Vehicle,2913450.74,2016-12-12,2026-08-03 12:15:32.651583,,Loan Management System
COL00001762,LN00002665,Property,11443886.93,2012-01-19,2026-08-03 12:15:32.651583,,Loan Management System
COL00001763,LN00002728,Property,21299119.79,2012-11-07,2026-08-03 12:15:32.651583,,Loan Management System
COL00001764,LN00002529,Vehicle,1769610.39,2014-04-03,2026-08-03 12:15:32.651583,,Loan Management System
COL00001765,LN00002725,Vehicle,1406479.84,2013-03-14,2026-08-03 12:15:32.651583,,Loan Management System
COL00001766,LN00002738,Property,14375553.76,2011-09-25,2026-08-03 12:15:32.651583,,Loan Management System
COL00001767,LN00002685,Property,2749327.9,2025-01-21,2026-08-03 12:15:32.651583,,Loan Management System
COL00001768,LN00002668,Property,7281909.33,2023-10-24,2026-08-03 12:15:32.651583,,Loan Management System
COL00001769,LN00002619,Gold,2660196.54,2023-08-21,2026-08-03 12:15:32.651583,,Loan Management System
COL00001770,LN00002612,Property,6174839.08,2026-04-09,2026-08-03 12:15:32.651583,,Loan Management System
COL00001771,LN00002661,Property,5981204.52,2025-02-04,2026-08-03 12:15:32.651583,,Loan Management System
COL00001772,LN00002616,Property,13046543.19,2013-02-17,2026-08-03 12:15:32.651583,,Loan Management System
COL00001773,LN00002569,Property,3211042.04,2012-10-02,2026-08-03 12:15:32.651583,,Loan Management System
COL00001774,LN00002526,Property,4770694.09,2012-04-23,2026-08-03 12:15:32.651583,,Loan Management System
COL00001775,LN00002733,Property,10868714.96,2024-10-16,2026-08-03 12:15:32.651583,,Loan Management System
COL00001776,LN00002708,Vehicle,422846.23,2015-12-07,2026-08-03 12:15:32.651583,,Loan Management System
COL00001777,LN00002730,Vehicle,2285825.44,2022-04-02,2026-08-03 12:15:32.651583,,Loan Management System
COL00001778,LN00002750,Property,20066616.9,2014-04-14,2026-08-03 12:15:32.651583,,Loan Management System
COL00001779,LN00002712,Property,814412.61,2017-04-23,2026-08-03 12:15:32.651583,,Loan Management System
COL00001780,LN00002533,Vehicle,981764.67,2013-10-24,2026-08-03 12:15:32.651583,,Loan Management System
