rate_date,currency,currency_symbol,rate_to_inr,source
2026-05-27,US Dollar,$,96.099,Exchange Rate API
2026-05-26,US Dollar,$,96.6636,Exchange Rate API
2026-05-25,US Dollar,$,97.0814,Exchange Rate API
2026-05-24,US Dollar,$,97.658,Exchange Rate API
2026-05-23,US Dollar,$,98.1298,Exchange Rate API
2026-05-22,US Dollar,$,98.211,Exchange Rate API
2026-05-21,US Dollar,$,98.1015,Exchange Rate API
2026-05-20,US Dollar,$,97.7043,Exchange Rate API
2026-05-19,US Dollar,$,98.1027,Exchange Rate API
2026-05-18,US Dollar,$,98.0932,Exchange Rate API
2026-05-17,US Dollar,$,98.0763,Exchange Rate API
2026-05-16,US Dollar,$,97.8329,Exchange Rate API
2026-05-15,US Dollar,$,97.6338,Exchange Rate API
2026-05-14,US Dollar,$,97.6392,Exchange Rate API
2026-05-13,US Dollar,$,97.8067,Exchange Rate API
2026-05-12,US Dollar,$,97.5835,Exchange Rate API
2026-05-11,US Dollar,$,97.173,Exchange Rate API
2026-05-10,US Dollar,$,97.2839,Exchange Rate API
2026-05-09,US Dollar,$,97.8024,Exchange Rate API
2026-05-08,US Dollar,$,97.874,Exchange Rate API
2026-05-07,US Dollar,$,98.4362,Exchange Rate API
2026-05-06,US Dollar,$,98.059,Exchange Rate API
2026-05-05,US Dollar,$,98.4079,Exchange Rate API
2026-05-04,US Dollar,$,98.4526,Exchange Rate API
2026-05-03,US Dollar,$,97.8992,Exchange Rate API
2026-05-02,US Dollar,$,97.5171,Exchange Rate API
2026-05-01,US Dollar,$,97.7754,Exchange Rate API
2026-04-30,US Dollar,$,98.1491,Exchange Rate API
2026-04-29,US Dollar,$,97.7155,Exchange Rate API
2026-04-28,US Dollar,$,97.9303,Exchange Rate API
2026-04-27,US Dollar,$,98.3856,Exchange Rate API
2026-04-26,US Dollar,$,98.079,Exchange Rate API
2026-04-25,US Dollar,$,98.4661,Exchange Rate API
2026-04-24,US Dollar,$,98.0586,Exchange Rate API
2026-04-23,US Dollar,$,97.6328,Exchange Rate API
2026-04-22,US Dollar,$,97.9802,Exchange Rate API
2026-04-21,US Dollar,$,98.4343,Exchange Rate API
2026-04-20,US Dollar,$,98.67,Exchange Rate API
2026-04-19,US Dollar,$,98.6721,Exchange Rate API
2026-04-18,US Dollar,$,98.8569,Exchange Rate API
2026-04-17,US Dollar,$,98.9325,Exchange Rate API
2026-04-16,US Dollar,$,99.0593,Exchange Rate API
2026-04-15,US Dollar,$,99.5685,Exchange Rate API
2026-04-14,US Dollar,$,99.5378,Exchange Rate API
2026-04-13,US Dollar,$,99.2643,Exchange Rate API
2026-04-12,US Dollar,$,98.9296,Exchange Rate API
2026-04-11,US Dollar,$,98.9611,Exchange Rate API
2026-04-10,US Dollar,$,99.2708,Exchange Rate API
2026-04-09,US Dollar,$,99.1353,Exchange Rate API
2026-04-08,US Dollar,$,98.8546,Exchange Rate API
2026-04-07,US Dollar,$,98.4522,Exchange Rate API
2026-04-06,US Dollar,$,98.7124,Exchange Rate API
2026-04-05,US Dollar,$,98.1303,Exchange Rate API
2026-04-04,US Dollar,$,97.9646,Exchange Rate API
2026-04-03,US Dollar,$,97.5673,Exchange Rate API
2026-04-02,US Dollar,$,97.8294,Exchange Rate API
2026-04-01,US Dollar,$,98.1093,Exchange Rate API
2026-03-31,US Dollar,$,98.3291,Exchange Rate API
2026-03-30,US Dollar,$,97.8524,Exchange Rate API
2026-03-29,US Dollar,$,97.5784,Exchange Rate API
2026-03-28,US Dollar,$,97.3153,Exchange Rate API
2026-03-27,US Dollar,$,97.7929,Exchange Rate API
2026-03-26,US Dollar,$,98.3065,Exchange Rate API
2026-03-25,US Dollar,$,98.6354,Exchange Rate API
2026-03-24,US Dollar,$,98.7234,Exchange Rate API
2026-03-23,US Dollar,$,98.627,Exchange Rate API
2026-03-22,US Dollar,$,98.7317,Exchange Rate API
2026-03-21,US Dollar,$,98.7928,Exchange Rate API
2026-03-20,US Dollar,$,98.6432,Exchange Rate API
2026-03-19,US Dollar,$,98.2944,Exchange Rate API
2026-03-18,US Dollar,$,97.7719,Exchange Rate API
2026-03-17,US Dollar,$,97.491,Exchange Rate API
2026-03-16,US Dollar,$,97.0923,Exchange Rate API
2026-03-15,US Dollar,$,97.3566,Exchange Rate API
2026-03-14,US Dollar,$,97.7168,Exchange Rate API
2026-03-13,US Dollar,$,97.3179,Exchange Rate API
2026-03-12,US Dollar,$,97.7676,Exchange Rate API
2026-03-11,US Dollar,$,98.0803,Exchange Rate API
2026-03-10,US Dollar,$,97.9214,Exchange Rate API
2026-03-09,US Dollar,$,98.2033,Exchange Rate API
2026-03-08,US Dollar,$,98.1897,Exchange Rate API
2026-03-07,US Dollar,$,98.3731,Exchange Rate API
2026-03-06,US Dollar,$,98.6681,Exchange Rate API
2026-03-05,US Dollar,$,99.1688,Exchange Rate API
2026-03-04,US Dollar,$,99.2615,Exchange Rate API
2026-03-03,US Dollar,$,98.9246,Exchange Rate API
2026-03-02,US Dollar,$,99.0992,Exchange Rate API
2026-03-01,US Dollar,$,99.2883,Exchange Rate API
2026-02-28,US Dollar,$,99.287,Exchange Rate API
2026-02-27,US Dollar,$,99.1248,Exchange Rate API
2026-02-26,US Dollar,$,99.7157,Exchange Rate API
2026-02-25,US Dollar,$,100.2612,Exchange Rate API
2026-02-24,US Dollar,$,100.5773,Exchange Rate API
2026-02-23,US Dollar,$,100.566,Exchange Rate API
2026-02-22,US Dollar,$,100.7553,Exchange Rate API
2026-02-21,US Dollar,$,100.3682,Exchange Rate API
2026-02-20,US Dollar,$,99.828,Exchange Rate API
2026-02-19,US Dollar,$,99.5251,Exchange Rate API
2026-02-18,US Dollar,$,99.661,Exchange Rate API
2026-02-17,US Dollar,$,100.2164,Exchange Rate API
2026-02-16,US Dollar,$,100.5243,Exchange Rate API
2026-02-15,US Dollar,$,100.6989,Exchange Rate API
2026-02-14,US Dollar,$,100.2066,Exchange Rate API
2026-02-13,US Dollar,$,100.6033,Exchange Rate API
2026-02-12,US Dollar,$,100.062,Exchange Rate API
2026-02-11,US Dollar,$,99.7035,Exchange Rate API
2026-02-10,US Dollar,$,99.7813,Exchange Rate API
2026-02-09,US Dollar,$,100.1333,Exchange Rate API
2026-02-08,US Dollar,$,99.6017,Exchange Rate API
2026-02-07,US Dollar,$,99.9164,Exchange Rate API
2026-02-06,US Dollar,$,100.0893,Exchange Rate API
2026-02-05,US Dollar,$,100.2766,Exchange Rate API
2026-02-04,US Dollar,$,100.3611,Exchange Rate API
2026-02-03,US Dollar,$,100.9266,Exchange Rate API
2026-02-02,US Dollar,$,101.3414,Exchange Rate API
2026-02-01,US Dollar,$,100.774,Exchange Rate API
2026-01-31,US Dollar,$,101.2745,Exchange Rate API
2026-01-30,US Dollar,$,101.4621,Exchange Rate API
2026-01-29,US Dollar,$,102.043,Exchange Rate API
2026-01-28,US Dollar,$,102.5918,Exchange Rate API
2026-01-27,US Dollar,$,102.4812,Exchange Rate API
2026-01-26,US Dollar,$,102.0412,Exchange Rate API
2026-01-25,US Dollar,$,102.616,Exchange Rate API
2026-01-24,US Dollar,$,102.0311,Exchange Rate API
2026-01-23,US Dollar,$,101.6019,Exchange Rate API
2026-01-22,US Dollar,$,101.25,Exchange Rate API
2026-01-21,US Dollar,$,101.6276,Exchange Rate API
2026-01-20,US Dollar,$,101.2151,Exchange Rate API
2026-01-19,US Dollar,$,101.3586,Exchange Rate API
2026-01-18,US Dollar,$,101.0335,Exchange Rate API
2026-01-17,US Dollar,$,101.1774,Exchange Rate API
2026-01-16,US Dollar,$,101.08,Exchange Rate API
2026-01-15,US Dollar,$,101.4565,Exchange Rate API
2026-01-14,US Dollar,$,101.5856,Exchange Rate API
2026-01-13,US Dollar,$,102.1624,Exchange Rate API
2026-01-12,US Dollar,$,101.6737,Exchange Rate API
2026-01-11,US Dollar,$,101.1992,Exchange Rate API
2026-01-10,US Dollar,$,101.3022,Exchange Rate API
2026-01-09,US Dollar,$,101.6957,Exchange Rate API
2026-01-08,US Dollar,$,102.239,Exchange Rate API
2026-01-07,US Dollar,$,101.768,Exchange Rate API
2026-01-06,US Dollar,$,102.3377,Exchange Rate API
2026-01-05,US Dollar,$,102.257,Exchange Rate API
2026-01-04,US Dollar,$,102.7701,Exchange Rate API
2026-01-03,US Dollar,$,102.1818,Exchange Rate API
2026-01-02,US Dollar,$,102.0371,Exchange Rate API
2026-01-01,US Dollar,$,102.1111,Exchange Rate API
2025-12-31,US Dollar,$,102.4133,Exchange Rate API
2025-12-30,US Dollar,$,102.8013,Exchange Rate API
2025-12-29,US Dollar,$,102.3374,Exchange Rate API
2025-12-28,US Dollar,$,102.4094,Exchange Rate API
2025-12-27,US Dollar,$,101.9416,Exchange Rate API
2025-12-26,US Dollar,$,102.1895,Exchange Rate API
2025-12-25,US Dollar,$,101.6712,Exchange Rate API
2025-12-24,US Dollar,$,102.1571,Exchange Rate API
2025-12-23,US Dollar,$,102.0798,Exchange Rate API
2025-12-22,US Dollar,$,102.149,Exchange Rate API
2025-12-21,US Dollar,$,102.3344,Exchange Rate API
2025-12-20,US Dollar,$,101.8182,Exchange Rate API
2025-12-19,US Dollar,$,102.3149,Exchange Rate API
2025-12-18,US Dollar,$,102.3849,Exchange Rate API
2025-12-17,US Dollar,$,102.3722,Exchange Rate API
2025-12-16,US Dollar,$,102.6589,Exchange Rate API
2025-12-15,US Dollar,$,102.5845,Exchange Rate API
2025-12-14,US Dollar,$,103.13,Exchange Rate API
2025-12-13,US Dollar,$,102.5432,Exchange Rate API
2025-12-12,US Dollar,$,101.9984,Exchange Rate API
2025-12-11,US Dollar,$,102.1545,Exchange Rate API
2025-12-10,US Dollar,$,102.4459,Exchange Rate API
2025-12-09,US Dollar,$,102.7197,Exchange Rate API
2025-12-08,US Dollar,$,102.1845,Exchange Rate API
2025-12-07,US Dollar,$,101.8134,Exchange Rate API
2025-12-06,US Dollar,$,101.4956,Exchange Rate API
2025-12-05,US Dollar,$,101.9475,Exchange Rate API
2025-12-04,US Dollar,$,102.0867,Exchange Rate API
2025-12-03,US Dollar,$,101.8108,Exchange Rate API
2025-12-02,US Dollar,$,101.5174,Exchange Rate API
2025-12-01,US Dollar,$,101.7263,Exchange Rate API
2025-11-30,US Dollar,$,101.5337,Exchange Rate API
2025-11-29,US Dollar,$,101.2523,Exchange Rate API
2025-11-28,US Dollar,$,101.4871,Exchange Rate API
2025-11-27,US Dollar,$,101.114,Exchange Rate API
2025-11-26,US Dollar,$,100.9197,Exchange Rate API
2025-11-25,US Dollar,$,100.5266,Exchange Rate API
2025-11-24,US Dollar,$,100.2712,Exchange Rate API
2025-11-23,US Dollar,$,100.5291,Exchange Rate API
2025-11-22,US Dollar,$,100.0611,Exchange Rate API
2025-11-21,US Dollar,$,99.8782,Exchange Rate API
2025-11-20,US Dollar,$,99.7634,Exchange Rate API
2025-11-19,US Dollar,$,99.7027,Exchange Rate API
2025-11-18,US Dollar,$,99.5883,Exchange Rate API
2025-11-17,US Dollar,$,99.3644,Exchange Rate API
2025-11-16,US Dollar,$,99.1749,Exchange Rate API
2025-11-15,US Dollar,$,99.64,Exchange Rate API
2025-11-14,US Dollar,$,99.5291,Exchange Rate API
2025-11-13,US Dollar,$,99.3771,Exchange Rate API
2025-11-12,US Dollar,$,99.1211,Exchange Rate API
2025-11-11,US Dollar,$,99.2861,Exchange Rate API
2025-11-10,US Dollar,$,99.4505,Exchange Rate API
2025-11-09,US Dollar,$,99.9892,Exchange Rate API
2025-11-08,US Dollar,$,100.4948,Exchange Rate API
2025-11-07,US Dollar,$,100.6153,Exchange Rate API
2025-11-06,US Dollar,$,100.9631,Exchange Rate API
2025-11-05,US Dollar,$,100.3933,Exchange Rate API
2025-11-04,US Dollar,$,100.3954,Exchange Rate API
2025-11-03,US Dollar,$,100.4947,Exchange Rate API
2025-11-02,US Dollar,$,100.2474,Exchange Rate API
2025-11-01,US Dollar,$,100.7702,Exchange Rate API
2025-10-31,US Dollar,$,100.912,Exchange Rate API
2025-10-30,US Dollar,$,100.4265,Exchange Rate API
2025-10-29,US Dollar,$,100.5457,Exchange Rate API
2025-10-28,US Dollar,$,100.2324,Exchange Rate API
2025-10-27,US Dollar,$,99.9285,Exchange Rate API
2025-10-26,US Dollar,$,99.4593,Exchange Rate API
2025-10-25,US Dollar,$,99.5401,Exchange Rate API
2025-10-24,US Dollar,$,99.0819,Exchange Rate API
2025-10-23,US Dollar,$,98.9409,Exchange Rate API
2025-10-22,US Dollar,$,99.2359,Exchange Rate API
2025-10-21,US Dollar,$,99.6172,Exchange Rate API
2025-10-20,US Dollar,$,99.2977,Exchange Rate API
2025-10-19,US Dollar,$,99.3384,Exchange Rate API
2025-10-18,US Dollar,$,99.6346,Exchange Rate API
2025-10-17,US Dollar,$,99.0823,Exchange Rate API
2025-10-16,US Dollar,$,99.0587,Exchange Rate API
2025-10-15,US Dollar,$,99.2046,Exchange Rate API
2025-10-14,US Dollar,$,99.4775,Exchange Rate API
2025-10-13,US Dollar,$,99.6487,Exchange Rate API
2025-10-12,US Dollar,$,99.585,Exchange Rate API
2025-10-11,US Dollar,$,99.5514,Exchange Rate API
2025-10-10,US Dollar,$,99.6406,Exchange Rate API
2025-10-09,US Dollar,$,99.5887,Exchange Rate API
2025-10-08,US Dollar,$,99.0715,Exchange Rate API
2025-10-07,US Dollar,$,99.0598,Exchange Rate API
2025-10-06,US Dollar,$,99.0767,Exchange Rate API
2025-10-05,US Dollar,$,99.1705,Exchange Rate API
2025-10-04,US Dollar,$,99.4276,Exchange Rate API
2025-10-03,US Dollar,$,98.9098,Exchange Rate API
2025-10-02,US Dollar,$,98.8554,Exchange Rate API
2025-10-01,US Dollar,$,98.6281,Exchange Rate API
2025-09-30,US Dollar,$,98.6175,Exchange Rate API
2025-09-29,US Dollar,$,98.8694,Exchange Rate API
2025-09-28,US Dollar,$,99.0021,Exchange Rate API
2025-09-27,US Dollar,$,98.6436,Exchange Rate API
2025-09-26,US Dollar,$,98.9307,Exchange Rate API
2025-09-25,US Dollar,$,99.471,Exchange Rate API
2025-09-24,US Dollar,$,99.4106,Exchange Rate API
2025-09-23,US Dollar,$,99.1824,Exchange Rate API
2025-09-22,US Dollar,$,99.5681,Exchange Rate API
2025-09-21,US Dollar,$,99.5023,Exchange Rate API
2025-09-20,US Dollar,$,99.5389,Exchange Rate API
2025-09-19,US Dollar,$,99.3507,Exchange Rate API
2025-09-18,US Dollar,$,99.5042,Exchange Rate API
2025-09-17,US Dollar,$,99.2103,Exchange Rate API
2025-09-16,US Dollar,$,98.9124,Exchange Rate API
2025-09-15,US Dollar,$,99.3684,Exchange Rate API
2025-09-14,US Dollar,$,99.2925,Exchange Rate API
2025-09-13,US Dollar,$,99.6717,Exchange Rate API
2025-09-12,US Dollar,$,99.238,Exchange Rate API
2025-09-11,US Dollar,$,99.1195,Exchange Rate API
2025-09-10,US Dollar,$,98.9356,Exchange Rate API
2025-09-09,US Dollar,$,98.6797,Exchange Rate API
2025-09-08,US Dollar,$,98.6012,Exchange Rate API
2025-09-07,US Dollar,$,98.8779,Exchange Rate API
2025-09-06,US Dollar,$,99.2929,Exchange Rate API
2025-09-05,US Dollar,$,99.1343,Exchange Rate API
2025-09-04,US Dollar,$,99.5659,Exchange Rate API
2025-09-03,US Dollar,$,100.0527,Exchange Rate API
2025-09-02,US Dollar,$,100.4175,Exchange Rate API
2025-09-01,US Dollar,$,100.7538,Exchange Rate API
2025-08-31,US Dollar,$,100.6024,Exchange Rate API
2025-08-30,US Dollar,$,101.0051,Exchange Rate API
2025-08-29,US Dollar,$,100.4001,Exchange Rate API
2025-08-28,US Dollar,$,100.5666,Exchange Rate API
2025-08-27,US Dollar,$,100.621,Exchange Rate API
2025-08-26,US Dollar,$,100.1841,Exchange Rate API
2025-08-25,US Dollar,$,100.0701,Exchange Rate API
2025-08-24,US Dollar,$,99.5218,Exchange Rate API
2025-08-23,US Dollar,$,98.9957,Exchange Rate API
2025-08-22,US Dollar,$,98.6016,Exchange Rate API
2025-08-21,US Dollar,$,98.1516,Exchange Rate API
2025-08-20,US Dollar,$,98.541,Exchange Rate API
2025-08-19,US Dollar,$,98.2599,Exchange Rate API
2025-08-18,US Dollar,$,98.6231,Exchange Rate API
2025-08-17,US Dollar,$,98.5348,Exchange Rate API
2025-08-16,US Dollar,$,98.7321,Exchange Rate API
2025-08-15,US Dollar,$,99.1183,Exchange Rate API
2025-08-14,US Dollar,$,98.6092,Exchange Rate API
2025-08-13,US Dollar,$,98.0783,Exchange Rate API
2025-08-12,US Dollar,$,97.9352,Exchange Rate API
2025-08-11,US Dollar,$,97.9894,Exchange Rate API
2025-08-10,US Dollar,$,98.2165,Exchange Rate API
2025-08-09,US Dollar,$,97.7127,Exchange Rate API
2025-08-08,US Dollar,$,98.1234,Exchange Rate API
2025-08-07,US Dollar,$,97.6325,Exchange Rate API
2025-08-06,US Dollar,$,97.7556,Exchange Rate API
2025-08-05,US Dollar,$,97.1793,Exchange Rate API
2025-08-04,US Dollar,$,97.4228,Exchange Rate API
2026-08-03,Euro,€,109.9384,Exchange Rate API
2026-08-02,Euro,€,109.5376,Exchange Rate API
2026-08-01,Euro,€,109.5793,Exchange Rate API
2026-07-31,Euro,€,109.9961,Exchange Rate API
2026-07-30,Euro,€,109.4131,Exchange Rate API
2026-07-29,Euro,€,108.9776,Exchange Rate API
2026-07-28,Euro,€,108.6547,Exchange Rate API
2026-07-27,Euro,€,108.4578,Exchange Rate API
2026-07-26,Euro,€,108.4664,Exchange Rate API
2026-07-25,Euro,€,108.4819,Exchange Rate API
2026-07-24,Euro,€,108.1186,Exchange Rate API
2026-07-23,Euro,€,107.9855,Exchange Rate API
2026-07-22,Euro,€,107.5703,Exchange Rate API
2026-07-21,Euro,€,107.7262,Exchange Rate API
2026-07-20,Euro,€,108.1488,Exchange Rate API
2026-07-19,Euro,€,108.2396,Exchange Rate API
2026-07-18,Euro,€,107.707,Exchange Rate API
2026-07-17,Euro,€,107.0962,Exchange Rate API
2026-07-16,Euro,€,107.1075,Exchange Rate API
2026-07-15,Euro,€,106.6735,Exchange Rate API
2026-07-14,Euro,€,106.2808,Exchange Rate API
2026-07-13,Euro,€,106.0132,Exchange Rate API
2026-07-12,Euro,€,105.892,Exchange Rate API
2026-07-11,Euro,€,105.8397,Exchange Rate API
2026-07-10,Euro,€,105.5076,Exchange Rate API
2026-07-09,Euro,€,105.4566,Exchange Rate API
2026-07-08,Euro,€,105.2437,Exchange Rate API
2026-07-07,Euro,€,105.6402,Exchange Rate API
2026-07-06,Euro,€,105.3312,Exchange Rate API
2026-07-05,Euro,€,104.8409,Exchange Rate API
2026-07-04,Euro,€,105.3109,Exchange Rate API
2026-07-03,Euro,€,104.746,Exchange Rate API
2026-07-02,Euro,€,104.1959,Exchange Rate API
2026-07-01,Euro,€,104.713,Exchange Rate API
2026-06-30,Euro,€,104.207,Exchange Rate API
2026-06-29,Euro,€,104.7997,Exchange Rate API
2026-06-28,Euro,€,104.3382,Exchange Rate API
2026-06-27,Euro,€,104.1339,Exchange Rate API
2026-06-26,Euro,€,104.2789,Exchange Rate API
2026-06-25,Euro,€,104.5078,Exchange Rate API
2026-06-24,Euro,€,104.8102,Exchange Rate API
2026-06-23,Euro,€,104.9262,Exchange Rate API
2026-06-22,Euro,€,104.7688,Exchange Rate API
2026-06-21,Euro,€,104.6323,Exchange Rate API
2026-06-20,Euro,€,104.6573,Exchange Rate API
2026-06-19,Euro,€,105.0963,Exchange Rate API
2026-06-18,Euro,€,104.6319,Exchange Rate API
2026-06-17,Euro,€,104.7526,Exchange Rate API
2026-06-16,Euro,€,105.2633,Exchange Rate API
2026-06-15,Euro,€,105.4383,Exchange Rate API
2026-06-14,Euro,€,105.5296,Exchange Rate API
2026-06-13,Euro,€,105.3994,Exchange Rate API
2026-06-12,Euro,€,105.6076,Exchange Rate API
2026-06-11,Euro,€,106.217,Exchange Rate API
2026-06-10,Euro,€,106.3155,Exchange Rate API
2026-06-09,Euro,€,106.5418,Exchange Rate API
2026-06-08,Euro,€,106.0834,Exchange Rate API
2026-06-07,Euro,€,105.575,Exchange Rate API
2026-06-06,Euro,€,106.1574,Exchange Rate API
2026-06-05,Euro,€,105.7251,Exchange Rate API
2026-06-04,Euro,€,105.8024,Exchange Rate API
2026-06-03,Euro,€,105.7756,Exchange Rate API
2026-06-02,Euro,€,106.3247,Exchange Rate API
2026-06-01,Euro,€,106.4162,Exchange Rate API
2026-05-31,Euro,€,106.0266,Exchange Rate API
2026-05-30,Euro,€,105.6055,Exchange Rate API
2026-05-29,Euro,€,105.4834,Exchange Rate API
2026-05-28,Euro,€,105.8432,Exchange Rate API
2026-05-27,Euro,€,106.1962,Exchange Rate API
2026-05-26,Euro,€,106.7919,Exchange Rate API
2026-05-25,Euro,€,106.2532,Exchange Rate API
2026-05-24,Euro,€,106.5697,Exchange Rate API
2026-05-23,Euro,€,106.1953,Exchange Rate API
2026-05-22,Euro,€,105.7925,Exchange Rate API
2026-05-21,Euro,€,105.5389,Exchange Rate API
2026-05-20,Euro,€,105.1566,Exchange Rate API
2026-05-19,Euro,€,105.6497,Exchange Rate API
2026-05-18,Euro,€,105.6212,Exchange Rate API
2026-05-17,Euro,€,105.4492,Exchange Rate API
2026-05-16,Euro,€,104.8409,Exchange Rate API
2026-05-15,Euro,€,105.2039,Exchange Rate API
2026-05-14,Euro,€,104.7729,Exchange Rate API
2026-05-13,Euro,€,105.3184,Exchange Rate API
2026-05-12,Euro,€,104.869,Exchange Rate API
2026-05-11,Euro,€,105.0601,Exchange Rate API
2026-05-10,Euro,€,105.2237,Exchange Rate API
2026-05-09,Euro,€,105.7688,Exchange Rate API
2026-05-08,Euro,€,106.3832,Exchange Rate API
2026-05-07,Euro,€,106.9872,Exchange Rate API
2026-05-06,Euro,€,107.1865,Exchange Rate API
2026-05-05,Euro,€,107.4099,Exchange Rate API
2026-05-04,Euro,€,108.0117,Exchange Rate API
2026-05-03,Euro,€,107.5231,Exchange Rate API
2026-05-02,Euro,€,107.7719,Exchange Rate API
2026-05-01,Euro,€,108.1793,Exchange Rate API
2026-04-30,Euro,€,108.2188,Exchange Rate API
2026-04-29,Euro,€,108.6763,Exchange Rate API
2026-04-28,Euro,€,108.9082,Exchange Rate API
2026-04-27,Euro,€,108.7496,Exchange Rate API
2026-04-26,Euro,€,108.6335,Exchange Rate API
2026-04-25,Euro,€,109.1637,Exchange Rate API
2026-04-24,Euro,€,109.4255,Exchange Rate API
2026-04-23,Euro,€,110.0534,Exchange Rate API
2026-04-22,Euro,€,110.5497,Exchange Rate API
2026-04-21,Euro,€,110.492,Exchange Rate API
2026-04-20,Euro,€,110.8192,Exchange Rate API
2026-04-19,Euro,€,110.4569,Exchange Rate API
2026-04-18,Euro,€,111.0267,Exchange Rate API
2026-04-17,Euro,€,111.4264,Exchange Rate API
2026-04-16,Euro,€,111.5937,Exchange Rate API
2026-04-15,Euro,€,112.0262,Exchange Rate API
2026-04-14,Euro,€,111.6081,Exchange Rate API
2026-04-13,Euro,€,111.0723,Exchange Rate API
2026-04-12,Euro,€,111.5946,Exchange Rate API
2026-04-11,Euro,€,111.9104,Exchange Rate API
2026-04-10,Euro,€,111.4821,Exchange Rate API
2026-04-09,Euro,€,111.0576,Exchange Rate API
2026-04-08,Euro,€,110.6747,Exchange Rate API
2026-04-07,Euro,€,110.0305,Exchange Rate API
2026-04-06,Euro,€,110.6442,Exchange Rate API
2026-04-05,Euro,€,111.2133,Exchange Rate API
2026-04-04,Euro,€,110.6079,Exchange Rate API
2026-04-03,Euro,€,110.2107,Exchange Rate API
2026-04-02,Euro,€,110.2889,Exchange Rate API
2026-04-01,Euro,€,110.7175,Exchange Rate API
2026-03-31,Euro,€,110.3852,Exchange Rate API
2026-03-30,Euro,€,110.6289,Exchange Rate API
