application_id,customer_id,loan_id,application_date,requested_amount,approval_status,created_at,updated_at,source_system
APP00000037,CUST00001850,,2025-05-26,2954362.98,Pending,2026-07-25 01:44:21.184371,,Loan Management System
APP00000038,CUST00003400,LN00001538,2021-10-22,2102920.22,Approved,2026-07-25 01:44:21.184371,,Loan Management System
APP00000039,CUST00000571,,2025-09-08,2064963.05,Rejected,2026-07-25 01:44:21.185368,,Loan Management System
APP00000040,CUST00002063,LN00000039,2024-06-05,1226109.85,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000041,CUST00002767,LN00000967,2023-03-02,2702795.79,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000042,CUST00000238,,2022-04-23,9887754.35,Cancelled,2026-07-25 01:44:21.185368,,Loan Management System
APP00000043,CUST00002428,LN00000336,2014-09-04,10440395.52,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000044,CUST00000257,LN00001259,2012-10-18,2422016.98,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000045,CUST00000301,LN00001836,2019-02-08,59434.03,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000046,CUST00000118,LN00000014,2012-12-29,1811746.47,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000047,CUST00000557,LN00001067,2018-04-13,7616160.27,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000048,CUST00002887,,2016-07-21,588124.81,Rejected,2026-07-25 01:44:21.185368,,Loan Management System
APP00000049,CUST00002147,LN00000489,2016-03-28,1302210.17,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000050,CUST00001432,LN00001897,2018-06-12,10519764.57,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000051,CUST00003229,LN00002355,2022-12-14,272838.02,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000052,CUST00002274,LN00000849,2024-02-15,1033064.95,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000053,CUST00000419,LN00001584,2023-05-17,8404224.73,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000054,CUST00002004,LN00001185,2012-07-02,376681.37,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000055,CUST00000721,LN00001660,2025-03-21,808419.85,Approved,2026-07-25 01:44:21.185368,,Loan Management System
APP00000056,CUST00002464,LN00001699,2022-01-13,3697384.78,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000057,CUST00004869,,2025-06-07,3247166.87,Rejected,2026-07-25 01:44:21.186363,,Loan Management System
APP00000058,CUST00001164,LN00002306,2018-09-27,5190474.8,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000059,CUST00004248,LN00000076,2023-07-04,1768874.97,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000060,CUST00003526,LN00000582,2026-04-19,530428.27,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000061,CUST00003586,LN00002277,2022-09-10,3596112.96,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000062,CUST00001087,LN00000375,2024-10-13,5378690.58,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000063,CUST00002330,LN00001646,2017-09-10,8799358.83,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000064,CUST00003769,LN00002068,2011-08-14,2644507.86,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000065,CUST00000889,,2026-03-25,816877.22,Rejected,2026-07-25 01:44:21.186363,,Loan Management System
APP00000066,CUST00003614,LN00002368,2016-09-01,1118002.5,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000067,CUST00003012,LN00000483,2013-06-12,2465772.5,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000068,CUST00004179,LN00001358,2015-07-15,2008845.45,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000069,CUST00003123,LN00000650,2017-08-16,3169492.06,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000070,CUST00003587,LN00001649,2016-02-17,10240213.49,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000071,CUST00003448,LN00001250,2023-03-26,2607823.96,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000072,CUST00002688,LN00001687,2022-12-08,328291.87,Approved,2026-07-25 01:44:21.186363,,Loan Management System
APP00000073,CUST00004434,,2024-03-16,1290765.39,Pending,2026-07-25 01:44:21.187355,,Loan Management System
APP00000074,CUST00000466,,2019-01-16,2667484.85,Rejected,2026-07-25 01:44:21.187355,,Loan Management System
APP00000075,CUST00000109,LN00001343,2024-06-04,6859419.96,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000076,CUST00001415,LN00001966,2025-03-21,1969077.89,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000077,CUST00001169,LN00000432,2015-11-18,1518515.08,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000078,CUST00001732,LN00000240,2019-10-17,246729.8,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000079,CUST00003457,,2023-05-03,17428610.33,Rejected,2026-07-25 01:44:21.187355,,Loan Management System
APP00000080,CUST00001693,LN00000440,2013-10-02,2178100.09,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000081,CUST00000195,LN00002159,2012-10-09,495411.96,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000082,CUST00002732,LN00001675,2017-10-02,1605660.18,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000083,CUST00000862,LN00002419,2019-02-22,223405.07,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000084,CUST00002373,LN00001366,2012-12-31,3054571.16,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000085,CUST00003556,LN00000717,2015-07-03,7294439.28,Approved,2026-07-25 01:44:21.187355,,Loan Management System
APP00000086,CUST00002802,LN00002367,2015-06-26,8112727.38,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000087,CUST00002169,,2018-11-20,6499610.64,Pending,2026-07-25 01:44:21.188358,,Loan Management System
APP00000088,CUST00004062,LN00000080,2015-06-07,603874.6,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000089,CUST00004524,LN00000170,2023-01-06,239098.69,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000090,CUST00003324,LN00000057,2021-10-22,2237128.88,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000091,CUST00002715,LN00001147,2013-05-30,4981213.11,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000092,CUST00000726,LN00001156,2012-05-23,6932593.49,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000093,CUST00001368,,2013-04-22,5832197.68,Rejected,2026-07-25 01:44:21.188358,,Loan Management System
APP00000094,CUST00000132,LN00002007,2017-10-24,82780.04,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000095,CUST00003137,LN00000180,2020-11-21,7351196.61,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000096,CUST00001591,LN00001870,2021-06-06,1288252.26,Approved,2026-07-25 01:44:21.188358,,Loan Management System
APP00000097,CUST00004946,,2016-10-10,4822048.75,Rejected,2026-07-25 01:44:21.189354,,Loan Management System
APP00000098,CUST00003432,LN00001148,2025-07-01,980817.6,Approved,2026-07-25 01:44:21.189354,,Loan Management System
APP00000099,CUST00004778,LN00001497,2012-03-02,6135300.56,Approved,2026-07-25 01:44:21.189354,,Loan Management System
APP00000100,CUST00004742,,2023-10-09,250161.72,Pending,2026-07-25 01:44:21.189354,,Loan Management System
APP00000101,CUST00002071,LN00000274,2015-05-01,1853159.77,Approved,2026-07-25 01:44:21.189354,,Loan Management System
APP00000102,CUST00000726,,2014-05-25,3723288.79,Pending,2026-07-25 01:44:21.189354,,Loan Management System
APP00000103,CUST00002652,,2023-04-19,11652004.17,Rejected,2026-07-25 01:44:21.189354,,Loan Management System
APP00000104,CUST00004286,,2019-02-11,4846541.12,Rejected,2026-07-25 01:44:21.190363,,Loan Management System
APP00000105,CUST00000464,LN00000451,2021-01-23,1333244.66,Approved,2026-07-25 01:44:21.190363,,Loan Management System
APP00000106,CUST00001795,,2019-03-03,1019226.73,Rejected,2026-07-25 01:44:21.190363,,Loan Management System
APP00000107,CUST00004301,LN00002342,2014-03-04,6003703.32,Approved,2026-07-25 01:44:21.190363,,Loan Management System
APP00000108,CUST00000462,,2023-12-05,108789.01,Pending,2026-07-25 01:44:21.190363,,Loan Management System
APP00000109,CUST00003374,,2026-05-13,1032021.88,Cancelled,2026-07-25 01:44:21.191349,,Loan Management System
APP00000110,CUST00004100,,2017-07-23,9607055.74,Pending,2026-07-25 01:44:21.191349,,Loan Management System
APP00000111,CUST00002433,,2022-01-08,1698721.38,Rejected,2026-07-25 01:44:21.191349,,Loan Management System
APP00000112,CUST00002702,,2018-12-17,163739.27,Rejected,2026-07-25 01:44:21.191349,,Loan Management System
APP00000113,CUST00002080,,2016-03-26,1991708.56,Rejected,2026-07-25 01:44:21.191349,,Loan Management System
APP00000114,CUST00001163,LN00001784,2024-06-04,998395.75,Approved,2026-07-25 01:44:21.192352,,Loan Management System
APP00000115,CUST00001477,LN00001375,2019-11-22,264005.67,Approved,2026-07-25 01:44:21.192352,,Loan Management System
APP00000116,CUST00000698,,2022-12-24,824430.51,Cancelled,2026-07-25 01:44:21.192352,,Loan Management System
APP00000117,CUST00004230,LN00000859,2019-10-06,2478229.69,Approved,2026-07-25 01:44:21.192352,,Loan Management System
APP00000118,CUST00002521,,2017-09-28,2286943.39,Rejected,2026-07-25 01:44:21.192352,,Loan Management System
APP00000119,CUST00000231,LN00000709,2020-04-18,605239.19,Approved,2026-07-25 01:44:21.192352,,Loan Management System
APP00000120,CUST00004815,LN00001168,2021-10-01,1220617.37,Approved,2026-07-25 01:44:21.192352,,Loan Management System
APP00000121,CUST00004712,,2012-02-03,632850.87,Pending,2026-07-25 01:44:21.192352,,Loan Management System
APP00000122,CUST00003913,LN00000100,2023-05-15,7486595.09,Approved,2026-07-25 01:44:21.192352,,Loan Management System
APP00000123,CUST00004847,,2025-12-31,664028.22,Rejected,2026-07-25 01:44:21.193378,,Loan Management System
APP00000124,CUST00003447,LN00000004,2024-03-03,1843111.41,Approved,2026-07-25 01:44:21.193378,,Loan Management System
APP00000125,CUST00002128,LN00001801,2013-09-20,18518885.66,Approved,2026-07-25 01:44:21.193378,,Loan Management System
APP00000126,CUST00004154,LN00001196,2014-01-29,5218334.15,Approved,2026-07-25 01:44:21.193378,,Loan Management System
APP00000127,CUST00001550,LN00001465,2019-03-15,3966245.49,Approved,2026-07-25 01:44:21.193378,,Loan Management System
APP00000128,CUST00003786,LN00000940,2023-08-19,1510161.04,Approved,2026-07-25 01:44:21.193378,,Loan Management System
APP00000129,CUST00004257,LN00000408,2012-10-25,1882921.23,Approved,2026-07-25 01:44:21.193378,,Loan Management System
APP00000130,CUST00004442,,2024-10-21,8603787.72,Cancelled,2026-07-25 01:44:21.193378,,Loan Management System
APP00000131,CUST00003409,,2022-07-15,145674.3,Pending,2026-07-25 01:44:21.193378,,Loan Management System
APP00000132,CUST00000314,,2017-10-17,2902402.29,Rejected,2026-07-25 01:44:21.194356,,Loan Management System
APP00000133,CUST00004444,LN00000374,2016-01-01,9397063.52,Approved,2026-07-25 01:44:21.194356,,Loan Management System
APP00000134,CUST00001232,LN00001905,2016-10-24,1369064.22,Approved,2026-07-25 01:44:21.194356,,Loan Management System
APP00000135,CUST00001893,,2021-03-18,2092040.43,Rejected,2026-07-25 01:44:21.194356,,Loan Management System
APP00000136,CUST00002201,LN00002412,2020-02-20,553526.48,Approved,2026-07-25 01:44:21.194356,,Loan Management System
APP00000137,CUST00000331,,2021-11-08,2409200.08,Rejected,2026-07-25 01:44:21.194356,,Loan Management System
APP00000138,CUST00004150,LN00000205,2014-06-22,1495404.51,Approved,2026-07-25 01:44:21.194356,,Loan Management System
APP00000139,CUST00002919,LN00001961,2013-06-19,2510046.05,Approved,2026-07-25 01:44:21.194356,,Loan Management System
APP00000140,CUST00004679,LN00001030,2019-11-26,8804176.22,Approved,2026-07-25 01:44:21.194356,,Loan Management System
APP00000141,CUST00002052,LN00000239,2023-12-11,13186508.42,Approved,2026-07-25 01:44:21.194356,,Loan Management System
APP00000142,CUST00002330,,2019-02-11,2041775.25,Rejected,2026-07-25 01:44:21.194356,,Loan Management System
APP00000143,CUST00001339,LN00001550,2015-09-26,2206365.01,Approved,2026-07-25 01:44:21.195361,,Loan Management System
APP00000144,CUST00004032,LN00001108,2021-09-11,1384993.77,Approved,2026-07-25 01:44:21.195361,,Loan Management System
APP00000145,CUST00000134,,2013-11-26,894671.89,Cancelled,2026-07-25 01:44:21.195361,,Loan Management System
APP00000146,CUST00001872,LN00000889,2017-12-25,1455681.13,Approved,2026-07-25 01:44:21.195361,,Loan Management System
APP00000147,CUST00004034,,2017-10-21,8169112.86,Rejected,2026-07-25 01:44:21.195361,,Loan Management System
APP00000148,CUST00001175,,2018-05-02,928203.93,Rejected,2026-07-25 01:44:21.195361,,Loan Management System
APP00000149,CUST00003499,LN00000203,2019-12-29,19954010.4,Approved,2026-07-25 01:44:21.195361,,Loan Management System
APP00000150,CUST00000063,,2022-08-12,1750952.86,Rejected,2026-07-25 01:44:21.196357,,Loan Management System
APP00000151,CUST00000903,,2016-04-20,586209.22,Cancelled,2026-07-25 01:44:21.196357,,Loan Management System
APP00000152,CUST00001759,LN00001956,2013-04-20,2698204.83,Approved,2026-07-25 01:44:21.196357,,Loan Management System
APP00000153,CUST00001621,LN00002430,2017-10-20,2567582.4,Approved,2026-07-25 01:44:21.196357,,Loan Management System
APP00000154,CUST00004031,LN00001833,2020-02-19,1531672.62,Approved,2026-07-25 01:44:21.196357,,Loan Management System
APP00000155,CUST00002458,LN00000672,2014-09-16,11949054.05,Approved,2026-07-25 01:44:21.196357,,Loan Management System
APP00000156,CUST00001221,LN00002228,2013-04-17,279177.96,Approved,2026-07-25 01:44:21.196357,,Loan Management System
APP00000157,CUST00001877,LN00000747,2024-04-22,8595022.59,Approved,2026-07-25 01:44:21.196357,,Loan Management System
APP00000158,CUST00003558,,2018-02-22,863345.9,Rejected,2026-07-25 01:44:21.196357,,Loan Management System
APP00000159,CUST00004016,,2021-02-12,9711045.43,Rejected,2026-07-25 01:44:21.196357,,Loan Management System
APP00000160,CUST00000314,,2013-07-25,1773756.38,Rejected,2026-07-25 01:44:21.197356,,Loan Management System
APP00000161,CUST00002316,LN00001789,2025-04-18,2558109.7,Approved,2026-07-25 01:44:21.197356,,Loan Management System
APP00000162,CUST00003735,,2024-09-29,3147520.89,Rejected,2026-07-25 01:44:21.197356,,Loan Management System
APP00000163,CUST00002418,LN00001768,2022-09-27,2905715.97,Approved,2026-07-25 01:44:21.197356,,Loan Management System
APP00000164,CUST00003087,LN00002080,2025-09-08,6061768.54,Approved,2026-07-25 01:44:21.197356,,Loan Management System
APP00000165,CUST00004550,LN00002094,2016-10-10,607449.38,Approved,2026-07-25 01:44:21.197356,,Loan Management System
APP00000166,CUST00003643,,2021-12-21,888905.21,Rejected,2026-07-25 01:44:21.197356,,Loan Management System
APP00000167,CUST00002849,LN00002112,2023-03-17,126582.74,Approved,2026-07-25 01:44:21.197356,,Loan Management System
APP00000168,CUST00003932,,2023-05-15,1021673.56,Pending,2026-07-25 01:44:21.198359,,Loan Management System
APP00000169,CUST00003541,LN00001404,2020-02-29,801847.06,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000170,CUST00000482,LN00002276,2021-05-12,576783.87,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000171,CUST00004109,LN00001442,2019-06-21,2031927.95,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000172,CUST00002923,LN00001525,2017-10-22,661072.19,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000173,CUST00003962,,2026-01-26,7593812.13,Pending,2026-07-25 01:44:21.198359,,Loan Management System
APP00000174,CUST00000381,LN00000280,2015-04-30,1185963.24,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000175,CUST00003888,LN00001303,2013-04-16,1109467.48,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000176,CUST00000598,LN00001349,2016-05-03,84834.62,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000177,CUST00001807,LN00001832,2017-09-01,16003693.96,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000178,CUST00002819,LN00000054,2017-07-09,2457723.75,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000179,CUST00001177,LN00000992,2022-04-17,8114093.19,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000180,CUST00003235,,2022-12-03,1091272.84,Cancelled,2026-07-25 01:44:21.198359,,Loan Management System
APP00000181,CUST00001184,LN00000972,2021-02-12,1664164.8,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000182,CUST00001677,LN00002169,2019-01-20,1142718.54,Approved,2026-07-25 01:44:21.198359,,Loan Management System
APP00000183,CUST00003639,,2020-12-01,2556108.14,Pending,2026-07-25 01:44:21.199362,,Loan Management System
APP00000184,CUST00004116,LN00000212,2022-05-29,1505261.29,Approved,2026-07-25 01:44:21.199362,,Loan Management System
APP00000185,CUST00004527,,2016-07-02,1383617.84,Rejected,2026-07-25 01:44:21.199362,,Loan Management System
APP00000186,CUST00003172,LN00001993,2026-04-10,9464658.15,Approved,2026-07-25 01:44:21.199362,,Loan Management System
APP00000187,CUST00000267,LN00001453,2012-01-26,613950.28,Approved,2026-07-25 01:44:21.199362,,Loan Management System
APP00000188,CUST00002804,LN00000092,2025-08-17,9619092.89,Approved,2026-07-25 01:44:21.199362,,Loan Management System
APP00000189,CUST00004472,,2025-01-23,3462975.86,Rejected,2026-07-25 01:44:21.199362,,Loan Management System
APP00000190,CUST00000097,,2017-09-17,6750026.37,Rejected,2026-07-25 01:44:21.200363,,Loan Management System
APP00000191,CUST00000289,LN00001129,2022-05-19,1781197.19,Approved,2026-07-25 01:44:21.200363,,Loan Management System
APP00000192,CUST00001486,,2015-05-18,578184.25,Pending,2026-07-25 01:44:21.200363,,Loan Management System
APP00000193,CUST00000675,,2013-08-17,4957619.62,Rejected,2026-07-25 01:44:21.200363,,Loan Management System
APP00000194,CUST00001410,LN00001597,2012-04-12,1167575.23,Approved,2026-07-25 01:44:21.200363,,Loan Management System
APP00000195,CUST00003393,LN00001350,2018-11-19,1026333.06,Approved,2026-07-25 01:44:21.200363,,Loan Management System
APP00000196,CUST00002118,LN00001948,2021-04-15,607305.59,Approved,2026-07-25 01:44:21.200363,,Loan Management System
APP00000197,CUST00001247,LN00001391,2021-09-20,2041661.91,Approved,2026-07-25 01:44:21.200363,,Loan Management System
APP00000198,CUST00003688,LN00000059,2025-02-19,3310911.59,Approved,2026-07-25 01:44:21.200363,,Loan Management System
APP00000199,CUST00001337,,2017-09-13,2035314.33,Rejected,2026-07-25 01:44:21.200363,,Loan Management System
APP00000200,CUST00000922,LN00001662,2019-07-05,2994706.23,Approved,2026-07-25 01:44:21.200363,,Loan Management System
APP00000201,CUST00001758,LN00000677,2024-04-10,1199908.94,Approved,2026-07-25 01:44:21.201369,,Loan Management System
APP00000202,CUST00002425,,2017-11-02,1286469.02,Rejected,2026-07-25 01:44:21.201369,,Loan Management System
APP00000203,CUST00000391,,2019-07-07,6973406.43,Cancelled,2026-07-25 01:44:21.201369,,Loan Management System
APP00000204,CUST00001090,,2025-03-26,15995889.76,Rejected,2026-07-25 01:44:21.201369,,Loan Management System
APP00000205,CUST00001267,,2020-12-11,764346.57,Rejected,2026-07-25 01:44:21.202359,,Loan Management System
APP00000206,CUST00002120,LN00000302,2023-09-25,2543837.51,Approved,2026-07-25 01:44:21.202359,,Loan Management System
APP00000207,CUST00004661,LN00001774,2012-06-01,5510447.57,Approved,2026-07-25 01:44:21.202359,,Loan Management System
APP00000208,CUST00003920,,2013-01-10,1163950.03,Rejected,2026-07-25 01:44:21.202359,,Loan Management System
APP00000209,CUST00002606,LN00000407,2020-01-20,9687461.85,Approved,2026-07-25 01:44:21.202359,,Loan Management System
APP00000210,CUST00000750,,2016-10-27,954208.67,Rejected,2026-07-25 01:44:21.202359,,Loan Management System
APP00000211,CUST00004320,LN00000906,2024-03-30,1966000.35,Approved,2026-07-25 01:44:21.202359,,Loan Management System
APP00000212,CUST00002594,LN00000810,2012-11-21,1659301.67,Approved,2026-07-25 01:44:21.202359,,Loan Management System
APP00000213,CUST00003211,LN00000038,2011-08-23,3793223.99,Approved,2026-07-25 01:44:21.202359,,Loan Management System
APP00000214,CUST00001454,LN00001082,2017-06-27,5795820.08,Approved,2026-07-25 01:44:21.202359,,Loan Management System
APP00000215,CUST00000227,,2024-08-24,342272.81,Rejected,2026-07-25 01:44:21.203356,,Loan Management System
APP00000216,CUST00001660,LN00000685,2011-07-05,3135230.77,Approved,2026-07-25 01:44:21.203356,,Loan Management System
APP00000217,CUST00003322,LN00000621,2012-03-13,2469914.62,Approved,2026-07-25 01:44:21.203356,,Loan Management System
APP00000218,CUST00002785,LN00000497,2025-12-03,3225295.28,Approved,2026-07-25 01:44:21.203356,,Loan Management System
APP00000219,CUST00002215,,2013-09-10,140246.42,Cancelled,2026-07-25 01:44:21.203356,,Loan Management System
APP00000220,CUST00002793,,2016-12-14,618552.07,Pending,2026-07-25 01:44:21.204275,,Loan Management System
APP00000221,CUST00002708,LN00001923,2017-10-02,1017645.15,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000222,CUST00001111,LN00000292,2017-02-20,1331515.42,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000223,CUST00004191,LN00001307,2018-07-09,337405.77,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000224,CUST00003345,,2023-02-18,3742891.37,Pending,2026-07-25 01:44:21.204275,,Loan Management System
APP00000225,CUST00000683,LN00000267,2022-08-03,6218320.1,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000226,CUST00001934,LN00002118,2015-08-15,1099890.88,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000227,CUST00000950,LN00000319,2019-05-16,1650961.53,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000228,CUST00004817,LN00001076,2020-07-28,4267347.52,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000229,CUST00001205,LN00001152,2012-10-23,138585.79,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000230,CUST00004901,,2014-08-28,349833.12,Rejected,2026-07-25 01:44:21.204275,,Loan Management System
APP00000231,CUST00000365,LN00001055,2015-07-08,1730080.55,Approved,2026-07-25 01:44:21.204275,,Loan Management System
APP00000232,CUST00001523,,2018-12-03,625852.06,Rejected,2026-07-25 01:44:21.205274,,Loan Management System
APP00000233,CUST00003057,LN00001479,2023-04-24,6652660.05,Approved,2026-07-25 01:44:21.205274,,Loan Management System
APP00000234,CUST00001013,,2026-05-01,4616287.21,Pending,2026-07-25 01:44:21.205274,,Loan Management System
APP00000235,CUST00003896,LN00000935,2017-09-07,941570.29,Approved,2026-07-25 01:44:21.205274,,Loan Management System
APP00000236,CUST00000316,,2025-09-15,1160400.35,Rejected,2026-07-25 01:44:21.205274,,Loan Management System
APP00000237,CUST00000705,LN00000154,2021-05-09,108698.97,Approved,2026-07-25 01:44:21.205274,,Loan Management System
APP00000238,CUST00002234,,2020-05-17,460996.95,Rejected,2026-07-25 01:44:21.205274,,Loan Management System
