rate_date,currency,currency_symbol,rate_to_inr,source
2025-12-07,US Dollar,$,95.243,Exchange Rate API
2025-12-06,US Dollar,$,94.7631,Exchange Rate API
2025-12-05,US Dollar,$,94.4058,Exchange Rate API
2025-12-04,US Dollar,$,94.5135,Exchange Rate API
2025-12-03,US Dollar,$,94.7122,Exchange Rate API
2025-12-02,US Dollar,$,94.4112,Exchange Rate API
2025-12-01,US Dollar,$,93.9806,Exchange Rate API
2025-11-30,US Dollar,$,94.4208,Exchange Rate API
2025-11-29,US Dollar,$,94.1332,Exchange Rate API
2025-11-28,US Dollar,$,94.24,Exchange Rate API
2025-11-27,US Dollar,$,94.375,Exchange Rate API
2025-11-26,US Dollar,$,94.2835,Exchange Rate API
2025-11-25,US Dollar,$,94.3782,Exchange Rate API
2025-11-24,US Dollar,$,94.404,Exchange Rate API
2025-11-23,US Dollar,$,94.8965,Exchange Rate API
2025-11-22,US Dollar,$,94.5597,Exchange Rate API
2025-11-21,US Dollar,$,94.805,Exchange Rate API
2025-11-20,US Dollar,$,94.5077,Exchange Rate API
2025-11-19,US Dollar,$,94.3895,Exchange Rate API
2025-11-18,US Dollar,$,94.584,Exchange Rate API
2025-11-17,US Dollar,$,94.357,Exchange Rate API
2025-11-16,US Dollar,$,94.1489,Exchange Rate API
2025-11-15,US Dollar,$,94.4335,Exchange Rate API
2025-11-14,US Dollar,$,93.9491,Exchange Rate API
2025-11-13,US Dollar,$,93.9021,Exchange Rate API
2025-11-12,US Dollar,$,94.4638,Exchange Rate API
2025-11-11,US Dollar,$,95.0262,Exchange Rate API
2025-11-10,US Dollar,$,94.5396,Exchange Rate API
2025-11-09,US Dollar,$,94.2142,Exchange Rate API
2025-11-08,US Dollar,$,93.9487,Exchange Rate API
2025-11-07,US Dollar,$,94.4371,Exchange Rate API
2025-11-06,US Dollar,$,94.8687,Exchange Rate API
2025-11-05,US Dollar,$,95.3005,Exchange Rate API
2025-11-04,US Dollar,$,95.1513,Exchange Rate API
2025-11-03,US Dollar,$,94.7605,Exchange Rate API
2025-11-02,US Dollar,$,95.14,Exchange Rate API
2025-11-01,US Dollar,$,95.3724,Exchange Rate API
2025-10-31,US Dollar,$,95.5002,Exchange Rate API
2025-10-30,US Dollar,$,96.0586,Exchange Rate API
2025-10-29,US Dollar,$,96.2361,Exchange Rate API
2025-10-28,US Dollar,$,95.6677,Exchange Rate API
2025-10-27,US Dollar,$,96.0317,Exchange Rate API
2025-10-26,US Dollar,$,95.8005,Exchange Rate API
2025-10-25,US Dollar,$,95.9883,Exchange Rate API
2025-10-24,US Dollar,$,96.4939,Exchange Rate API
2025-10-23,US Dollar,$,96.0704,Exchange Rate API
2025-10-22,US Dollar,$,95.627,Exchange Rate API
2025-10-21,US Dollar,$,95.1761,Exchange Rate API
2025-10-20,US Dollar,$,95.2369,Exchange Rate API
2025-10-19,US Dollar,$,94.9767,Exchange Rate API
2025-10-18,US Dollar,$,95.0962,Exchange Rate API
2025-10-17,US Dollar,$,95.3445,Exchange Rate API
2025-10-16,US Dollar,$,95.0054,Exchange Rate API
2025-10-15,US Dollar,$,95.1584,Exchange Rate API
2025-10-14,US Dollar,$,94.8889,Exchange Rate API
2025-10-13,US Dollar,$,94.8758,Exchange Rate API
2025-10-12,US Dollar,$,95.3373,Exchange Rate API
2025-10-11,US Dollar,$,95.7333,Exchange Rate API
2025-10-10,US Dollar,$,95.2649,Exchange Rate API
2025-10-09,US Dollar,$,95.1775,Exchange Rate API
2025-10-08,US Dollar,$,94.9224,Exchange Rate API
2025-10-07,US Dollar,$,94.3569,Exchange Rate API
2025-10-06,US Dollar,$,94.6639,Exchange Rate API
2025-10-05,US Dollar,$,94.8197,Exchange Rate API
2025-10-04,US Dollar,$,94.5488,Exchange Rate API
2025-10-03,US Dollar,$,94.8225,Exchange Rate API
2025-10-02,US Dollar,$,94.8813,Exchange Rate API
2025-10-01,US Dollar,$,94.799,Exchange Rate API
2025-09-30,US Dollar,$,94.2412,Exchange Rate API
2025-09-29,US Dollar,$,93.7608,Exchange Rate API
2025-09-28,US Dollar,$,94.1918,Exchange Rate API
2025-09-27,US Dollar,$,94.6484,Exchange Rate API
2025-09-26,US Dollar,$,94.7002,Exchange Rate API
2025-09-25,US Dollar,$,95.0804,Exchange Rate API
2025-09-24,US Dollar,$,95.1745,Exchange Rate API
2025-09-23,US Dollar,$,94.7726,Exchange Rate API
2025-09-22,US Dollar,$,94.3489,Exchange Rate API
2025-09-21,US Dollar,$,94.1318,Exchange Rate API
2025-09-20,US Dollar,$,94.5825,Exchange Rate API
2025-09-19,US Dollar,$,94.9186,Exchange Rate API
2025-09-18,US Dollar,$,95.3294,Exchange Rate API
2025-09-17,US Dollar,$,95.7858,Exchange Rate API
2025-09-16,US Dollar,$,95.4526,Exchange Rate API
2025-09-15,US Dollar,$,95.1657,Exchange Rate API
2025-09-14,US Dollar,$,94.7121,Exchange Rate API
2025-09-13,US Dollar,$,95.0305,Exchange Rate API
2025-09-12,US Dollar,$,95.4686,Exchange Rate API
2025-09-11,US Dollar,$,95.3613,Exchange Rate API
2025-09-10,US Dollar,$,95.4994,Exchange Rate API
2025-09-09,US Dollar,$,95.1035,Exchange Rate API
2025-09-08,US Dollar,$,95.5941,Exchange Rate API
2025-09-07,US Dollar,$,96.0123,Exchange Rate API
2025-09-06,US Dollar,$,96.561,Exchange Rate API
2025-09-05,US Dollar,$,96.9211,Exchange Rate API
2025-09-04,US Dollar,$,97.3647,Exchange Rate API
2025-09-03,US Dollar,$,96.8095,Exchange Rate API
2025-09-02,US Dollar,$,97.0843,Exchange Rate API
2025-09-01,US Dollar,$,96.8888,Exchange Rate API
2025-08-31,US Dollar,$,97.3897,Exchange Rate API
2025-08-30,US Dollar,$,97.7429,Exchange Rate API
2025-08-29,US Dollar,$,98.1699,Exchange Rate API
2025-08-28,US Dollar,$,98.536,Exchange Rate API
2025-08-27,US Dollar,$,98.2603,Exchange Rate API
2025-08-26,US Dollar,$,98.5992,Exchange Rate API
2025-08-25,US Dollar,$,98.1355,Exchange Rate API
2025-08-24,US Dollar,$,98.5738,Exchange Rate API
2025-08-23,US Dollar,$,98.998,Exchange Rate API
2025-08-22,US Dollar,$,98.6683,Exchange Rate API
2025-08-21,US Dollar,$,99.0431,Exchange Rate API
2025-08-20,US Dollar,$,98.9959,Exchange Rate API
2025-08-19,US Dollar,$,98.7645,Exchange Rate API
2025-08-18,US Dollar,$,99.1145,Exchange Rate API
2025-08-17,US Dollar,$,98.7905,Exchange Rate API
2025-08-16,US Dollar,$,98.2258,Exchange Rate API
2025-08-15,US Dollar,$,97.8641,Exchange Rate API
2025-08-14,US Dollar,$,97.6624,Exchange Rate API
2025-08-13,US Dollar,$,98.0894,Exchange Rate API
2025-08-12,US Dollar,$,98.639,Exchange Rate API
2025-08-11,US Dollar,$,98.3776,Exchange Rate API
2025-08-10,US Dollar,$,98.5446,Exchange Rate API
2025-08-09,US Dollar,$,98.426,Exchange Rate API
2025-08-08,US Dollar,$,98.9943,Exchange Rate API
2025-08-07,US Dollar,$,99.0373,Exchange Rate API
2025-08-06,US Dollar,$,99.5593,Exchange Rate API
2025-08-05,US Dollar,$,99.0997,Exchange Rate API
2025-08-04,US Dollar,$,99.6591,Exchange Rate API
2025-08-03,US Dollar,$,99.2747,Exchange Rate API
2025-08-02,US Dollar,$,99.8257,Exchange Rate API
2025-08-01,US Dollar,$,99.5448,Exchange Rate API
2025-07-31,US Dollar,$,99.077,Exchange Rate API
2025-07-30,US Dollar,$,98.9992,Exchange Rate API
2025-07-29,US Dollar,$,99.2707,Exchange Rate API
2025-07-28,US Dollar,$,99.0487,Exchange Rate API
2025-07-27,US Dollar,$,99.1749,Exchange Rate API
2025-07-26,US Dollar,$,99.1885,Exchange Rate API
2026-07-25,Euro,€,109.9143,Exchange Rate API
2026-07-24,Euro,€,110.0153,Exchange Rate API
2026-07-23,Euro,€,109.6915,Exchange Rate API
2026-07-22,Euro,€,109.9663,Exchange Rate API
2026-07-21,Euro,€,109.3087,Exchange Rate API
2026-07-20,Euro,€,109.8669,Exchange Rate API
2026-07-19,Euro,€,109.9176,Exchange Rate API
2026-07-18,Euro,€,110.207,Exchange Rate API
2026-07-17,Euro,€,110.527,Exchange Rate API
2026-07-16,Euro,€,110.7533,Exchange Rate API
2026-07-15,Euro,€,110.5728,Exchange Rate API
2026-07-14,Euro,€,110.0022,Exchange Rate API
2026-07-13,Euro,€,110.219,Exchange Rate API
2026-07-12,Euro,€,109.9944,Exchange Rate API
2026-07-11,Euro,€,109.7488,Exchange Rate API
2026-07-10,Euro,€,110.2071,Exchange Rate API
2026-07-09,Euro,€,110.4977,Exchange Rate API
2026-07-08,Euro,€,110.2329,Exchange Rate API
2026-07-07,Euro,€,109.9806,Exchange Rate API
2026-07-06,Euro,€,109.8597,Exchange Rate API
2026-07-05,Euro,€,109.731,Exchange Rate API
2026-07-04,Euro,€,109.4619,Exchange Rate API
2026-07-03,Euro,€,108.9723,Exchange Rate API
2026-07-02,Euro,€,108.8683,Exchange Rate API
2026-07-01,Euro,€,109.4436,Exchange Rate API
2026-06-30,Euro,€,109.6765,Exchange Rate API
2026-06-29,Euro,€,110.2066,Exchange Rate API
2026-06-28,Euro,€,110.3594,Exchange Rate API
2026-06-27,Euro,€,110.0958,Exchange Rate API
2026-06-26,Euro,€,110.1591,Exchange Rate API
2026-06-25,Euro,€,109.4987,Exchange Rate API
2026-06-24,Euro,€,109.2187,Exchange Rate API
2026-06-23,Euro,€,109.1268,Exchange Rate API
2026-06-22,Euro,€,109.2315,Exchange Rate API
2026-06-21,Euro,€,109.4343,Exchange Rate API
2026-06-20,Euro,€,109.3883,Exchange Rate API
2026-06-19,Euro,€,109.3124,Exchange Rate API
2026-06-18,Euro,€,108.9368,Exchange Rate API
2026-06-17,Euro,€,108.9017,Exchange Rate API
2026-06-16,Euro,€,109.426,Exchange Rate API
2026-06-15,Euro,€,109.8147,Exchange Rate API
2026-06-14,Euro,€,109.3794,Exchange Rate API
2026-06-13,Euro,€,108.8344,Exchange Rate API
2026-06-12,Euro,€,108.8546,Exchange Rate API
2026-06-11,Euro,€,109.0283,Exchange Rate API
2026-06-10,Euro,€,108.8127,Exchange Rate API
2026-06-09,Euro,€,109.2285,Exchange Rate API
2026-06-08,Euro,€,109.5577,Exchange Rate API
2026-06-07,Euro,€,109.7849,Exchange Rate API
2026-06-06,Euro,€,109.4221,Exchange Rate API
2026-06-05,Euro,€,109.027,Exchange Rate API
2026-06-04,Euro,€,108.4048,Exchange Rate API
2026-06-03,Euro,€,108.0729,Exchange Rate API
2026-06-02,Euro,€,108.0407,Exchange Rate API
2026-06-01,Euro,€,108.4941,Exchange Rate API
2026-05-31,Euro,€,107.938,Exchange Rate API
2026-05-30,Euro,€,107.8272,Exchange Rate API
2026-05-29,Euro,€,107.9951,Exchange Rate API
2026-05-28,Euro,€,107.5991,Exchange Rate API
2026-05-27,Euro,€,107.8526,Exchange Rate API
2026-05-26,Euro,€,107.8453,Exchange Rate API
2026-05-25,Euro,€,107.514,Exchange Rate API
2026-05-24,Euro,€,107.7153,Exchange Rate API
2026-05-23,Euro,€,107.0762,Exchange Rate API
2026-05-22,Euro,€,107.3987,Exchange Rate API
2026-05-21,Euro,€,107.7467,Exchange Rate API
2026-05-20,Euro,€,107.238,Exchange Rate API
2026-05-19,Euro,€,107.1417,Exchange Rate API
2026-05-18,Euro,€,106.725,Exchange Rate API
2026-05-17,Euro,€,107.3115,Exchange Rate API
2026-05-16,Euro,€,107.3346,Exchange Rate API
2026-05-15,Euro,€,106.7553,Exchange Rate API
2026-05-14,Euro,€,106.434,Exchange Rate API
2026-05-13,Euro,€,106.8789,Exchange Rate API
2026-05-12,Euro,€,106.8231,Exchange Rate API
2026-05-11,Euro,€,107.2095,Exchange Rate API
2026-05-10,Euro,€,107.4251,Exchange Rate API
2026-05-09,Euro,€,108.054,Exchange Rate API
2026-05-08,Euro,€,108.1778,Exchange Rate API
2026-05-07,Euro,€,108.762,Exchange Rate API
2026-05-06,Euro,€,109.2729,Exchange Rate API
2026-05-05,Euro,€,109.4206,Exchange Rate API
2026-05-04,Euro,€,109.7085,Exchange Rate API
2026-05-03,Euro,€,109.7148,Exchange Rate API
2026-05-02,Euro,€,110.15,Exchange Rate API
2026-05-01,Euro,€,110.2133,Exchange Rate API
2026-04-30,Euro,€,110.7386,Exchange Rate API
2026-04-29,Euro,€,111.0624,Exchange Rate API
2026-04-28,Euro,€,111.0286,Exchange Rate API
2026-04-27,Euro,€,110.7078,Exchange Rate API
2026-04-26,Euro,€,110.372,Exchange Rate API
2026-04-25,Euro,€,110.5543,Exchange Rate API
2026-04-24,Euro,€,110.9069,Exchange Rate API
2026-04-23,Euro,€,110.9352,Exchange Rate API
2026-04-22,Euro,€,111.1039,Exchange Rate API
2026-04-21,Euro,€,110.8034,Exchange Rate API
2026-04-20,Euro,€,110.2416,Exchange Rate API
2026-04-19,Euro,€,109.9581,Exchange Rate API
2026-04-18,Euro,€,109.6569,Exchange Rate API
2026-04-17,Euro,€,109.4197,Exchange Rate API
2026-04-16,Euro,€,109.4724,Exchange Rate API
2026-04-15,Euro,€,108.9973,Exchange Rate API
2026-04-14,Euro,€,108.6458,Exchange Rate API
2026-04-13,Euro,€,108.8987,Exchange Rate API
2026-04-12,Euro,€,109.1684,Exchange Rate API
2026-04-11,Euro,€,108.5975,Exchange Rate API
2026-04-10,Euro,€,108.4771,Exchange Rate API
2026-04-09,Euro,€,108.5326,Exchange Rate API
2026-04-08,Euro,€,108.4229,Exchange Rate API
2026-04-07,Euro,€,108.0415,Exchange Rate API
2026-04-06,Euro,€,107.938,Exchange Rate API
2026-04-05,Euro,€,108.4624,Exchange Rate API
2026-04-04,Euro,€,108.5718,Exchange Rate API
2026-04-03,Euro,€,108.8265,Exchange Rate API
2026-04-02,Euro,€,109.2924,Exchange Rate API
2026-04-01,Euro,€,109.6407,Exchange Rate API
2026-03-31,Euro,€,109.4833,Exchange Rate API
2026-03-30,Euro,€,108.8341,Exchange Rate API
2026-03-29,Euro,€,108.6405,Exchange Rate API
2026-03-28,Euro,€,108.971,Exchange Rate API
2026-03-27,Euro,€,109.4332,Exchange Rate API
2026-03-26,Euro,€,110.0286,Exchange Rate API
2026-03-25,Euro,€,109.9217,Exchange Rate API
2026-03-24,Euro,€,110.2482,Exchange Rate API
2026-03-23,Euro,€,110.3092,Exchange Rate API
2026-03-22,Euro,€,110.4459,Exchange Rate API
