collateral_id,loan_id,asset_type,asset_value,valuation_date,created_at,updated_at,source_system
COL00000029,LN00002330,Vehicle,1984916.71,2024-01-27,2026-07-25 01:44:21.941790,,Loan Management System
COL00000030,LN00001388,Gold,854100.65,2013-12-23,2026-07-25 01:44:21.941790,,Loan Management System
COL00000031,LN00000020,Property,1116625.22,2015-03-28,2026-07-25 01:44:21.941790,,Loan Management System
COL00000032,LN00000189,Property,4717662.04,2016-01-20,2026-07-25 01:44:21.941790,,Loan Management System
COL00000033,LN00000857,Vehicle,1459163.95,2016-02-27,2026-07-25 01:44:21.941790,,Loan Management System
COL00000034,LN00000994,Vehicle,754593.18,2019-05-19,2026-07-25 01:44:21.941790,,Loan Management System
COL00000035,LN00002149,Gold,1801302.13,2013-04-11,2026-07-25 01:44:21.941790,,Loan Management System
COL00000036,LN00001082,Property,7904212.23,2017-07-02,2026-07-25 01:44:21.941790,,Loan Management System
COL00000037,LN00001410,Vehicle,3464321.82,2016-08-12,2026-07-25 01:44:21.941790,,Loan Management System
COL00000038,LN00001588,Vehicle,1508434.26,2022-09-22,2026-07-25 01:44:21.941790,,Loan Management System
COL00000039,LN00001396,Property,6217667.68,2012-09-27,2026-07-25 01:44:21.941790,,Loan Management System
COL00000040,LN00001213,Gold,2640595.11,2016-05-10,2026-07-25 01:44:21.941790,,Loan Management System
COL00000041,LN00000614,Vehicle,2811109.07,2017-03-05,2026-07-25 01:44:21.941790,,Loan Management System
COL00000042,LN00001682,Vehicle,2626891.12,2013-08-19,2026-07-25 01:44:21.941790,,Loan Management System
COL00000043,LN00001960,Gold,841793.09,2017-10-02,2026-07-25 01:44:21.941790,,Loan Management System
COL00000044,LN00002211,Vehicle,319644.6,2021-05-16,2026-07-25 01:44:21.941790,,Loan Management System
COL00000045,LN00000234,Vehicle,837338.5,2012-06-19,2026-07-25 01:44:21.941790,,Loan Management System
COL00000046,LN00000434,Property,17239108.51,2022-11-21,2026-07-25 01:44:21.941790,,Loan Management System
COL00000047,LN00000596,Gold,1294357.48,2015-04-21,2026-07-25 01:44:21.941790,,Loan Management System
COL00000048,LN00002195,Property,4850624.79,2019-03-14,2026-07-25 01:44:21.941790,,Loan Management System
COL00000049,LN00002039,Vehicle,1721610.51,2020-03-14,2026-07-25 01:44:21.941790,,Loan Management System
COL00000050,LN00001106,Property,2248410.01,2024-06-08,2026-07-25 01:44:21.942804,,Loan Management System
COL00000051,LN00001205,Property,10745731.19,2023-03-24,2026-07-25 01:44:21.942804,,Loan Management System
COL00000052,LN00001308,Property,7232586.59,2023-05-02,2026-07-25 01:44:21.942804,,Loan Management System
COL00000053,LN00002481,Gold,28831.4,2025-09-22,2026-07-25 01:44:21.942804,,Loan Management System
COL00000054,LN00002254,Property,9114185.85,2021-08-29,2026-07-25 01:44:21.942804,,Loan Management System
COL00000055,LN00000057,Gold,2042962.99,2021-10-03,2026-07-25 01:44:21.942804,,Loan Management System
COL00000056,LN00001609,Property,9855060.22,2015-04-06,2026-07-25 01:44:21.942804,,Loan Management System
COL00000057,LN00000105,Property,25230801.85,2022-05-09,2026-07-25 01:44:21.942804,,Loan Management System
COL00000058,LN00000343,Property,5426162.57,2019-05-09,2026-07-25 01:44:21.942804,,Loan Management System
COL00000059,LN00001135,Property,709566.57,2011-09-10,2026-07-25 01:44:21.942804,,Loan Management System
COL00000060,LN00000138,Property,3833245.24,2022-09-05,2026-07-25 01:44:21.942804,,Loan Management System
COL00000061,LN00002251,Gold,2866893.66,2024-09-20,2026-07-25 01:44:21.942804,,Loan Management System
COL00000062,LN00001897,Property,10217288.79,2018-07-12,2026-07-25 01:44:21.942804,,Loan Management System
COL00000063,LN00000941,Property,8944396.02,2013-06-10,2026-07-25 01:44:21.942804,,Loan Management System
COL00000064,LN00001184,Property,3913143.39,2022-01-27,2026-07-25 01:44:21.942804,,Loan Management System
COL00000065,LN00002422,Vehicle,2867056.53,2018-08-14,2026-07-25 01:44:21.942804,,Loan Management System
COL00000066,LN00001370,Property,1886325.95,2019-05-07,2026-07-25 01:44:21.942804,,Loan Management System
COL00000067,LN00002063,Vehicle,3455961.2,2024-06-28,2026-07-25 01:44:21.942804,,Loan Management System
COL00000068,LN00002240,Property,6481330.22,2018-12-22,2026-07-25 01:44:21.942804,,Loan Management System
COL00000069,LN00001074,Property,14673448.73,2019-07-27,2026-07-25 01:44:21.942804,,Loan Management System
COL00000070,LN00000068,Gold,2769442.03,2016-06-30,2026-07-25 01:44:21.942804,,Loan Management System
COL00000071,LN00001108,Vehicle,1563711.55,2021-08-30,2026-07-25 01:44:21.942804,,Loan Management System
COL00000072,LN00001034,Vehicle,1651027.82,2019-10-22,2026-07-25 01:44:21.942804,,Loan Management System
COL00000073,LN00000095,Property,9002275.0,2017-10-31,2026-07-25 01:44:21.942804,,Loan Management System
COL00000074,LN00000097,Property,4463257.07,2015-02-14,2026-07-25 01:44:21.942804,,Loan Management System
COL00000075,LN00001371,Gold,2370030.91,2013-06-29,2026-07-25 01:44:21.942804,,Loan Management System
COL00000076,LN00000719,Property,5713119.15,2016-10-09,2026-07-25 01:44:21.942804,,Loan Management System
COL00000077,LN00000471,Property,3579231.89,2025-04-11,2026-07-25 01:44:21.942804,,Loan Management System
COL00000078,LN00001728,Property,1072394.54,2024-02-23,2026-07-25 01:44:21.942804,,Loan Management System
COL00000079,LN00001090,Property,9170322.56,2023-10-01,2026-07-25 01:44:21.943813,,Loan Management System
COL00000080,LN00000008,Property,12904138.72,2013-11-09,2026-07-25 01:44:21.943813,,Loan Management System
COL00000081,LN00000817,Property,10197249.6,2023-07-17,2026-07-25 01:44:21.943813,,Loan Management System
COL00000082,LN00001295,Property,12745291.24,2019-11-20,2026-07-25 01:44:21.943813,,Loan Management System
COL00000083,LN00001096,Vehicle,996563.4,2024-07-05,2026-07-25 01:44:21.943813,,Loan Management System
COL00000084,LN00000735,Property,10665193.71,2021-05-02,2026-07-25 01:44:21.943813,,Loan Management System
COL00000085,LN00002161,Vehicle,2424110.85,2024-09-11,2026-07-25 01:44:21.943813,,Loan Management System
COL00000086,LN00000256,Gold,2226133.92,2018-09-18,2026-07-25 01:44:21.943813,,Loan Management System
COL00000087,LN00000809,Property,12446654.92,2020-09-27,2026-07-25 01:44:21.943813,,Loan Management System
COL00000088,LN00000503,Vehicle,2101371.57,2012-05-25,2026-07-25 01:44:21.943813,,Loan Management System
COL00000089,LN00002061,Property,8038729.8,2024-07-19,2026-07-25 01:44:21.943813,,Loan Management System
COL00000090,LN00000923,Vehicle,876174.99,2014-02-20,2026-07-25 01:44:21.943813,,Loan Management System
COL00000091,LN00001847,Gold,676614.94,2019-04-18,2026-07-25 01:44:21.943813,,Loan Management System
COL00000092,LN00001942,Vehicle,711512.49,2012-06-05,2026-07-25 01:44:21.943813,,Loan Management System
COL00000093,LN00001235,Property,11535855.84,2025-08-14,2026-07-25 01:44:21.943813,,Loan Management System
COL00000094,LN00000270,Property,9568053.27,2020-05-06,2026-07-25 01:44:21.943813,,Loan Management System
COL00000095,LN00001825,Property,8599086.31,2020-07-02,2026-07-25 01:44:21.943813,,Loan Management System
COL00000096,LN00001141,Gold,826778.19,2017-05-02,2026-07-25 01:44:21.943813,,Loan Management System
COL00000097,LN00000728,Vehicle,3769978.88,2021-12-12,2026-07-25 01:44:21.943813,,Loan Management System
COL00000098,LN00000145,Property,5231652.22,2013-12-03,2026-07-25 01:44:21.943813,,Loan Management System
COL00000099,LN00000686,Property,16255303.35,2016-09-08,2026-07-25 01:44:21.943813,,Loan Management System
COL00000100,LN00000916,Vehicle,1121319.69,2024-05-09,2026-07-25 01:44:21.943813,,Loan Management System
COL00000101,LN00002489,Property,10580309.52,2015-08-28,2026-07-25 01:44:21.943813,,Loan Management System
COL00000102,LN00002005,Property,18112311.57,2020-07-28,2026-07-25 01:44:21.943813,,Loan Management System
COL00000103,LN00000249,Vehicle,1517519.65,2019-08-05,2026-07-25 01:44:21.943813,,Loan Management System
COL00000104,LN00000449,Property,18598115.46,2019-04-15,2026-07-25 01:44:21.943813,,Loan Management System
COL00000105,LN00000074,Property,6959778.64,2021-05-11,2026-07-25 01:44:21.943813,,Loan Management System
COL00000106,LN00000818,Property,1671891.58,2015-03-01,2026-07-25 01:44:21.943813,,Loan Management System
COL00000107,LN00001884,Vehicle,4385972.59,2023-06-19,2026-07-25 01:44:21.943813,,Loan Management System
COL00000108,LN00000337,Vehicle,2959725.48,2020-08-27,2026-07-25 01:44:21.944816,,Loan Management System
COL00000109,LN00000761,Property,3560869.58,2015-10-02,2026-07-25 01:44:21.944816,,Loan Management System
COL00000110,LN00000947,Property,17105460.91,2021-05-05,2026-07-25 01:44:21.944816,,Loan Management System
COL00000111,LN00001315,Vehicle,2300129.64,2020-11-16,2026-07-25 01:44:21.944816,,Loan Management System
COL00000112,LN00002434,Property,20953630.97,2013-02-28,2026-07-25 01:44:21.944816,,Loan Management System
COL00000113,LN00000587,Property,8843918.85,2014-11-16,2026-07-25 01:44:21.944816,,Loan Management System
COL00000114,LN00001148,Vehicle,1321536.03,2025-07-14,2026-07-25 01:44:21.944816,,Loan Management System
COL00000115,LN00001937,Vehicle,2702975.39,2022-10-24,2026-07-25 01:44:21.944816,,Loan Management System
COL00000116,LN00000542,Vehicle,552719.99,2012-03-15,2026-07-25 01:44:21.944816,,Loan Management System
COL00000117,LN00001589,Gold,481771.78,2018-03-31,2026-07-25 01:44:21.944816,,Loan Management System
COL00000118,LN00002077,Property,23722356.32,2015-06-14,2026-07-25 01:44:21.944816,,Loan Management System
COL00000119,LN00001509,Property,10881189.64,2024-06-24,2026-07-25 01:44:21.944816,,Loan Management System
COL00000120,LN00000317,Property,2016277.21,2018-09-08,2026-07-25 01:44:21.944816,,Loan Management System
COL00000121,LN00000652,Vehicle,2002008.58,2012-09-24,2026-07-25 01:44:21.944816,,Loan Management System
COL00000122,LN00002019,Property,5514074.18,2012-12-25,2026-07-25 01:44:21.944816,,Loan Management System
COL00000123,LN00001083,Vehicle,3020339.14,2023-06-23,2026-07-25 01:44:21.944816,,Loan Management System
COL00000124,LN00000492,Vehicle,1487695.1,2023-09-09,2026-07-25 01:44:21.944816,,Loan Management System
COL00000125,LN00001136,Property,5762024.2,2021-04-19,2026-07-25 01:44:21.944816,,Loan Management System
COL00000126,LN00002225,Vehicle,2941390.99,2014-01-30,2026-07-25 01:44:21.944816,,Loan Management System
COL00000127,LN00001947,Property,18755703.03,2013-04-25,2026-07-25 01:44:21.944816,,Loan Management System
COL00000128,LN00001038,Property,2009465.86,2015-11-27,2026-07-25 01:44:21.944816,,Loan Management System
COL00000129,LN00001889,Vehicle,780306.56,2024-07-23,2026-07-25 01:44:21.944816,,Loan Management System
COL00000130,LN00000680,Vehicle,3128780.44,2021-03-26,2026-07-25 01:44:21.944816,,Loan Management System
COL00000131,LN00000506,Vehicle,3081347.75,2018-09-26,2026-07-25 01:44:21.944816,,Loan Management System
COL00000132,LN00000663,Property,10606749.51,2016-10-06,2026-07-25 01:44:21.944816,,Loan Management System
COL00000133,LN00001670,Vehicle,575322.23,2023-01-01,2026-07-25 01:44:21.944816,,Loan Management System
COL00000134,LN00000932,Property,10952765.36,2023-06-14,2026-07-25 01:44:21.944816,,Loan Management System
COL00000135,LN00001275,Gold,2275543.63,2011-11-20,2026-07-25 01:44:21.944816,,Loan Management System
COL00000136,LN00000968,Property,17082809.17,2021-09-29,2026-07-25 01:44:21.944816,,Loan Management System
COL00000137,LN00002470,Vehicle,3019799.28,2016-08-19,2026-07-25 01:44:21.945810,,Loan Management System
COL00000138,LN00001032,Gold,35106.17,2017-01-09,2026-07-25 01:44:21.945810,,Loan Management System
COL00000139,LN00000139,Vehicle,524089.42,2020-01-08,2026-07-25 01:44:21.945810,,Loan Management System
COL00000140,LN00001882,Property,3608963.48,2013-03-19,2026-07-25 01:44:21.945810,,Loan Management System
COL00000141,LN00001514,Property,17675385.06,2019-01-19,2026-07-25 01:44:21.945810,,Loan Management System
COL00000142,LN00001259,Property,3515803.74,2012-11-17,2026-07-25 01:44:21.945810,,Loan Management System
COL00000143,LN00000452,Property,6804764.51,2013-03-09,2026-07-25 01:44:21.945810,,Loan Management System
COL00000144,LN00001980,Vehicle,3175710.95,2025-08-23,2026-07-25 01:44:21.945810,,Loan Management System
COL00000145,LN00001625,Property,4896110.54,2022-07-04,2026-07-25 01:44:21.945810,,Loan Management System
COL00000146,LN00001446,Property,1173664.31,2018-02-11,2026-07-25 01:44:21.945810,,Loan Management System
COL00000147,LN00000263,Gold,311538.39,2023-09-08,2026-07-25 01:44:21.945810,,Loan Management System
COL00000148,LN00002357,Gold,1687320.52,2015-07-21,2026-07-25 01:44:21.945810,,Loan Management System
COL00000149,LN00000934,Vehicle,2535667.38,2024-07-23,2026-07-25 01:44:21.945810,,Loan Management System
COL00000150,LN00000422,Vehicle,969192.18,2021-08-29,2026-07-25 01:44:21.945810,,Loan Management System
COL00000151,LN00000611,Property,1084680.24,2023-01-27,2026-07-25 01:44:21.945810,,Loan Management System
COL00000152,LN00000709,Vehicle,871124.42,2020-04-19,2026-07-25 01:44:21.945810,,Loan Management System
COL00000153,LN00000117,Vehicle,569049.59,2015-03-28,2026-07-25 01:44:21.945810,,Loan Management System
COL00000154,LN00001704,Vehicle,678190.44,2022-07-03,2026-07-25 01:44:21.945810,,Loan Management System
COL00000155,LN00000033,Vehicle,1836067.93,2019-02-24,2026-07-25 01:44:21.945810,,Loan Management System
COL00000156,LN00001412,Property,977698.24,2021-06-25,2026-07-25 01:44:21.945810,,Loan Management System
COL00000157,LN00000485,Property,3226357.83,2024-02-25,2026-07-25 01:44:21.945810,,Loan Management System
COL00000158,LN00000591,Property,9271749.94,2016-09-07,2026-07-25 01:44:21.945810,,Loan Management System
COL00000159,LN00000722,Vehicle,3422799.0,2014-12-05,2026-07-25 01:44:21.945810,,Loan Management System
COL00000160,LN00001355,Property,12108151.12,2022-04-10,2026-07-25 01:44:21.945810,,Loan Management System
COL00000161,LN00002360,Property,1921194.49,2016-05-20,2026-07-25 01:44:21.945810,,Loan Management System
COL00000162,LN00000352,Vehicle,589375.39,2013-03-09,2026-07-25 01:44:21.945810,,Loan Management System
COL00000163,LN00001117,Gold,938774.87,2016-09-13,2026-07-25 01:44:21.945810,,Loan Management System
COL00000164,LN00000052,Vehicle,2222888.4,2018-01-01,2026-07-25 01:44:21.945810,,Loan Management System
COL00000165,LN00001305,Property,3049760.68,2014-03-28,2026-07-25 01:44:21.945810,,Loan Management System
COL00000166,LN00001020,Gold,628763.27,2019-03-13,2026-07-25 01:44:21.945810,,Loan Management System
COL00000167,LN00001698,Property,8775140.07,2011-11-27,2026-07-25 01:44:21.946800,,Loan Management System
COL00000168,LN00000214,Property,1948104.64,2021-11-10,2026-07-25 01:44:21.946800,,Loan Management System
COL00000169,LN00000148,Vehicle,2729223.01,2021-01-12,2026-07-25 01:44:21.946800,,Loan Management System
COL00000170,LN00000912,Vehicle,3239715.05,2012-09-17,2026-07-25 01:44:21.946800,,Loan Management System
COL00000171,LN00000824,Property,5651911.82,2019-05-29,2026-07-25 01:44:21.946800,,Loan Management System
COL00000172,LN00001877,Property,4037351.86,2016-07-09,2026-07-25 01:44:21.946800,,Loan Management System
COL00000173,LN00001323,Property,22893630.88,2024-08-18,2026-07-25 01:44:21.946800,,Loan Management System
COL00000174,LN00002405,Property,6721785.24,2013-08-19,2026-07-25 01:44:21.946800,,Loan Management System
COL00000175,LN00002332,Property,7695553.2,2012-02-28,2026-07-25 01:44:21.946800,,Loan Management System
COL00000176,LN00000778,Property,9404359.18,2020-01-30,2026-07-25 01:44:21.946800,,Loan Management System
COL00000177,LN00000334,Gold,3285762.71,2015-10-08,2026-07-25 01:44:21.946800,,Loan Management System
COL00000178,LN00000205,Vehicle,2096329.84,2014-07-08,2026-07-25 01:44:21.946800,,Loan Management System
COL00000179,LN00000050,Property,1621131.2,2013-03-31,2026-07-25 01:44:21.946800,,Loan Management System
COL00000180,LN00000502,Vehicle,3582370.39,2025-11-19,2026-07-25 01:44:21.946800,,Loan Management System
COL00000181,LN00001852,Property,554397.89,2025-11-29,2026-07-25 01:44:21.946800,,Loan Management System
COL00000182,LN00001971,Vehicle,2231957.91,2025-05-26,2026-07-25 01:44:21.946800,,Loan Management System
COL00000183,LN00000830,Property,20873142.21,2018-03-05,2026-07-25 01:44:21.946800,,Loan Management System
COL00000184,LN00000955,Property,8126948.0,2014-11-18,2026-07-25 01:44:21.946800,,Loan Management System
COL00000185,LN00002367,Property,11769034.37,2015-08-04,2026-07-25 01:44:21.946800,,Loan Management System
COL00000186,LN00001126,Property,7598928.44,2016-07-03,2026-07-25 01:44:21.946800,,Loan Management System
COL00000187,LN00001941,Vehicle,1324607.24,2023-10-15,2026-07-25 01:44:21.946800,,Loan Management System
COL00000188,LN00001177,Property,28162423.18,2019-01-27,2026-07-25 01:44:21.946800,,Loan Management System
COL00000189,LN00001282,Property,19147803.86,2024-07-05,2026-07-25 01:44:21.946800,,Loan Management System
COL00000190,LN00000696,Property,2481748.36,2019-01-20,2026-07-25 01:44:21.946800,,Loan Management System
COL00000191,LN00001009,Gold,1763756.41,2018-11-22,2026-07-25 01:44:21.946800,,Loan Management System
COL00000192,LN00001761,Property,10911045.47,2016-03-19,2026-07-25 01:44:21.946800,,Loan Management System
COL00000193,LN00000254,Property,21101739.96,2026-05-01,2026-07-25 01:44:21.946800,,Loan Management System
COL00000194,LN00001079,Property,11543882.0,2024-03-09,2026-07-25 01:44:21.946800,,Loan Management System
COL00000195,LN00000698,Property,9770715.49,2022-12-23,2026-07-25 01:44:21.946800,,Loan Management System
COL00000196,LN00000049,Property,4303256.86,2017-03-27,2026-07-25 01:44:21.946800,,Loan Management System
COL00000197,LN00000705,Vehicle,2883455.47,2014-06-01,2026-07-25 01:44:21.946800,,Loan Management System
COL00000198,LN00001245,Property,7882393.17,2021-03-03,2026-07-25 01:44:21.946800,,Loan Management System
COL00000199,LN00001724,Property,2353942.39,2018-03-02,2026-07-25 01:44:21.946800,,Loan Management System
COL00000200,LN00001976,Property,4634253.9,2021-01-03,2026-07-25 01:44:21.946800,,Loan Management System
COL00000201,LN00002273,Vehicle,2378805.28,2014-01-21,2026-07-25 01:44:21.946800,,Loan Management System
COL00000202,LN00001618,Property,17904495.41,2022-09-20,2026-07-25 01:44:21.946800,,Loan Management System
COL00000203,LN00001854,Property,22799611.04,2018-10-06,2026-07-25 01:44:21.947804,,Loan Management System
COL00000204,LN00001606,Property,12282742.33,2021-11-08,2026-07-25 01:44:21.947804,,Loan Management System
COL00000205,LN00001757,Vehicle,1199237.55,2022-06-13,2026-07-25 01:44:21.947804,,Loan Management System
COL00000206,LN00000852,Vehicle,534045.28,2025-02-08,2026-07-25 01:44:21.947804,,Loan Management System
COL00000207,LN00001655,Gold,336655.39,2025-03-25,2026-07-25 01:44:21.947804,,Loan Management System
COL00000208,LN00002116,Vehicle,3171672.48,2025-11-23,2026-07-25 01:44:21.947804,,Loan Management System
COL00000209,LN00001143,Property,10353632.69,2012-05-29,2026-07-25 01:44:21.947804,,Loan Management System
COL00000210,LN00000946,Property,1986066.39,2013-05-07,2026-07-25 01:44:21.947804,,Loan Management System
COL00000211,LN00000248,Property,5916192.65,2022-09-15,2026-07-25 01:44:21.947804,,Loan Management System
COL00000212,LN00001560,Property,4557269.26,2014-03-10,2026-07-25 01:44:21.947804,,Loan Management System
COL00000213,LN00001671,Property,2397301.46,2018-04-19,2026-07-25 01:44:21.947804,,Loan Management System
COL00000214,LN00000331,Property,21980525.87,2025-02-11,2026-07-25 01:44:21.947804,,Loan Management System
COL00000215,LN00001851,Vehicle,2042408.93,2019-09-11,2026-07-25 01:44:21.947804,,Loan Management System
COL00000216,LN00001842,Vehicle,2592367.13,2024-10-29,2026-07-25 01:44:21.947804,,Loan Management System
COL00000217,LN00001582,Property,10499079.83,2021-04-26,2026-07-25 01:44:21.947804,,Loan Management System
COL00000218,LN00001322,Property,8030885.53,2013-07-02,2026-07-25 01:44:21.947804,,Loan Management System
COL00000219,LN00001215,Gold,389752.19,2026-02-24,2026-07-25 01:44:21.947804,,Loan Management System
COL00000220,LN00001452,Property,2553575.46,2019-12-12,2026-07-25 01:44:21.947804,,Loan Management System
COL00000221,LN00000774,Vehicle,578125.82,2019-01-10,2026-07-25 01:44:21.947804,,Loan Management System
COL00000222,LN00002347,Property,4612417.04,2022-02-13,2026-07-25 01:44:21.947804,,Loan Management System
COL00000223,LN00000859,Vehicle,2748421.1,2019-10-24,2026-07-25 01:44:21.947804,,Loan Management System
COL00000224,LN00000677,Property,1376182.83,2024-04-09,2026-07-25 01:44:21.947804,,Loan Management System
COL00000225,LN00002359,Property,5074973.44,2021-11-18,2026-07-25 01:44:21.947804,,Loan Management System
COL00000226,LN00002101,Vehicle,537264.78,2018-08-13,2026-07-25 01:44:21.947804,,Loan Management System
COL00000227,LN00002015,Vehicle,2878271.4,2017-01-21,2026-07-25 01:44:21.947804,,Loan Management System
COL00000228,LN00000019,Vehicle,1250628.46,2013-02-25,2026-07-25 01:44:21.947804,,Loan Management System
COL00000229,LN00000890,Vehicle,3447766.18,2017-01-31,2026-07-25 01:44:21.947804,,Loan Management System
COL00000230,LN00000064,Property,14965788.02,2013-08-16,2026-07-25 01:44:21.947804,,Loan Management System
COL00000231,LN00000100,Property,11427718.0,2023-06-19,2026-07-25 01:44:21.947804,,Loan Management System
COL00000232,LN00002029,Property,10228610.83,2019-01-08,2026-07-25 01:44:21.947804,,Loan Management System
COL00000233,LN00001130,Gold,1582722.67,2026-04-13,2026-07-25 01:44:21.947804,,Loan Management System
COL00000234,LN00000399,Property,6343687.88,2012-05-05,2026-07-25 01:44:21.947804,,Loan Management System
COL00000235,LN00000075,Gold,859927.06,2014-10-11,2026-07-25 01:44:21.947804,,Loan Management System
COL00000236,LN00001824,Property,3462551.13,2018-09-20,2026-07-25 01:44:21.947804,,Loan Management System
COL00000237,LN00001500,Gold,1396447.2,2015-07-13,2026-07-25 01:44:21.947804,,Loan Management System
COL00000238,LN00000710,Vehicle,1334518.12,2022-10-24,2026-07-25 01:44:21.947804,,Loan Management System
COL00000239,LN00001727,Property,3943695.25,2022-11-20,2026-07-25 01:44:21.947804,,Loan Management System
COL00000240,LN00001743,Vehicle,859895.01,2016-04-04,2026-07-25 01:44:21.948802,,Loan Management System
COL00000241,LN00000906,Gold,2555426.77,2024-04-03,2026-07-25 01:44:21.948802,,Loan Management System
COL00000242,LN00001485,Property,15488764.73,2026-01-20,2026-07-25 01:44:21.948802,,Loan Management System
COL00000243,LN00000290,Vehicle,2717265.2,2012-01-10,2026-07-25 01:44:21.948802,,Loan Management System
COL00000244,LN00001062,Property,9756588.73,2025-01-07,2026-07-25 01:44:21.948802,,Loan Management System
COL00000245,LN00002081,Property,9235852.55,2022-11-16,2026-07-25 01:44:21.948802,,Loan Management System
COL00000246,LN00000268,Vehicle,2070196.05,2017-10-30,2026-07-25 01:44:21.948802,,Loan Management System
COL00000247,LN00001294,Property,9895559.87,2025-05-02,2026-07-25 01:44:21.948802,,Loan Management System
COL00000248,LN00001753,Property,12902880.62,2013-03-30,2026-07-25 01:44:21.948802,,Loan Management System
COL00000249,LN00001936,Property,3692775.22,2026-05-27,2026-07-25 01:44:21.948802,,Loan Management System
COL00000250,LN00000394,Vehicle,2777404.88,2020-10-12,2026-07-25 01:44:21.948802,,Loan Management System
COL00000251,LN00002383,Property,10306836.35,2020-01-19,2026-07-25 01:44:21.948802,,Loan Management System
COL00000252,LN00001174,Property,9714789.59,2020-06-01,2026-07-25 01:44:21.948802,,Loan Management System
COL00000253,LN00000123,Property,12106612.58,2012-06-10,2026-07-25 01:44:21.948802,,Loan Management System
COL00000254,LN00001593,Property,6349959.16,2026-03-24,2026-07-25 01:44:21.948802,,Loan Management System
COL00000255,LN00000948,Property,3244865.7,2011-12-07,2026-07-25 01:44:21.948802,,Loan Management System
COL00000256,LN00000341,Property,5518408.08,2014-08-31,2026-07-25 01:44:21.948802,,Loan Management System
COL00000257,LN00001622,Property,10637322.68,2022-03-05,2026-07-25 01:44:21.948802,,Loan Management System
COL00000258,LN00001862,Property,11391602.73,2017-01-14,2026-07-25 01:44:21.948802,,Loan Management System
COL00000259,LN00001880,Vehicle,3147594.7,2021-10-26,2026-07-25 01:44:21.948802,,Loan Management System
COL00000260,LN00001120,Property,7128664.9,2020-08-23,2026-07-25 01:44:21.948802,,Loan Management System
COL00000261,LN00002343,Vehicle,2653642.15,2014-07-23,2026-07-25 01:44:21.948802,,Loan Management System
COL00000262,LN00000546,Property,8912000.68,2015-09-24,2026-07-25 01:44:21.948802,,Loan Management System
COL00000263,LN00001000,Property,5943284.25,2020-05-26,2026-07-25 01:44:21.948802,,Loan Management System
